rain_qy,inflow_qy,outflow_qy,reserve_qy,reserve_rt,tot_qy,valid_qy,unused_qy,maximum_use_qy,avg_hmd,avg_tmr,avg_wv,sun_sum,dam_nm_대청,dam_nm_안동,year_2019,year_2020,year_2021,year_2022,season_autumn,season_spring,season_summer,season_winter
0.0,3.560506164147037,3.878176624644316,950.136,0.638,1490.0,790.0,450.0,790.0,0.58,20.4,0.7884573603642702,13.5,1,0,1,0,0,0,1,0,0,0
0.3799421508770785,3.1789284477586066,3.49880794385992,1033.979,0.6940000000000001,1490.0,790.0,450.0,790.0,0.626,1.0,0.6931471805599453,8.4,1,0,0,0,1,0,0,0,0,1
0.0,2.990418178730222,3.5335989696310217,925.5413,0.6212,1490.0,790.0,450.0,790.0,0.698,0.2,0.33647223662121295,2.4,1,0,0,0,0,1,0,0,0,1
0.0,2.9108821956375976,3.467297183366679,1001.966,0.6729999999999999,1490.0,790.0,450.0,790.0,0.6659999999999999,13.4,0.6418538861723948,9.1,1,0,0,1,0,0,1,0,0,0
0.11145192529414301,5.448339535791515,5.415059861029173,1214.605,0.8150000000000001,1490.0,790.0,450.0,790.0,0.777,19.4,0.9162907318741551,3.0,1,0,1,0,0,0,1,0,0,0
1.8483288207159492,4.191940007604676,3.509663071273396,732.7283,0.4918,1490.0,790.0,450.0,790.0,0.7640000000000001,25.5,0.832909122935104,1.4,1,0,0,0,0,1,0,0,1,0
2.499614621993549,3.4210000089583352,3.4210000089583352,1112.149,0.746,1490.0,790.0,450.0,790.0,0.8390000000000001,7.4,0.5877866649021191,1.0,1,0,0,1,0,0,0,0,0,1
0.0,3.007413778327829,3.6960536578619365,1008.8787,0.6770999999999999,1490.0,790.0,450.0,790.0,0.505,19.6,0.6418538861723948,11.8,1,0,0,0,0,1,1,0,0,0
0.0,2.9222471842915136,3.4674219805713835,989.229,0.664,1490.0,790.0,450.0,790.0,0.665,14.4,0.5877866649021191,9.6,1,0,0,1,0,0,1,0,0,0
0.16542968912373648,3.380143972464323,4.10037633445382,849.443,0.5700000000000001,1490.0,790.0,450.0,790.0,0.6559999999999999,26.7,0.9555114450274365,9.7,1,0,0,0,1,0,0,0,1,0
2.4333326142419525,4.185098925490565,3.8578624464687103,832.429,0.559,1490.0,790.0,450.0,790.0,0.7490000000000001,17.4,0.9932517730102834,5.0,1,0,0,0,1,0,0,1,0,0
1.4692558818342378,5.222591162686446,3.509663071273396,846.2365,0.5679,1490.0,790.0,450.0,790.0,0.868,27.0,0.5877866649021191,8.0,1,0,0,0,0,1,0,0,1,0
0.0,4.2175793765567295,4.812452612071299,1014.4147,0.6808,1490.0,790.0,450.0,790.0,0.805,24.0,0.4700036292457356,6.2,1,0,0,0,0,1,1,0,0,0
0.3582337284027256,2.6806104853434283,4.096991057163006,932.059,0.626,1490.0,790.0,450.0,790.0,0.526,21.5,1.1314021114911006,11.1,1,0,0,1,0,0,0,0,1,0
0.0,2.9199844961157164,4.191773707553646,1003.836,0.674,1490.0,790.0,450.0,790.0,0.505,23.9,0.7884573603642702,16.4,1,0,1,0,0,0,0,1,0,0
0.0,2.7372853263705452,3.5062178395068773,1011.0862,0.679,1490.0,790.0,450.0,790.0,0.508,-2.0,0.6418538861723948,1.9,1,0,0,0,0,1,0,0,0,1
0.0,2.25265928422432,3.394877452917336,983.755,0.66,1490.0,790.0,450.0,790.0,0.479,8.4,0.7884573603642702,9.6,1,0,0,1,0,0,1,0,0,0
0.07278566972564769,3.26804686887465,3.689679134284501,1013.8198,0.6804000000000001,1490.0,790.0,450.0,790.0,0.7120000000000001,28.1,1.2809338454620645,11.3,1,0,0,0,0,1,1,0,0,0
0.19589567682107253,5.519955785718942,3.716980884224811,944.465,0.634,1490.0,790.0,450.0,790.0,0.7140000000000001,23.7,0.6418538861723948,6.0,1,0,0,1,0,0,1,0,0,0
1.6976685458284595,5.227046903317027,3.413356492485965,1084.913,0.728,1490.0,790.0,450.0,790.0,0.855,4.4,1.252762968495368,0.9,1,0,0,1,0,0,0,0,0,1
0.0,2.5994994167594045,3.5182987035230013,981.4192,0.6587000000000001,1490.0,790.0,450.0,790.0,0.635,13.8,0.5306282510621704,9.4,1,0,0,0,0,1,1,0,0,0
0.0,3.401097376661822,3.5035433581591104,913.6087,0.6132,1490.0,790.0,450.0,790.0,0.5820000000000001,6.3,0.6418538861723948,5.4,1,0,0,0,0,1,0,1,0,0
0.0,3.2538181680657647,3.609322045330509,920.3325,0.618,1490.0,790.0,450.0,790.0,0.384,15.7,0.832909122935104,9.6,1,0,0,0,0,1,0,1,0,0
