dam_nm,obsr_de,rain_qy,inflow_qy,outflow_qy,reserve_qy,reserve_rt,tot_qy,valid_qy,unused_qy,maximum_use_qy,avg_hmd,avg_tmr,avg_wv,sun_sum
보령,2021-06-23,4.1668,0.675,3.873,35.044,0.3,116.9,108.7,8.2,98.7,0.8009999999999999,21.7,1.0,3.3
보령,2021-06-24,0.0,1.014,3.784,34.804,0.298,116.9,108.7,8.2,98.7,0.8200000000000001,21.5,1.2,8.3
보령,2021-06-25,0.0,1.124,3.867,34.567,0.29600000000000004,116.9,108.7,8.2,98.7,0.7540000000000001,22.8,0.9,9.0
보령,2021-06-26,2.0002,1.04,3.756,34.333,0.294,116.9,108.7,8.2,98.7,0.7859999999999999,23.4,0.9,4.9
보령,2021-06-27,0.0,0.822,3.892,34.068,0.29100000000000004,116.9,108.7,8.2,98.7,0.741,23.6,1.0,11.6
보령,2021-06-28,11.0124,1.554,3.833,33.871,0.29,116.9,108.7,8.2,98.7,0.799,23.5,0.6,8.1
보령,2021-06-29,0.0,1.537,3.795,33.676,0.28800000000000003,116.9,108.7,8.2,98.7,0.846,23.0,1.0,9.8
보령,2021-06-30,0.0,1.312,3.92,33.45,0.28600000000000003,116.9,108.7,8.2,98.7,0.81,23.3,0.7,4.4
보령,2021-07-01,0.0,0.809,3.755,33.196,0.284,116.9,108.7,8.2,98.7,0.751,25.4,1.0,9.7
보령,2021-07-02,0.0,1.167,3.714,32.976,0.282,116.9,108.7,8.2,98.7,0.8,25.5,0.9,8.0
보령,2021-07-03,56.3111,3.795,3.795,32.976,0.282,116.9,108.7,8.2,98.7,0.785,24.3,3.0,0.3
보령,2021-07-04,13.7898,19.348,3.641,34.333,0.294,116.9,108.7,8.2,98.7,0.948,21.7,5.2,5.2
보령,2021-07-05,2.6117,11.861,3.633,35.044,0.3,116.9,108.7,8.2,98.7,0.8740000000000001,22.0,1.3,11.1
보령,2021-07-06,16.9864,8.064,3.658,35.424,0.303,116.9,108.7,8.2,98.7,0.918,23.5,1.4,2.1
보령,2021-07-07,21.7068,18.586,3.727,36.708,0.314,116.9,108.7,8.2,98.7,0.9490000000000001,24.4,1.4,9.4
보령,2021-07-08,12.3392,23.703,3.809,38.427,0.329,116.9,108.7,8.2,98.7,0.9009999999999999,24.1,1.0,3.7
보령,2021-07-09,2.6616,13.961,3.67,39.316,0.336,116.9,108.7,8.2,98.7,0.87,24.5,1.1,7.1
보령,2021-07-10,0.0,8.361,3.821,39.708,0.34,116.9,108.7,8.2,98.7,0.878,25.2,2.5,4.3
보령,2021-07-11,1.3887,5.587,3.761,39.866,0.341,116.9,108.7,8.2,98.7,0.891,25.4,2.2,1.6
보령,2021-07-12,0.0,4.169,3.711,39.906,0.341,116.9,108.7,8.2,98.7,0.833,27.3,1.3,5.3
보령,2021-07-13,0.0,3.289,3.747,39.866,0.341,116.9,108.7,8.2,98.7,0.7390000000000001,27.8,1.5,2.9
보령,2021-07-14,0.0,2.54,3.91,39.748,0.34,116.9,108.7,8.2,98.7,0.751,28.3,2.0,5.6
보령,2021-07-15,0.0,2.047,3.869,39.59,0.33899999999999997,116.9,108.7,8.2,98.7,0.725,27.8,0.8,11.7
보령,2021-07-16,1.7926,1.982,3.798,39.433,0.337,116.9,108.7,8.2,98.7,0.8240000000000001,26.7,0.9,8.6
보령,2021-07-17,6.6514,2.488,3.846,39.316,0.336,116.9,108.7,8.2,98.7,0.838,25.4,1.1,8.0
보령,2021-07-18,1.4466,3.863,3.863,39.316,0.336,116.9,108.7,8.2,98.7,0.816,26.0,0.9,8.9
보령,2021-07-19,0.8424,2.535,3.889,39.199,0.33530000000000004,116.9,108.7,8.2,98.7,0.8300000000000001,26.1,0.9,5.5
보령,2021-07-20,0.0,2.492,3.843,39.082,0.334,116.9,108.7,8.2,98.7,0.81,27.5,0.5,9.2
보령,2021-07-21,0.0,1.26,3.951,38.85,0.332,116.9,108.7,8.2,98.7,0.665,29.1,1.0,11.5
보령,2021-07-22,0.0,0.889,4.01,38.58,0.33,116.9,108.7,8.2,98.7,0.626,28.6,1.1,11.6
보령,2021-07-23,0.0,0.826,3.926,38.312,0.32799999999999996,116.9,108.7,8.2,98.7,0.679,28.6,0.6,10.8
보령,2021-07-24,0.0,0.46,3.978,38.008,0.325,116.9,108.7,8.2,98.7,0.6859999999999999,29.1,0.8,10.8
보령,2021-07-25,0.0,0.369,3.859,37.707,0.32299999999999995,116.9,108.7,8.2,98.7,0.67,29.1,0.9,8.8
보령,2021-07-26,0.0,0.0,3.921,37.334,0.3194,116.9,108.7,8.2,98.7,0.6829999999999999,28.4,1.0,10.9
보령,2021-07-27,0.0,0.0,3.823,36.964,0.31620000000000004,116.9,108.7,8.2,98.7,0.7140000000000001,27.8,0.9,11.6
보령,2021-07-28,0.0,0.763,3.727,36.708,0.314,116.9,108.7,8.2,98.7,0.7709999999999999,27.8,0.8,9.3
보령,2021-07-29,0.0,0.001,3.777,36.382,0.311,116.9,108.7,8.2,98.7,0.755,27.5,0.7,9.0
보령,2021-07-30,1.7194,0.462,3.785,36.095,0.309,116.9,108.7,8.2,98.7,0.741,28.1,1.8,7.3
보령,2021-07-31,0.2808,0.155,3.854,35.775,0.306,116.9,108.7,8.2,98.7,0.783,27.7,1.7,10.5
보령,2021-08-01,15.8366,1.214,3.657,35.564,0.304,116.9,108.7,8.2,98.7,0.909,25.5,0.9,6.0
보령,2021-08-02,6.316,1.71,3.731,35.39,0.303,116.9,108.7,8.2,98.7,0.918,25.0,0.2,0.1
보령,2021-08-03,0.0,1.382,3.79,35.181,0.30100000000000005,116.9,108.7,8.2,98.7,0.794,27.3,1.3,5.4
보령,2021-08-04,0.0,0.228,3.804,34.873,0.298,116.9,108.7,8.2,98.7,0.736,27.6,1.2,11.5
보령,2021-08-05,0.0,0.656,3.797,34.601,0.29600000000000004,116.9,108.7,8.2,98.7,0.7190000000000001,28.3,1.1,10.7
보령,2021-08-06,0.0,0.0,3.777,34.266,0.29300000000000004,116.9,108.7,8.2,98.7,0.725,27.6,1.3,10.5
보령,2021-08-07,0.0,0.632,3.693,34.002,0.29100000000000004,116.9,108.7,8.2,98.7,0.7390000000000001,26.3,0.9,9.4
보령,2021-08-08,0.0,0.439,3.839,33.708,0.28800000000000003,116.9,108.7,8.2,98.7,0.75,27.0,1.7,1.7
보령,2021-08-09,0.0,0.492,3.845,33.418,0.28600000000000003,116.9,108.7,8.2,98.7,0.708,27.4,1.5,11.0
보령,2021-08-10,0.0,0.504,3.81,33.133,0.28300000000000003,116.9,108.7,8.2,98.7,0.799,26.4,1.1,10.0
보령,2021-08-11,0.0,0.547,3.806,32.851,0.281,116.9,108.7,8.2,98.7,0.7390000000000001,26.9,1.0,8.7
보령,2021-08-12,0.5616,0.29,3.854,32.543,0.278,116.9,108.7,8.2,98.7,0.74,26.8,0.9,5.0
보령,2021-08-13,0.0,0.655,3.812,32.27,0.276,116.9,108.7,8.2,98.7,0.746,26.0,1.2,1.5
보령,2021-08-14,0.0,0.669,3.778,32.002,0.27399999999999997,116.9,108.7,8.2,98.7,0.6759999999999999,26.2,1.2,1.8
보령,2021-08-15,0.0,0.434,3.831,31.708,0.271,116.9,108.7,8.2,98.7,0.663,26.2,1.1,11.1
보령,2021-08-16,0.0,0.204,3.871,31.391,0.2685,116.9,108.7,8.2,98.7,0.624,26.6,1.4,8.0
보령,2021-08-17,0.0,0.831,3.777,31.137,0.2664,116.9,108.7,8.2,98.7,0.573,26.5,2.4,8.8
보령,2021-08-18,0.0,1.329,3.907,30.914,0.264,116.9,108.7,8.2,98.7,0.688,24.5,1.3,6.2
보령,2021-08-19,0.7772,2.113,3.705,30.777,0.263,116.9,108.7,8.2,98.7,0.7290000000000001,24.5,1.0,5.4
보령,2021-08-20,0.0,1.758,3.649,30.613,0.262,116.9,108.7,8.2,98.7,0.6890000000000001,26.3,1.7,10.6
보령,2021-08-21,43.9825,5.634,3.743,30.777,0.263,116.9,108.7,8.2,98.7,0.816,25.0,2.9,1.6
보령,2021-08-22,0.2808,4.126,3.809,30.804,0.264,116.9,108.7,8.2,98.7,0.851,25.2,1.5,1.7
보령,2021-08-23,73.3208,12.026,3.569,31.535,0.27,116.9,108.7,8.2,98.7,0.903,22.9,2.1,1.6
보령,2021-08-24,19.6633,15.016,3.697,32.513,0.278,116.9,108.7,8.2,98.7,0.858,25.4,3.6,2.4
보령,2021-08-25,41.1399,19.805,3.708,33.903,0.29,116.9,108.7,8.2,98.7,0.9440000000000001,23.8,1.2,0.3
보령,2021-08-26,0.0,19.722,3.727,35.285,0.302,116.9,108.7,8.2,98.7,0.886,24.9,2.0,1.0
보령,2021-08-27,12.1669,10.458,3.559,35.881,0.307,116.9,108.7,8.2,98.7,0.935,21.3,1.4,3.3
보령,2021-08-28,0.6694,8.138,3.594,36.274,0.31,116.9,108.7,8.2,98.7,0.87,22.4,0.6,2.0
보령,2021-08-29,22.9531,11.639,3.649,36.964,0.31620000000000004,116.9,108.7,8.2,98.7,0.798,22.4,1.9,5.5
보령,2021-08-30,0.0,8.293,3.588,37.371,0.32,116.9,108.7,8.2,98.7,0.848,22.8,0.8,0.5
보령,2021-08-31,5.5468,6.236,3.646,37.595,0.322,116.9,108.7,8.2,98.7,0.8190000000000001,24.8,1.9,1.1
보령,2019-01-01,0.3307,0.869,3.062,78.385,0.6709999999999999,116.9,108.7,8.2,108.7,0.703,-1.1,1.2,3.9
보령,2019-01-02,0.0,0.843,3.029,78.197,0.669,116.9,108.7,8.2,108.7,0.679,-2.4,1.1,11.4
보령,2019-01-03,0.0,1.062,3.242,78.008,0.667,116.9,108.7,8.2,108.7,0.642,-2.0,1.0,11.7
보령,2019-01-04,0.0,1.056,3.229,77.821,0.6659999999999999,116.9,108.7,8.2,108.7,0.653,-0.8,0.8,4.3
보령,2019-01-05,0.0,1.005,3.171,77.633,0.664,116.9,108.7,8.2,108.7,0.559,-0.5,1.8,10.0
보령,2019-01-06,0.0,0.894,3.054,77.447,0.663,116.9,108.7,8.2,108.7,0.5860000000000001,-2.0,0.8,11.1
보령,2019-01-07,0.0,0.893,3.046,77.261,0.6609999999999999,116.9,108.7,8.2,108.7,0.701,-0.3,0.8,9.3
보령,2019-01-08,0.0,0.836,2.983,77.075,0.659,116.9,108.7,8.2,108.7,0.5670000000000001,-0.9,1.8,10.7
보령,2019-01-09,0.0,1.045,3.186,76.89,0.658,116.9,108.7,8.2,108.7,0.424,-3.2,1.0,9.0
보령,2019-01-10,0.0,0.788,2.923,76.706,0.6559999999999999,116.9,108.7,8.2,108.7,0.658,-0.9,0.7,2.2
보령,2019-01-11,0.0,0.535,3.195,76.476,0.654,116.9,108.7,8.2,108.7,0.675,2.9,0.6,8.4
보령,2019-01-12,0.0,0.987,3.109,76.293,0.653,116.9,108.7,8.2,108.7,0.636,4.1,0.6,7.9
보령,2019-01-13,0.0,0.94,3.056,76.11,0.6509999999999999,116.9,108.7,8.2,108.7,0.691,1.5,0.6,11.2
보령,2019-01-14,0.0,0.807,2.917,75.927,0.65,116.9,108.7,8.2,108.7,0.762,1.4,0.7,7.4
보령,2019-01-15,0.3886,1.027,3.132,75.746,0.648,116.9,108.7,8.2,108.7,0.693,0.7,1.3,4.9
보령,2019-01-16,0.0,0.362,2.985,75.519,0.6459999999999999,116.9,108.7,8.2,108.7,0.578,-3.2,0.9,12.5
보령,2019-01-17,0.0,0.963,3.055,75.338,0.645,116.9,108.7,8.2,108.7,0.6829999999999999,0.9,0.6,4.4
보령,2019-01-18,0.0,1.083,3.17,75.158,0.643,116.9,108.7,8.2,108.7,0.725,1.2,0.6,10.4
보령,2019-01-19,0.0,0.543,3.145,74.933,0.6409999999999999,116.9,108.7,8.2,108.7,0.7070000000000001,3.6,0.8,7.6
보령,2019-01-20,0.0,0.876,2.952,74.754,0.64,116.9,108.7,8.2,108.7,0.555,1.2,1.7,13.0
보령,2019-01-21,0.0,0.93,3.001,74.575,0.638,116.9,108.7,8.2,108.7,0.593,1.4,1.1,10.2
보령,2019-01-22,0.0,0.733,2.799,74.396,0.636,116.9,108.7,8.2,108.7,0.726,2.4,0.9,12.5
보령,2019-01-23,0.0,0.26,2.836,74.174,0.635,116.9,108.7,8.2,108.7,0.66,3.2,0.9,11.3
보령,2019-01-24,0.0,0.654,2.71,73.996,0.633,116.9,108.7,8.2,108.7,0.49200000000000005,-0.1,6.6,13.7
보령,2019-01-25,0.7193,0.236,2.799,73.775,0.631,116.9,108.7,8.2,108.7,0.529,-0.2,6.4,12.3
보령,2019-01-26,0.0,0.722,2.768,73.598,0.63,116.9,108.7,8.2,108.7,0.49100000000000005,-2.0,2.6,14.1
보령,2019-01-27,0.0,0.187,2.738,73.378,0.628,116.9,108.7,8.2,108.7,0.667,-0.2,5.9,13.8
보령,2019-01-28,0.7193,0.866,2.902,73.202,0.626,116.9,108.7,8.2,108.7,0.55,3.2,1.6,12.8
보령,2019-01-29,0.0,1.058,3.09,73.026,0.625,116.9,108.7,8.2,108.7,0.551,-0.8,5.5,14.6
보령,2019-01-30,0.0,0.52,3.055,72.807,0.623,116.9,108.7,8.2,108.7,0.667,2.2,0.9,11.9
보령,2019-01-31,0.0,0.444,2.973,72.589,0.621,116.9,108.7,8.2,108.7,0.545,0.2,1.7,6.4
보령,2019-02-01,0.0,1.043,3.062,72.414,0.62,116.9,108.7,8.2,108.7,0.654,-1.1,3.3,9.4
보령,2019-02-02,0.3307,1.125,3.14,72.24,0.618,116.9,108.7,8.2,108.7,0.624,3.5,1.8,7.9
보령,2019-02-03,20.0945,2.049,3.055,72.153,0.617,116.9,108.7,8.2,108.7,0.9,7.4,2.5,0.6
보령,2019-02-04,0.0,1.152,3.162,71.979,0.616,116.9,108.7,8.2,108.7,0.564,1.0,0.8,14.3
보령,2019-02-05,0.0,1.06,3.067,71.806,0.614,116.9,108.7,8.2,108.7,0.46399999999999997,3.5,1.4,13.1
보령,2019-02-06,0.0,0.491,2.995,71.59,0.612,116.9,108.7,8.2,108.7,0.682,6.3,1.3,10.4
보령,2019-02-07,0.0,0.865,2.865,71.417,0.611,116.9,108.7,8.2,108.7,0.568,0.5,2.3,12.8
보령,2019-02-08,0.0,1.039,3.036,71.244,0.609,116.9,108.7,8.2,108.7,0.48100000000000004,-3.7,1.4,14.1
보령,2019-02-09,0.0,0.918,2.912,71.072,0.608,116.9,108.7,8.2,108.7,0.465,-2.8,0.2,15.0
보령,2019-02-10,0.0,0.565,3.053,70.857,0.606,116.9,108.7,8.2,108.7,0.43100000000000005,-2.8,1.0,9.5
보령,2019-02-11,0.0,0.929,2.916,70.685,0.605,116.9,108.7,8.2,108.7,0.515,-1.5,3.7,14.6
보령,2019-02-12,0.0,0.478,2.958,70.471,0.603,116.9,108.7,8.2,108.7,0.629,-0.5,4.9,10.2
보령,2019-02-13,0.0,1.053,3.035,70.3,0.601,116.9,108.7,8.2,108.7,0.47500000000000003,-0.6,4.3,14.5
보령,2019-02-14,0.0,0.614,3.088,70.086,0.6,116.9,108.7,8.2,108.7,0.47000000000000003,-0.2,4.7,15.3
보령,2019-02-15,0.3886,0.538,3.008,69.873,0.598,116.9,108.7,8.2,108.7,0.6709999999999999,0.6,1.0,5.7
보령,2019-02-16,0.3307,1.068,3.041,69.702,0.596,116.9,108.7,8.2,108.7,0.625,-0.7,2.4,11.9
보령,2019-02-17,0.0,0.989,2.96,69.532,0.595,116.9,108.7,8.2,108.7,0.578,-1.2,5.1,17.8
보령,2019-02-18,0.0,0.603,3.064,69.319,0.593,116.9,108.7,8.2,108.7,0.618,1.1,0.9,10.1
보령,2019-02-19,12.7205,1.513,2.988,69.192,0.5920000000000001,116.9,108.7,8.2,108.7,0.907,1.5,1.5,2.8
보령,2019-02-20,0.0,1.076,3.042,69.022,0.59,116.9,108.7,8.2,108.7,0.763,2.2,0.7,7.6
보령,2019-02-21,0.0,0.99,2.954,68.852,0.589,116.9,108.7,8.2,108.7,0.7120000000000001,1.7,1.0,15.8
보령,2019-02-22,0.0,0.698,3.15,68.64,0.5870000000000001,116.9,108.7,8.2,108.7,0.6409999999999999,2.7,1.0,12.5
보령,2019-02-23,0.0,1.002,2.962,68.471,0.5860000000000001,116.9,108.7,8.2,108.7,0.668,3.9,1.0,16.5
보령,2019-02-24,0.0,0.537,2.985,68.26,0.584,116.9,108.7,8.2,108.7,0.65,5.1,0.8,17.6
보령,2019-02-25,0.0,0.991,2.948,68.091,0.583,116.9,108.7,8.2,108.7,0.76,3.2,0.8,14.7
보령,2019-02-26,0.0,0.648,3.092,67.879,0.5810000000000001,116.9,108.7,8.2,108.7,0.555,3.6,1.2,17.5
보령,2019-02-27,0.0,0.594,3.036,67.668,0.579,116.9,108.7,8.2,108.7,0.585,5.5,0.9,4.9
보령,2019-02-28,0.0,1.09,3.043,67.5,0.5770000000000001,116.9,108.7,8.2,108.7,0.7140000000000001,4.0,0.8,13.2
보령,2019-03-01,0.0,0.611,3.05,67.289,0.5760000000000001,116.9,108.7,8.2,108.7,0.8150000000000001,3.0,1.2,16.7
보령,2019-03-02,0.0,0.976,2.926,67.12,0.574,116.9,108.7,8.2,108.7,0.603,5.2,0.7,14.2
보령,2019-03-03,0.0,0.63,3.067,66.91,0.5720000000000001,116.9,108.7,8.2,108.7,0.493,8.0,1.1,11.5
보령,2019-03-04,0.0,0.601,3.037,66.699,0.5710000000000001,116.9,108.7,8.2,108.7,0.67,6.6,0.5,15.0
보령,2019-03-05,0.0,0.903,2.851,66.531,0.569,116.9,108.7,8.2,108.7,0.778,5.7,0.8,9.5
보령,2019-03-06,0.0,0.599,3.033,66.321,0.5670000000000001,116.9,108.7,8.2,108.7,0.66,7.3,0.8,14.5
보령,2019-03-07,0.0,0.559,2.992,66.111,0.5660000000000001,116.9,108.7,8.2,108.7,0.7540000000000001,4.3,0.9,16.0
보령,2019-03-08,0.0,0.749,3.181,65.9,0.564,116.9,108.7,8.2,108.7,0.698,3.3,1.1,20.5
보령,2019-03-09,0.0,0.529,2.961,65.69,0.562,116.9,108.7,8.2,108.7,0.419,6.2,1.5,17.4
보령,2019-03-10,0.0,0.975,2.92,65.522,0.561,116.9,108.7,8.2,108.7,0.42700000000000005,8.7,1.2,8.3
보령,2019-03-11,3.1081,0.545,2.976,65.312,0.559,116.9,108.7,8.2,108.7,0.891,4.3,1.7,5.6
보령,2019-03-12,1.1079,1.022,2.967,65.144,0.557,116.9,108.7,8.2,108.7,0.789,4.1,1.6,9.1
보령,2019-03-13,0.0,0.617,3.048,64.934,0.556,116.9,108.7,8.2,108.7,0.523,4.0,0.9,20.2
보령,2019-03-14,0.0,0.221,3.138,64.682,0.5529999999999999,116.9,108.7,8.2,108.7,0.668,4.9,3.0,18.7
보령,2019-03-15,1.8272,1.515,2.974,64.556,0.552,116.9,108.7,8.2,108.7,0.8150000000000001,6.4,2.5,12.8
보령,2019-03-16,0.0,0.514,2.945,64.346,0.55,116.9,108.7,8.2,108.7,0.716,5.3,1.7,19.4
보령,2019-03-17,0.0,0.596,3.028,64.136,0.549,116.9,108.7,8.2,108.7,0.7120000000000001,5.5,0.9,20.6
보령,2019-03-18,0.0,0.564,2.996,63.926,0.547,116.9,108.7,8.2,108.7,0.484,5.1,1.1,14.4
보령,2019-03-19,0.0,0.689,3.122,63.715,0.545,116.9,108.7,8.2,108.7,0.64,7.7,1.4,17.8
보령,2019-03-20,28.1372,1.551,3.011,63.589,0.544,116.9,108.7,8.2,108.7,0.76,10.9,2.1,4.1
보령,2019-03-21,1.7194,2.767,3.254,63.547,0.544,116.9,108.7,8.2,108.7,0.8470000000000001,6.8,2.3,9.0
보령,2019-03-22,0.0,1.754,3.214,63.421,0.543,116.9,108.7,8.2,108.7,0.584,3.5,1.6,22.9
보령,2019-03-23,1.3887,1.424,2.885,63.295,0.541,116.9,108.7,8.2,108.7,0.658,3.5,1.6,14.7
보령,2019-03-24,0.0,1.138,3.086,63.127,0.54,116.9,108.7,8.2,108.7,0.617,3.7,1.7,24.5
보령,2019-03-25,0.0,1.483,2.944,63.0,0.539,116.9,108.7,8.2,108.7,0.6559999999999999,7.5,3.4,19.2
보령,2019-03-26,0.0,1.009,2.958,62.832,0.538,116.9,108.7,8.2,108.7,0.784,9.4,1.9,22.1
보령,2019-03-27,0.0,1.016,2.966,62.664,0.536,116.9,108.7,8.2,108.7,0.7120000000000001,11.5,5.4,15.7
보령,2019-03-28,0.0,0.477,2.915,62.453,0.534,116.9,108.7,8.2,108.7,0.6729999999999999,8.2,1.0,18.4
보령,2019-03-29,0.0,1.361,2.824,62.326,0.533,116.9,108.7,8.2,108.7,0.473,9.1,1.3,21.7
보령,2019-03-30,4.0004,0.892,2.844,62.158,0.532,116.9,108.7,8.2,108.7,0.758,5.9,1.9,9.3
보령,2019-03-31,0.0,0.9,2.853,61.989,0.53,116.9,108.7,8.2,108.7,0.45799999999999996,6.0,1.6,20.7
보령,2019-04-01,0.0,0.829,2.782,61.82,0.529,116.9,108.7,8.2,108.7,0.483,6.3,0.9,17.9
보령,2019-04-02,0.0,0.464,2.907,61.609,0.527,116.9,108.7,8.2,108.7,0.531,5.6,1.0,24.5
보령,2019-04-03,0.0,0.883,2.838,61.44,0.526,116.9,108.7,8.2,108.7,0.6859999999999999,5.4,1.4,24.9
보령,2019-04-04,0.0,0.476,2.922,61.229,0.524,116.9,108.7,8.2,108.7,0.733,6.9,3.0,24.7
보령,2019-04-05,0.0,0.399,2.846,61.018,0.522,116.9,108.7,8.2,108.7,0.67,9.2,2.8,17.8
보령,2019-04-06,0.0,0.502,2.951,60.806,0.52,116.9,108.7,8.2,108.7,0.513,9.4,1.1,13.7
보령,2019-04-07,0.0,0.978,2.938,60.637,0.519,116.9,108.7,8.2,108.7,0.41600000000000004,13.5,1.7,15.7
보령,2019-04-08,0.0,0.478,2.93,60.425,0.517,116.9,108.7,8.2,108.7,0.363,10.5,1.3,22.5
보령,2019-04-09,27.5836,1.334,2.806,60.298,0.516,116.9,108.7,8.2,108.7,0.502,11.0,2.4,7.8
보령,2019-04-10,3.7695,3.177,2.686,60.34,0.516,116.9,108.7,8.2,108.7,0.794,7.4,2.2,5.6
보령,2019-04-11,0.0,2.23,2.721,60.298,0.516,116.9,108.7,8.2,108.7,0.778,7.8,1.0,16.1
보령,2019-04-12,0.0,1.764,2.746,60.213,0.515,116.9,108.7,8.2,108.7,0.7240000000000001,8.5,1.1,24.0
보령,2019-04-13,0.0,1.438,2.911,60.086,0.514,116.9,108.7,8.2,108.7,0.485,10.1,1.1,23.9
보령,2019-04-14,2.3888,1.298,2.771,59.958,0.513,116.9,108.7,8.2,108.7,0.723,8.9,0.9,11.7
보령,2019-04-15,0.0,1.74,2.723,59.874,0.512,116.9,108.7,8.2,108.7,0.674,11.1,1.4,25.9
보령,2019-04-16,0.0,1.036,3.002,59.704,0.511,116.9,108.7,8.2,108.7,0.37700000000000006,12.9,1.2,21.6
보령,2019-04-17,0.0,0.822,2.789,59.534,0.509,116.9,108.7,8.2,108.7,0.529,13.3,0.9,25.9
보령,2019-04-18,0.0,0.476,2.937,59.321,0.508,116.9,108.7,8.2,108.7,0.789,13.3,3.1,16.9
보령,2019-04-19,0.0,1.063,3.033,59.151,0.506,116.9,108.7,8.2,108.7,0.821,14.2,0.8,16.9
보령,2019-04-20,0.0,0.497,2.961,58.938,0.504,116.9,108.7,8.2,108.7,0.731,15.2,1.0,23.1
보령,2019-04-21,0.0,0.997,2.97,58.767,0.503,116.9,108.7,8.2,108.7,0.795,15.1,0.4,9.7
보령,2019-04-22,0.0,0.458,2.926,58.554,0.501,116.9,108.7,8.2,108.7,0.696,16.3,1.2,25.3
보령,2019-04-23,11.4469,1.133,3.109,58.384,0.499,116.9,108.7,8.2,108.7,0.812,16.3,0.8,7.8
보령,2019-04-24,6.8776,2.068,3.056,58.298,0.499,116.9,108.7,8.2,108.7,0.888,15.5,1.0,8.7
보령,2019-04-25,1.3887,0.986,2.963,58.127,0.49700000000000005,116.9,108.7,8.2,108.7,0.898,12.1,1.4,4.5
보령,2019-04-26,1.3887,1.382,2.866,57.999,0.49600000000000005,116.9,108.7,8.2,108.7,0.888,8.8,1.2,3.8
보령,2019-04-27,0.0,0.999,2.979,57.828,0.495,116.9,108.7,8.2,108.7,0.733,10.7,1.1,23.3
보령,2019-04-28,0.0,0.457,2.933,57.614,0.493,116.9,108.7,8.2,108.7,0.62,12.6,1.1,13.7
보령,2019-04-29,11.051,1.928,2.919,57.528,0.49200000000000005,116.9,108.7,8.2,108.7,0.767,12.0,1.6,6.3
보령,2019-04-30,0.0,0.98,2.963,57.357,0.49100000000000005,116.9,108.7,8.2,108.7,0.792,13.1,1.1,20.9
보령,2019-05-01,0.0,1.081,3.065,57.186,0.489,116.9,108.7,8.2,108.7,0.8490000000000001,11.1,1.1,24.8
보령,2019-05-02,0.0,0.879,2.864,57.014,0.488,116.9,108.7,8.2,108.7,0.693,12.2,1.1,27.9
보령,2019-05-03,0.0,0.641,3.124,56.8,0.48600000000000004,116.9,108.7,8.2,108.7,0.631,14.0,1.2,27.8
보령,2019-05-04,0.0,0.484,2.969,56.585,0.484,116.9,108.7,8.2,108.7,0.639,15.3,0.8,22.3
보령,2019-05-05,0.0,0.199,3.184,56.327,0.48200000000000004,116.9,108.7,8.2,108.7,0.53,16.6,0.9,26.1
보령,2019-05-06,0.0,0.585,3.074,56.112,0.48,116.9,108.7,8.2,108.7,0.48,12.7,2.0,30.2
보령,2019-05-07,0.0,0.209,3.198,55.854,0.478,116.9,108.7,8.2,108.7,0.5970000000000001,11.3,1.5,29.3
보령,2019-05-08,0.0,0.144,3.136,55.595,0.47600000000000003,116.9,108.7,8.2,108.7,0.605,12.8,1.8,24.5
보령,2019-05-09,0.0,0.324,3.318,55.336,0.473,116.9,108.7,8.2,108.7,0.588,14.1,0.6,27.3
보령,2019-05-10,0.0,0.0,3.288,55.034,0.47100000000000003,116.9,108.7,8.2,108.7,0.531,14.6,0.9,26.4
보령,2019-05-11,0.0,0.02,3.519,54.732,0.46799999999999997,116.9,108.7,8.2,108.7,0.563,16.1,0.7,26.8
보령,2019-05-12,0.0,0.112,3.614,54.429,0.466,116.9,108.7,8.2,108.7,0.556,17.1,1.0,23.5
보령,2019-05-13,0.0,0.135,3.64,54.127,0.46299999999999997,116.9,108.7,8.2,108.7,0.6,17.1,1.1,17.9
보령,2019-05-14,0.0,0.14,3.647,53.824,0.46,116.9,108.7,8.2,108.7,0.6459999999999999,18.7,1.0,27.0
보령,2019-05-15,0.0,0.0,3.808,53.477,0.45799999999999996,116.9,108.7,8.2,108.7,0.629,18.9,0.7,22.0
보령,2019-05-16,0.0,0.0,3.777,53.13,0.455,116.9,108.7,8.2,108.7,0.653,20.7,1.2,24.9
보령,2019-05-17,0.0,0.231,3.745,52.827,0.452,116.9,108.7,8.2,108.7,0.658,20.7,0.9,12.6
보령,2019-05-18,10.8281,0.658,3.671,52.566,0.45,116.9,108.7,8.2,108.7,0.723,19.6,2.4,11.9
보령,2019-05-19,3.2731,0.567,3.581,52.306,0.44700000000000006,116.9,108.7,8.2,108.7,0.7640000000000001,21.3,1.4,12.3
보령,2019-05-20,2.8925,1.109,3.622,52.089,0.446,116.9,108.7,8.2,108.7,0.753,15.3,0.8,26.7
보령,2019-05-21,0.0,0.091,3.609,51.785,0.443,116.9,108.7,8.2,108.7,0.708,15.9,1.9,30.3
보령,2019-05-22,0.0,0.05,3.569,51.481,0.44,116.9,108.7,8.2,108.7,0.6900000000000001,17.2,3.0,29.9
보령,2019-05-23,0.0,0.128,3.647,51.177,0.438,116.9,108.7,8.2,108.7,0.7020000000000001,18.8,2.6,29.4
보령,2019-05-24,0.0,0.101,3.62,50.872,0.435,116.9,108.7,8.2,108.7,0.645,21.0,3.4,27.3
