,dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
0,군위,20210501,4.7634,1269043200.0,5934643200.0,22.675,46.6,77.3,12.1,3.9,2.8,40.1
1,군위,20210502,4.0,1269043200.0,5927178240.000001,22.621,46.5,68.0,13.6,3.2,9.2,40.1
2,군위,20210503,0.0,1269043200.0,5919713280.0,22.567,46.3,64.1,16.5,1.8,11.7,40.1
3,군위,20210504,10.9464,2814289920.0,5912248320.0,22.531,46.3,85.0,17.0,1.6,0.2,40.1
4,군위,20210505,3.0,1269043200.0,5912248320.0,22.478,46.2,53.6,18.5,4.1,12.2,40.1
5,군위,20210506,0.0,2806824960.0,5897318400.0,22.442,46.1,52.1,16.9,1.3,10.4,40.1
6,군위,20210507,4.2903,1254113280.0,5889853440.000001,22.388,46.0,43.5,18.1,2.4,5.8,40.1
7,군위,20210508,0.0,0.0,5889853440.000001,22.317,45.8,36.9,18.1,2.9,11.8,40.1
8,군위,20210509,0.0,1261578240.0,5882388480.0,22.263,45.7,30.3,19.0,3.9,13.0,40.1
9,군위,20210510,16.2365,2657525760.0,5733089280.0,22.228,45.6,66.5,13.8,1.3,0.5,40.1
10,군위,20210511,4.0,6001827840.000001,4464046080.0,22.245,45.7,69.4,15.1,3.1,0.3,40.1
11,군위,20210512,0.0,3747409920.0000005,3747409920.0000005,22.245,45.7,58.6,17.3,4.3,10.4,40.1
12,군위,20210513,0.0,2075258880.0,3613040640.0,22.228,45.6,53.1,20.4,2.2,12.8,40.1
13,군위,20210514,0.0,1246648320.0,5859993600.0,22.174,45.5,59.3,22.0,2.4,10.0,40.1
14,군위,20210515,8.8171,2806824960.0,5882388480.0,22.139,45.5,85.6,19.9,1.7,6.0,40.1
15,군위,20210516,21.8707,7352985600.0,10421084160.0,22.103,45.4,92.9,20.1,2.1,5.0,40.1
16,군위,20210517,9.2902,19625379840.0,10406154240.0,22.21,45.6,93.4,14.4,3.6,6.0,40.1
17,군위,20210518,1.0,24276049920.0,10413619200.0,22.37,45.9,81.0,17.7,1.3,5.1,40.1
18,군위,20210519,0.0,13504112640.0,10413619200.0,22.406,46.0,57.4,22.5,1.5,9.3,40.1
19,군위,20210520,21.5271,19677634560.0,10398689280.0,22.513,46.2,85.1,16.3,2.6,5.0,40.1
20,군위,20210521,3.7634,38392289280.0,10436014080.0,22.837,46.9,69.6,17.6,2.7,1.8,40.1
21,군위,20210522,0.0,22954752000.0,10465873920.0,22.982,47.2,57.6,21.0,2.8,12.8,40.1
22,군위,20210523,0.0,12011120640.0,10450944000.0,23.0,47.2,52.5,23.6,1.5,10.0,40.1
23,군위,20210524,0.0,10421084160.0,10421084160.0,23.0,47.2,49.8,22.3,2.4,5.4,40.1
24,군위,20210525,2.0,4157982720.0000005,10406154240.0,22.927,47.1,43.5,18.0,3.1,8.2,40.1
25,군위,20210526,0.0,2590341120.0,10391224320.0,22.837,46.9,44.3,18.0,1.3,1.8,40.1
26,군위,20210527,0.0,2642595840.0,10428549120.0,22.747,46.7,55.9,18.9,2.5,5.3,40.1
27,군위,20210528,12.2366,4210237440.0,10428549120.0,22.675,46.6,71.6,16.7,1.8,9.9,40.1
28,군위,20210529,0.0,4202772479.9999995,10413619200.0,22.603,46.4,49.4,20.4,2.8,11.1,40.1
29,군위,20210530,0.0,1097349120.0,10391224320.0,22.496,46.2,56.5,20.6,1.7,11.5,40.1
30,군위,20210531,5.0001,2642595840.0,10368829440.0,22.406,46.0,67.1,20.7,2.2,6.6,40.1
31,군위,20210701,0.0,74649600.0,10159810560.0,19.299,39.6,57.4,25.1,2.9,11.3,40.1
32,군위,20210702,0.0,67184640.0,10122485760.0,19.183,39.4,69.0,24.0,3.8,7.9,40.1
33,군위,20210703,24.6561,4374466560.0,10107555840.0,19.116,39.3,78.8,22.7,3.9,0.4,40.1
34,군위,20210704,7.9464,11540828160.0,10107555840.0,19.133,39.3,64.4,27.8,2.9,8.3,40.1
35,군위,20210705,33.0537,5800273920.0,10092625920.0,19.083,39.2,74.3,23.8,1.7,0.1,40.1
36,군위,20210706,23.5805,83898685440.0,10167275520.0,19.936,40.9,90.3,22.6,1.2,4.1,40.1
37,군위,20210707,51.4948,217558794240.0,10361364480.0,22.335,45.9,95.1,24.1,0.8,3.1,40.1
38,군위,20210708,44.2366,301203671040.0,10816727040.0,25.696,52.8,80.1,24.9,2.0,1.8,40.1
39,군위,20210709,21.7098,129629030400.0,11055605760.0,27.068,55.6,84.0,24.7,2.0,4.7,40.1
40,군위,20210710,29.8387,86907064320.0,11070535680.0,27.946,57.4,76.8,25.6,1.4,6.7,40.1
41,군위,20210711,3.3657,107017666559.99998,10921236480.0,29.058,59.7,74.5,25.7,1.6,8.4,40.1
42,군위,20210712,0.0,48074342400.0,10988421120.0,29.487,60.6,70.6,27.3,1.2,7.5,40.1
43,군위,20210713,0.0,19573125120.0,10712217600.0,29.59,60.8,64.8,28.7,1.1,8.2,40.1
44,군위,20210714,0.0,12317184000.0,10540523520.0,29.61,60.8,60.5,29.9,1.1,8.6,40.1
45,군위,20210715,1.5269,8748933120.0,10525593600.0,29.59,60.8,70.9,27.5,1.8,6.8,40.1
46,군위,20210716,0.0,3418951679.9999995,10510663680.0,29.508,60.6,67.9,27.1,2.6,9.9,40.1
47,군위,20210717,3.9999,5188147200.0,10503198720.0,29.446,60.5,65.5,26.7,2.8,6.8,40.1
48,군위,20210718,0.0,3418951679.9999995,10495733760.0,29.364,60.3,68.0,26.7,2.1,6.1,40.1
49,군위,20210719,0.0,933120000.0,9764167680.0,29.262,60.1,69.0,27.2,1.3,2.8,40.1
50,군위,20210720,0.0,1470597120.0,10294179840.0,29.16,59.9,61.5,28.8,2.0,9.6,40.1
51,군위,20210721,0.0,1403412480.0,10212065280.0,29.058,59.7,64.0,27.5,2.9,8.5,40.1
52,군위,20210722,0.0,1463132160.0000002,10256855040.0,28.956,59.5,62.4,28.0,3.2,8.9,40.1
53,군위,20210723,0.0,0.0,10376294400.0,28.834,59.2,65.9,27.8,2.6,8.0,40.1
54,군위,20210724,0.0,0.0,10376294400.0,28.712,59.0,64.5,28.1,3.0,7.0,40.1
55,군위,20210725,0.0,0.0,10458408960.0,28.591,58.7,68.4,28.0,2.4,7.3,40.1
56,군위,20210726,0.0,0.0,10324039680.0,28.469,58.5,58.9,28.5,2.6,12.5,40.1
57,군위,20210727,0.0,0.0,10406154240.0,28.348,58.2,62.0,28.1,2.6,10.6,40.1
58,군위,20210728,0.0,0.0,10324039680.0,28.227,58.0,62.8,28.2,2.3,11.3,40.1
59,군위,20210729,0.0,0.0,10256855040.0,28.106,57.7,58.4,29.5,1.5,8.7,40.1
60,군위,20210730,0.0,14929920.000000002,10436014080.0,27.986,57.5,53.5,30.6,1.3,9.9,40.1
61,군위,20210731,0.0,141834240.0,10540523520.0,27.865,57.2,62.9,29.9,1.5,7.5,40.1
62,군위,20210301,42.5269,7114106880.0,5576325120.0,22.281,45.8,99.8,8.9,3.0,3.0,40.1
63,군위,20210302,6.4732,28762490880.0,5591255040.0,22.549,46.3,88.9,2.6,1.7,0.3,40.1
64,군위,20210303,0.0,11794636800.0,5591255040.0,22.621,46.5,77.8,4.1,1.2,6.8,40.1
65,군위,20210304,0.0,7143966720.0,5591255040.0,22.639,46.5,90.4,5.9,0.9,0.1,40.1
66,군위,20210305,0.0,5591255040.0,5591255040.0,22.639,46.5,74.8,10.6,1.3,8.0,40.1
67,군위,20210306,0.0,5583790080.0,5583790080.0,22.639,46.5,82.3,6.2,4.0,1.4,40.1
68,군위,20210307,0.0,2470901760.0,5576325120.0,22.603,46.4,77.3,5.5,2.2,0.4,40.1
69,군위,20210308,0.0,2470901760.0,5568860160.0,22.567,46.3,77.5,6.3,2.7,10.2,40.1
70,군위,20210309,0.0,918190080.0000001,5561395200.0,22.513,46.2,64.8,9.0,2.0,6.0,40.1
71,군위,20210310,0.0,2455971840.0,5553930240.0,22.478,46.2,57.6,8.8,3.5,10.5,40.1
72,군위,20210311,0.0,2463436800.0,5553930240.0,22.442,46.1,63.6,10.0,1.1,7.7,40.1
73,군위,20210312,15.7634,3993753600.0,5539000320.0,22.424,46.1,93.4,9.0,1.2,3.0,40.1
74,군위,20210313,0.2366,5546465280.0,5546465280.0,22.424,46.1,77.1,9.8,1.5,10.0,40.1
75,군위,20210314,0.0,3986288640.0,5531535360.0,22.406,46.0,72.8,10.5,1.7,9.2,40.1
76,군위,20210315,0.0,5531535360.0,5531535360.0,22.406,46.0,68.5,12.5,1.6,8.9,40.1
77,군위,20210316,0.0,2433576960.0,5524070400.0,22.37,45.9,54.1,14.9,3.2,9.6,40.1
78,군위,20210317,0.0,2426112000.0,5509140480.0,22.335,45.9,61.9,10.5,2.6,10.5,40.1
79,군위,20210318,0.0,2418647040.0,5501675520.0,22.299,45.8,75.6,10.4,3.6,8.6,40.1
80,군위,20210319,0.0,873400319.9999999,5494210560.0,22.245,45.7,68.1,11.2,4.2,5.8,40.1
81,군위,20210320,4.0,4120657920.0000005,5658439680.0,22.228,45.6,92.1,9.9,2.3,4.0,40.1
82,군위,20210321,0.0,0.0,5770414080.0,22.156,45.5,61.5,8.8,5.3,8.6,40.1
83,군위,20210322,0.0,1157068800.0,5762949120.0,22.103,45.4,46.6,7.9,4.7,11.1,40.1
84,군위,20210323,0.0,2687385600.0,5755484159.999999,22.068,45.3,49.4,11.4,2.2,11.2,40.1
85,군위,20210324,0.0,1157068800.0,5755484159.999999,22.014,45.2,54.9,11.5,1.0,4.1,40.1
86,군위,20210325,0.0,1157068800.0,5748019200.0,21.961,45.1,54.0,14.1,1.6,11.3,40.1
87,군위,20210326,0.0,1149603840.0,5733089280.0,21.908,45.0,52.6,15.3,1.6,9.7,40.1
88,군위,20210327,12.9464,2672455680.0,5725624320.0,21.873,44.9,84.8,12.7,2.2,0.1,40.1
89,군위,20210328,5.0,16445306880.000002,5740554240.000001,21.997,45.2,72.9,15.8,3.1,8.2,40.1
90,군위,20210329,0.0,11876751360.0,5748019200.0,22.068,45.3,51.0,15.1,3.1,5.5,40.1
91,군위,20210330,0.0,7285800959.999999,5755484159.999999,22.085,45.4,39.5,14.6,2.6,9.5,40.1
92,군위,20210331,0.0,5755484159.999999,5755484159.999999,22.085,45.4,58.6,13.6,2.1,10.7,40.1
93,군위,20210601,0.0,1216788480.0,10473338880.0,22.299,45.8,57.6,22.8,2.1,11.1,40.1
94,군위,20210602,0.0,1216788480.0,10450944000.0,22.192,45.6,51.9,23.8,1.4,8.1,40.1
95,군위,20210603,21.2907,5807738880.0,10413619200.0,22.139,45.5,88.4,18.7,1.7,0.1,40.1
96,군위,20210604,4.2367,8853442560.0,10391224320.0,22.121,45.4,53.9,21.3,2.7,12.6,40.1
97,군위,20210605,0.0,7293265920.0,10361364480.0,22.085,45.4,51.8,23.1,2.1,12.4,40.1
98,군위,20210606,2.4732,4195307520.0000005,10324039680.0,22.014,45.2,62.1,23.9,1.3,10.0,40.1
99,군위,20210607,0.0,2642595840.0,10294179840.0,21.926,45.0,56.3,25.3,1.3,9.9,40.1
100,군위,20210608,0.0,1104814080.0,10264320000.0,21.82,44.8,54.0,25.4,1.8,11.7,40.1
101,군위,20210609,0.0,1089884160.0,10226995200.0,21.714,44.6,50.5,25.3,2.6,11.5,40.1
102,군위,20210610,0.0,1097349120.0,10212065280.0,21.609,44.4,57.1,24.2,2.6,4.4,40.1
103,군위,20210611,5.2366,2612736000.0,10197135360.0,21.521,44.19,84.8,22.1,1.4,0.3,40.1
104,군위,20210612,0.0,1119744000.0,10197135360.0,21.416,43.97,74.8,24.1,2.4,2.1,40.1
105,군위,20210613,0.0,1246648320.0,10301644800.0,21.311,43.76,69.0,25.4,2.2,9.3,40.1
106,군위,20210614,0.0,0.0,10241925120.0,21.189,43.5,69.4,23.9,2.9,2.9,40.1
107,군위,20210615,2.7634,1186928640.0,10197135360.0,21.085,43.3,76.0,21.4,2.9,26.0,40.1
108,군위,20210616,0.0,1179463680.0,10167275520.0,20.98,43.1,73.5,20.4,3.5,0.3,40.1
109,군위,20210617,0.0,1179463680.0,10152345600.0,20.877,42.9,70.6,20.0,2.5,1.0,40.1
110,군위,20210618,1.0,0.0,10249390080.0,20.756,42.6,73.6,22.3,1.3,0.4,40.1
111,군위,20210619,0.0,1351157760.0,10271784960.0,20.653,42.4,51.1,25.3,1.8,13.0,40.1
112,군위,20210620,0.0,0.0,10241925120.0,20.532,42.2,47.1,25.9,2.0,11.4,40.1
113,군위,20210621,0.0,0.0,10219530240.0,20.413,41.9,50.9,23.9,3.1,9.8,40.1
114,군위,20210622,3.6559,0.0,10197135360.0,20.293,41.7,67.3,20.7,3.4,5.4,40.1
115,군위,20210623,11.817,4262492160.0,10152345600.0,20.225,41.5,68.9,20.4,3.4,2.5,40.1
116,군위,20210624,0.0,89579520.0,10368829440.0,20.106,41.3,62.0,23.0,1.8,3.2,40.1
117,군위,20210625,0.0,59719680.00000001,10309109760.0,19.987,41.0,70.6,23.5,1.5,6.3,40.1
118,군위,20210626,0.7634,1485527039.9999998,10249390080.0,19.886,40.8,72.9,22.8,1.3,1.8,40.1
119,군위,20210627,0.0,0.0,10182205440.0,19.768,40.6,63.0,24.0,3.3,8.8,40.1
120,군위,20210628,0.0,0.0,10115020800.0,19.65,40.4,64.3,23.9,3.2,6.6,40.1
121,군위,20210629,0.0,0.0,10062766080.0,19.533,40.1,64.0,24.6,1.9,6.5,40.1
122,군위,20210630,0.0,74649600.0,10189670400.0,19.416,39.9,67.0,24.4,2.3,2.0,40.1
123,군위,20210201,4.2366,791285760.0,5568860160.0,23.839,49.0,90.3,7.1,1.4,2.2,40.1
124,군위,20210202,0.0,813680640.0,5583790080.0,23.7842,48.8,43.4,-0.4,5.1,9.9,40.1
125,군위,20210203,0.0,836075519.9999999,5598720000.0,23.7291,48.7,48.1,-1.0,2.4,9.9,40.1
126,군위,20210204,0.0,828610560.0,5591255040.0,23.674,48.6,51.4,1.4,3.1,9.9,40.1
127,군위,20210205,0.0,836075519.9999999,5591255040.0,23.619,48.5,54.5,1.5,1.1,4.9,40.1
128,군위,20210206,0.0,836075519.9999999,5583790080.0,23.564,48.4,62.0,5.2,1.1,9.4,40.1
129,군위,20210207,0.0,0.0,5561395200.0,23.491,48.2,62.4,6.6,2.2,8.6,40.1
130,군위,20210208,0.0,821145600.0,5553930240.0,23.436,48.1,42.5,0.4,4.6,10.1,40.1
131,군위,20210209,0.0,813680640.0,5546465280.0,23.381,48.0,42.0,1.6,3.5,10.2,40.1
132,군위,20210210,0.0,739031040.0,5464350720.0,23.327,47.9,56.1,3.9,1.9,9.2,40.1
133,군위,20210211,0.0,873400319.9999999,5591255040.0,23.272,47.8,65.0,5.8,1.2,6.5,40.1
134,군위,20210212,0.0,1045094400.0,5762949120.0,23.217,47.7,60.6,7.7,1.0,8.6,40.1
135,군위,20210213,0.0,1052559360.0,5762949120.0,23.163,47.6,55.6,8.6,1.0,9.9,40.1
136,군위,20210214,1.0,1067489280.0000001,5770414080.0,23.108,47.5,82.8,7.7,1.0,0.3,40.1
137,군위,20210215,1.0,0.0,5777879040.000001,23.036,47.3,67.4,5.9,4.4,7.2,40.1
138,군위,20210216,0.0,0.0,5777879040.000001,22.963,47.2,55.5,-0.1,4.1,6.7,40.1
139,군위,20210217,0.0,0.0,5329981440.0,22.891,47.0,47.5,-4.8,6.6,8.1,40.1
140,군위,20210218,0.0,1089884160.0,5770414080.0,22.837,46.9,58.8,-4.4,3.9,9.2,40.1
141,군위,20210219,0.0,1082419200.0,5755484159.999999,22.783,46.8,48.6,4.3,2.9,10.5,40.1
142,군위,20210220,0.0,1089884160.0,5755484159.999999,22.729,46.7,54.4,11.3,2.5,9.6,40.1
143,군위,20210221,0.0,1082419200.0,5748019200.0,22.675,46.6,54.0,14.3,2.3,10.2,40.1
144,군위,20210222,0.0,0.0,5740554240.000001,22.603,46.4,50.3,13.7,2.5,9.8,40.1
145,군위,20210223,0.0,1082419200.0,5733089280.0,22.549,46.3,33.5,5.9,3.2,10.0,40.1
146,군위,20210224,0.0,1082419200.0,5725624320.0,22.496,46.2,53.3,5.5,2.0,6.7,40.1
147,군위,20210225,0.0,1074954240.0,5718159359.999999,22.442,46.1,89.4,5.0,1.1,0.2,40.1
148,군위,20210226,0.0,0.0,5710694400.0,22.37,45.9,74.5,8.3,3.2,7.6,40.1
149,군위,20210227,0.0,1074954240.0,5703229440.000001,22.317,45.8,69.3,6.7,4.7,2.7,40.1
150,군위,20210228,1.0,1007769600.0,5628579840.0,22.263,45.7,84.4,7.4,1.1,1.9,40.1
151,군위,20210401,0.0,2687385600.0,5755484159.999999,22.05,45.3,63.1,13.5,5.2,7.3,40.1
152,군위,20210402,0.0,4225167360.0,5755484159.999999,22.032,45.2,69.0,14.7,4.5,6.0,40.1
153,군위,20210403,17.3439,4225167360.0,5755484159.999999,22.014,45.2,91.1,14.5,2.3,6.0,40.1
154,군위,20210404,23.2902,87787929600.0,5792808959.999999,22.963,47.2,86.6,9.7,3.7,5.0,40.1
155,군위,20210405,0.0,35533209600.0,5733089280.0,23.308,47.9,63.9,9.9,2.3,12.0,40.1
156,군위,20210406,0.0,16676720640.0,5643509760.0,23.436,48.1,57.0,13.2,2.3,8.9,40.1
157,군위,20210407,0.0,8801187840.0,5643509760.0,23.473,48.2,42.8,17.1,2.2,11.7,40.1
158,군위,20210408,0.0,8801187840.0,5643509760.0,23.509,48.3,54.1,14.6,2.0,11.5,40.1
159,군위,20210409,0.0,5643509760.0,5643509760.0,23.509,48.3,75.6,9.2,3.5,8.9,40.1
160,군위,20210410,0.0,4060938240.0,5643509760.0,23.491,48.2,63.8,10.6,2.3,11.7,40.1
161,군위,20210411,0.0,2478366720.0,5636044800.0,23.454,48.2,56.9,13.6,1.9,11.7,40.1
162,군위,20210412,10.9464,4046008320.0000005,5621114880.0,23.436,48.1,85.1,11.8,2.0,5.0,40.1
163,군위,20210413,0.7634,7196221440.000001,5621114880.0,23.454,48.2,70.3,15.1,3.5,7.9,40.1
164,군위,20210414,0.0,5613649920.0,5613649920.0,23.454,48.2,49.9,11.1,3.8,10.3,40.1
165,군위,20210415,0.0,5613649920.0,5613649920.0,23.454,48.2,52.6,11.9,1.5,11.0,40.1
166,군위,20210416,0.0,4038543360.0,5613649920.0,23.436,48.1,67.4,13.7,1.6,4.2,40.1
167,군위,20210417,0.0,2448506880.0,5606184960.0,23.4,48.1,52.6,13.5,3.5,8.5,40.1
168,군위,20210418,0.0,2448506880.0,5598720000.0,23.363,48.0,51.0,12.6,3.9,9.5,40.1
169,군위,20210419,0.0,2441041920.0,5591255040.0,23.327,47.9,43.0,16.6,3.5,12.5,40.1
170,군위,20210420,0.0,2441041920.0,5591255040.0,23.29,47.8,44.0,18.9,3.0,11.6,40.1
171,군위,20210421,0.0,865935360.0,5583790080.0,23.236,47.7,55.0,19.9,1.6,10.9,40.1
172,군위,20210422,0.0,858470400.0,5568860160.0,23.181,47.6,51.5,20.2,3.0,4.5,40.1
173,군위,20210423,0.0,858470400.0,5561395200.0,23.127,47.5,64.0,15.8,4.4,0.8,40.1
174,군위,20210424,0.0,2426112000.0,5561395200.0,23.09,47.4,62.9,16.7,3.3,8.1,40.1
175,군위,20210425,0.0,851005440.0,5546465280.0,23.036,47.3,63.3,14.4,4.3,11.9,40.1
176,군위,20210426,0.0,0.0,5539000320.0,22.963,47.2,63.1,13.6,2.3,12.1,40.1
177,군위,20210427,0.0,858470400.0,5546465280.0,22.909,47.0,58.5,15.8,1.5,6.5,40.1
178,군위,20210428,0.0,851005440.0,5531535360.0,22.855,46.9,56.5,18.1,1.9,8.1,40.1
179,군위,20210429,0.0,0.0,5524070400.0,22.783,46.8,52.6,18.3,2.5,8.3,40.1
180,군위,20210430,0.2366,851005440.0,5516605440.0,22.729,46.7,57.5,16.9,4.1,10.6,40.1
181,군위,20210101,0.7634,746496000.0,5688299520.0,25.6,52.57,66.4,-1.8,1.9,7.4,40.1
182,군위,20210102,0.0,701706240.0,5636044800.0,25.543,52.5,50.9,-0.9,3.1,8.7,40.1
183,군위,20210103,0.0,0.0,5628579840.0,25.467,52.3,42.5,-1.3,4.0,6.1,40.1
184,군위,20210104,0.0,2343997440.0,5628579840.0,25.429,52.2,51.8,-0.3,1.4,8.8,40.1
185,군위,20210105,0.0,0.0,5553930240.0,25.353,52.1,47.9,-1.1,3.2,5.2,40.1
186,군위,20210106,0.0,574801920.0,5486745600.0,25.296,51.9,47.6,-4.0,2.7,9.1,40.1
187,군위,20210107,0.0,679311360.0,5583790080.0,25.239,51.8,40.3,-8.7,5.3,9.2,40.1
188,군위,20210108,0.0,0.0,5613649920.0,25.164,51.7,41.3,-10.4,4.6,9.2,40.1
189,군위,20210109,0.0,709171200.0,5606184960.0,25.107,51.6,45.1,-8.0,4.2,9.1,40.1
190,군위,20210110,0.0,731566080.0000001,5621114880.0,25.051,51.4,51.4,-4.7,2.3,9.1,40.1
191,군위,20210111,0.0,731566080.0000001,5613649920.0,24.994,51.3,62.8,-4.2,1.2,1.6,40.1
192,군위,20210112,0.0,731566080.0000001,5613649920.0,24.938,51.2,60.0,-1.5,1.3,8.9,40.1
193,군위,20210113,0.0,0.0,5449420800.0,24.862,51.1,57.0,3.6,1.4,8.0,40.1
194,군위,20210114,0.0,2246952960.0,5494210560.0,24.825,51.0,51.1,4.4,1.2,8.8,40.1
195,군위,20210115,0.0,0.0,5486745600.0,24.75,50.8,55.6,8.3,2.0,4.6,40.1
196,군위,20210116,0.0,619591680.0,5479280640.0,24.694,50.7,47.8,1.7,3.9,8.3,40.1
197,군위,20210117,0.0,2246952960.0,5479280640.0,24.656,50.6,42.5,-2.8,3.4,8.9,40.1
198,군위,20210118,0.0,0.0,5471815680.0,24.581,50.5,60.0,-1.9,2.4,2.6,40.1
199,군위,20210119,0.0,2246952960.0,5471815680.0,24.544,50.4,43.0,-2.6,1.7,9.3,40.1
200,군위,20210120,0.0,619591680.0,5456885760.0,24.488,50.3,53.3,-0.8,0.9,9.2,40.1
201,군위,20210121,0.0,589731840.0,5419560960.0,24.432,50.2,71.8,4.5,0.7,5.6,40.1
202,군위,20210122,0.0,671846400.0,5501675520.0,24.376,50.1,94.0,8.2,1.0,2.9,40.1
203,군위,20210123,0.0,821145600.0,5643509760.0,24.32,49.9,86.3,9.3,3.3,2.7,40.1
204,군위,20210124,0.0,2433576960.0,5643509760.0,24.283,49.9,78.0,8.0,1.6,0.2,40.1
205,군위,20210125,0.0,0.0,5636044800.0,24.209,49.7,78.0,7.4,2.2,6.6,40.1
206,군위,20210126,6.4732,4031078400.0,5636044800.0,24.191,49.7,92.5,6.1,1.6,1.8,40.1
207,군위,20210127,0.0,828610560.0,5628579840.0,24.135,49.6,58.0,5.8,2.7,8.0,40.1
208,군위,20210128,0.0,0.0,5621114880.0,24.061,49.41,67.0,1.2,4.1,5.0,40.1
209,군위,20210129,0.0,798750719.9999999,5591255040.0,24.005,49.3,46.9,-4.4,5.6,9.9,40.1
210,군위,20210130,0.0,791285760.0,5576325120.0,23.95,49.2,55.6,0.9,2.1,6.7,40.1
211,군위,20210131,0.0,798750719.9999999,5576325120.0,23.895,49.1,62.5,4.5,1.2,9.0,40.1
212,군위,20201201,0.0,28771.2,131241.6,29.426,60.4,46.8,3.0,1.5,7.2,40.1
213,군위,20201202,0.0,0.0,130809.6,29.282,60.1,47.6,3.9,1.4,5.6,40.1
214,군위,20201203,0.0,8812.8,131328.0,29.16,59.9,40.8,4.6,3.3,6.9,40.1
215,군위,20201204,0.0,8899.199999999999,131241.6,29.038,59.6,41.8,2.7,2.9,7.4,40.1
216,군위,20201205,0.0,0.0,132624.0,28.895,59.3,58.9,3.5,2.1,6.5,40.1
217,군위,20201206,0.0,10454.4,132364.8,28.773,59.1,65.0,4.2,1.5,7.2,40.1
218,군위,20201207,0.0,0.0,131500.8,28.631,58.8,65.8,4.4,1.9,5.0,40.1
219,군위,20201208,0.0,29548.800000000003,130809.6,28.53,58.6,47.4,2.8,2.5,5.9,40.1
220,군위,20201209,0.0,0.0,130118.4,28.389,58.3,49.3,1.7,1.2,7.0,40.1
221,군위,20201210,0.0,7516.799999999999,128563.2,28.267,58.0,53.4,5.8,1.2,4.8,40.1
222,군위,20201211,0.0,5270.4,126144.0,28.147,57.8,63.3,6.7,1.2,4.8,40.1
223,군위,20201212,0.0,5443.2,126057.6,28.026,57.6,42.5,6.3,3.0,6.5,40.1
224,군위,20201213,0.0,0.0,125971.2,27.886,57.3,53.5,2.5,2.5,3.5,40.1
225,군위,20201214,0.7634,8899.199999999999,129081.6,27.765,57.0,32.6,-2.9,4.4,7.5,40.1
226,군위,20201215,0.0,11232.0,131241.6,27.645,56.8,36.0,-4.4,4.4,7.5,40.1
227,군위,20201216,0.0,11750.400000000001,131587.19999999998,27.525,56.5,41.2,-3.6,4.4,7.4,40.1
228,군위,20201217,0.0,0.0,132796.8,27.386,56.2,43.1,-1.9,3.1,7.3,40.1
229,군위,20201218,0.0,13305.6,132710.4,27.267,56.0,49.3,0.5,2.3,5.2,40.1
230,군위,20201219,0.0,0.0,132969.6,27.127,55.7,33.7,-1.3,3.6,7.4,40.1
231,군위,20201220,0.0,14169.6,132710.4,27.009,55.5,43.8,-0.3,2.7,6.4,40.1
232,군위,20201221,0.0,0.0,131932.8,26.872,55.2,56.1,0.6,1.8,5.3,40.1
233,군위,20201222,0.0,14169.6,131068.79999999999,26.755,54.9,65.1,1.7,1.7,6.4,40.1
234,군위,20201223,0.0,13824.0,130464.0,26.639,54.7,68.4,1.9,1.0,4.8,40.1
235,군위,20201224,0.0,0.0,131328.0,26.503,54.4,55.4,4.4,3.1,5.8,40.1
236,군위,20201225,0.0,16243.2,132364.8,26.387,54.2,49.5,1.6,3.6,7.0,40.1
237,군위,20201226,0.0,16329.6,132192.0,26.271,53.9,61.5,1.4,0.8,5.9,40.1
238,군위,20201227,0.0,16502.4,132105.6,26.156,53.7,78.1,2.3,1.0,3.3,40.1
239,군위,20201228,0.0,16588.8,131932.8,26.04,53.5,87.2,3.9,0.9,5.0,40.1
240,군위,20201229,1.2366,0.0,131328.0,25.906,53.2,81.3,3.3,2.2,5.1,40.1
241,군위,20201230,0.0,0.0,127872.0,25.772,52.9,51.2,-5.2,6.2,7.6,40.1
242,군위,20201231,0.0,17452.800000000003,132019.2,25.657,52.7,50.3,-5.2,3.8,7.2,40.1
243,군위,20200401,0.0,0.0,64972.8,26.931,55.3,50.1,13.9,2.5,4.3,40.1
244,군위,20200402,0.0,47088.0,66614.40000000001,26.911,55.3,39.4,12.6,2.0,11.4,40.1
245,군위,20200403,0.0,6998.400000000001,65491.2,26.853,55.1,40.4,13.5,2.2,11.4,40.1
246,군위,20200404,0.0,5616.0,64022.4,26.794,55.0,54.0,10.8,2.9,11.5,40.1
247,군위,20200405,0.0,25833.6,64800.0,26.755,54.9,40.8,9.3,2.0,12.0,40.1
248,군위,20200406,0.0,6480.0,64800.0,26.697,54.8,43.9,11.3,1.7,10.8,40.1
249,군위,20200407,0.0,0.0,66182.4,26.619,54.7,37.6,15.3,3.4,10.9,40.1
250,군위,20200408,0.0,25833.6,64627.2,26.581,54.6,45.0,12.2,3.9,12.2,40.1
251,군위,20200409,0.0,6566.4,64713.6,26.522,54.5,55.5,10.3,2.8,11.6,40.1
252,군위,20200410,0.0,7084.8,65145.6,26.464,54.3,60.8,11.0,2.1,1.5,40.1
253,군위,20200411,0.0,24537.6,63244.799999999996,26.426,54.3,69.3,10.6,1.5,1.9,40.1
254,군위,20200412,0.7634,6220.799999999999,64195.2,26.368,54.1,76.8,9.2,2.6,3.9,40.1
