,dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
6971,밀양,20220601,0.0,0.0,271641.60000000003,36.1148,49.07,40.4,23.5,1.5,10.8,69.8
6972,밀양,20220602,0.0,0.0,257299.2,35.8102,48.66,51.9,23.6,1.3,12.4,69.8
6973,밀양,20220603,0.0,0.0,254534.40000000002,35.5068,48.24,53.5,24.2,1.5,10.5,69.8
6974,밀양,20220604,0.0,0.0,250991.99999999997,35.2048,47.83,50.5,22.8,1.3,7.2,69.8
6975,밀양,20220605,37.8708,41472.0,287625.60000000003,34.9587,47.5,79.3,18.3,0.6,3.7,69.8
6976,밀양,20220606,14.7496,102384.0,293241.60000000003,34.7678,47.24,71.6,19.7,1.3,3.3,69.8
6977,밀양,20220607,2.6163,57024.0,299808.0,34.5251,46.91,67.6,17.8,0.9,1.7,69.8
6978,밀양,20220608,1.0,33091.2,247104.0,34.311,46.62,72.4,18.3,0.7,11.8,69.8
6979,밀양,20220609,0.0,18144.0,191548.80000000002,34.1377,46.38,62.8,20.5,0.9,21.4,69.8
6980,밀양,20220610,0.0,22636.8,268617.6,33.8917,46.05,62.6,21.6,0.8,7.5,69.8
6981,밀양,20220611,0.0,4492.8,320889.6,33.5754,45.62,61.3,22.0,1.2,5.7,69.8
6982,밀양,20220612,0.0,3110.3999999999996,317952.0,33.2605,45.19,59.5,22.0,1.1,7.5,69.8
6983,밀양,20220613,0.2505,10972.8,321667.2,32.9499,44.8,61.3,20.8,1.2,1.7,69.8
6984,밀양,20220614,24.1651,31968.0,305942.39999999997,32.6759,44.4,71.9,18.3,1.6,5.6,69.8
6985,밀양,20220615,2.6163,256176.0,308188.8,32.6238,44.33,74.0,20.7,1.0,3.9,69.8
6986,밀양,20220616,0.0,113702.40000000001,308534.4,32.429,44.06,61.6,24.0,1.2,10.8,69.8
6987,밀양,20220617,0.0,78019.2,311040.0,32.196,43.74,66.0,24.6,1.3,11.0,69.8
6988,밀양,20220618,0.0,49593.6,307411.2,31.9382,43.39,65.5,26.4,1.2,9.0,69.8
6989,밀양,20220619,0.0,25056.0,307411.2,31.6558,43.01,66.3,26.5,1.3,11.7,69.8
6990,밀양,20220620,0.0,15206.4,309052.8,31.362,42.61,65.5,26.9,1.3,11.3,69.8
6991,밀양,20220621,0.0,15033.599999999999,307411.2,31.0696,42.21,63.4,27.5,1.2,12.3,69.8
6992,밀양,20220622,0.0,18835.2,335059.2,30.7534,41.78,64.9,28.0,1.5,11.8,69.8
6993,밀양,20220623,0.0,17280.0,306720.0,30.464,41.39,75.9,25.6,2.3,0.8,69.8
6994,밀양,20220624,21.9026,66268.8,291772.8,30.2385,41.08,76.4,25.9,2.3,11.0,69.8
6995,밀양,20220625,0.0,68515.2,293155.19999999995,30.0139,40.78,72.3,26.1,1.9,13.8,69.8
6996,밀양,20220626,0.0,29894.399999999998,290822.4,29.7529,40.43,73.8,26.7,2.2,5.5,69.8
6997,밀양,20220627,126.5049,2437344.0,239241.6,31.9511,43.41,85.2,25.9,1.7,2.6,69.8
6998,밀양,20220628,11.5169,1419984.0,185328.0,33.1857,45.09,76.3,26.8,2.4,5.1,69.8
6999,밀양,20220629,41.8767,1783555.2,187833.6,34.7814,47.26,78.3,26.9,2.5,4.9,69.8
7000,밀양,20220630,2.8827,1785196.7999999998,187660.80000000002,36.379,49.43,73.1,27.8,1.6,14.4,69.8
7001,밀양,20220301,2.6342,2073.6,139881.6,43.2714,58.8,56.4,9.3,1.0,10.92,69.8
7002,밀양,20220302,0.0,22204.8,144460.8,43.1491,58.6,36.8,7.0,1.4,19.54,69.8
7003,밀양,20220303,0.0,1296.0,138672.0,43.0117,58.4,43.3,5.7,0.9,19.36,69.8
7004,밀양,20220304,0.0,1123.2,138240.0,42.8746,58.3,54.6,7.4,1.4,14.42,69.8
7005,밀양,20220305,0.0,3369.6,140227.2,42.7378,58.1,27.8,8.2,2.9,20.32,69.8
7006,밀양,20220306,0.0,6220.799999999999,142819.2,42.6012,57.9,22.5,3.9,1.6,20.63,69.8
7007,밀양,20220307,0.0,5443.2,141782.4,42.4648,57.7,41.0,4.7,0.8,16.5,69.8
7008,밀양,20220308,0.0,6307.2,142387.19999999998,42.3287,57.5,42.8,6.5,0.9,17.79,69.8
7009,밀양,20220309,0.0,2851.2000000000003,138758.4,42.1928,57.3,48.7,8.2,1.0,19.31,69.8
7010,밀양,20220310,0.0,2160.0,137808.0,42.0572,57.1,59.5,9.2,0.8,13.71,69.8
7011,밀양,20220311,0.0,2678.4,138067.2,41.9218,57.0,68.6,11.4,0.8,10.18,69.8
7012,밀양,20220312,0.0,6134.4,141264.0,41.7866,56.8,70.0,15.0,1.4,9.02,69.8
7013,밀양,20220313,17.7495,70070.40000000001,145065.6,41.7117,56.7,81.4,16.0,1.4,1.13,69.8
7014,밀양,20220314,0.6342,53049.6,142905.6,41.6218,56.6,87.4,11.5,0.9,3.68,69.8
7015,밀양,20220315,0.0,24537.6,144201.6,41.5021,56.4,61.8,10.8,0.9,19.51,69.8
7016,밀양,20220316,0.0,41299.2,145843.19999999998,41.3976,56.3,55.7,12.6,0.8,19.65,69.8
7017,밀양,20220317,6.2704,9158.4,143337.6,41.2634,56.1,69.4,10.1,1.5,3.83,69.8
7018,밀양,20220318,13.5269,97459.2,142128.0,41.2187,56.0,70.6,7.6,2.3,5.14,69.8
7019,밀양,20220319,6.2684,124588.79999999999,139449.6,41.2038,56.0,76.6,5.5,0.8,4.15,69.8
7020,밀양,20220320,0.0,98582.4,143251.19999999998,41.1592,55.9,67.3,6.5,0.8,8.88,69.8
7021,밀양,20220321,0.0,101692.8,146275.2,41.1145,55.9,52.8,8.4,0.9,18.14,69.8
7022,밀양,20220322,0.0,69033.6,143337.6,41.0402,55.8,48.6,9.4,1.3,20.27,69.8
7023,밀양,20220323,0.0,68083.2,142300.8,40.966,55.7,64.3,6.6,0.8,9.35,69.8
7024,밀양,20220324,0.0,54518.4,143510.4,40.877,55.5,56.9,9.0,0.8,20.12,69.8
7025,밀양,20220325,2.0,55987.200000000004,144892.80000000002,40.7881,55.4,64.5,12.8,1.6,14.69,69.8
7026,밀양,20220326,29.7117,544492.7999999999,143683.2,41.1889,56.0,73.0,15.8,2.5,10.58,69.8
7027,밀양,20220327,0.0,442368.0,144115.19999999998,41.4872,56.4,48.5,13.1,1.5,20.59,69.8
7028,밀양,20220328,0.0,250473.6,145756.80000000002,41.5919,56.5,39.9,9.3,1.1,17.36,69.8
7029,밀양,20220329,0.0,161740.80000000002,146793.6,41.6068,56.5,51.0,10.5,1.1,23.03,69.8
7030,밀양,20220330,0.0,127612.8,142560.0,41.5919,56.5,71.5,13.1,0.8,10.33,69.8
7031,밀양,20220331,0.0,115344.0,145238.4,41.5619,56.5,66.3,12.6,1.9,7.75,69.8
7032,밀양,20220501,0.0,268876.8,151891.2,39.9344,54.3,44.5,14.8,1.4,11.5,69.8
7033,밀양,20220502,4.2326,194227.2,150336.0,39.9783,54.3,57.0,12.9,1.2,7.9,69.8
7034,밀양,20220503,0.0,153100.8,153100.8,39.9783,54.3,64.9,13.5,1.3,9.4,69.8
7035,밀양,20220504,0.0,124675.20000000001,153964.8,39.9491,54.3,53.5,16.2,1.2,12.1,69.8
7036,밀양,20220505,0.0,90201.6,148694.4,39.8905,54.2,56.6,17.7,1.2,12.2,69.8
7037,밀양,20220506,0.0,64627.2,152323.19999999998,39.8028,54.1,59.9,19.7,1.1,12.1,69.8
7038,밀양,20220507,0.0,67305.6,154915.19999999998,39.7152,54.0,57.9,20.0,1.3,8.5,69.8
7039,밀양,20220508,0.0,45532.8,147571.19999999998,39.6132,53.8,47.3,17.5,1.3,8.5,69.8
7040,밀양,20220509,0.0,45705.600000000006,147657.6,39.5113,53.7,41.3,17.3,1.3,7.4,69.8
7041,밀양,20220510,0.0,20908.8,151718.4,39.3804,53.5,39.8,17.1,1.0,5.6,69.8
7042,밀양,20220511,0.0,34387.200000000004,150508.8,39.2643,53.4,50.0,20.3,1.0,18.1,69.8
7043,밀양,20220512,0.0,38534.4,154483.2,39.1484,53.19,61.5,20.8,1.2,1.2,69.8
7044,밀양,20220513,0.0,24883.199999999997,155088.0,39.0182,53.01,69.1,18.2,0.9,0.7,69.8
7045,밀양,20220514,0.7495,23068.800000000003,153014.4,38.8883,52.84,40.0,19.1,1.9,10.6,69.8
7046,밀양,20220515,0.0,16848.0,146534.4,38.7585,52.66,38.0,17.1,1.6,11.6,69.8
7047,밀양,20220516,0.0,18057.6,147571.19999999998,38.629,52.49,43.5,17.9,1.2,10.6,69.8
7048,밀양,20220517,0.0,19353.600000000002,148608.0,38.4998,52.31,43.4,19.1,1.0,10.0,69.8
7049,밀양,20220518,0.0,9849.6,153187.19999999998,38.3564,52.11,46.3,20.7,1.2,12.1,69.8
7050,밀양,20220519,0.0,25833.6,154569.6,38.2276,51.94,42.0,20.8,1.1,8.6,69.8
7051,밀양,20220520,0.0,12528.0,155347.2,38.0848,51.75,48.8,20.8,1.2,9.4,69.8
7052,밀양,20220521,0.0,7257.6,149817.6,37.9423,51.55,51.0,22.2,1.3,12.1,69.8
7053,밀양,20220522,0.0,8294.4,150508.8,37.8,51.36,43.1,24.5,1.5,12.4,69.8
7054,밀양,20220523,0.0,0.0,153964.8,37.6439,51.15,50.5,23.2,1.3,22.8,69.8
7055,밀양,20220524,0.0,24192.000000000004,151718.4,37.5164,50.97,48.0,24.6,1.2,11.7,69.8
7056,밀양,20220525,0.0,10972.8,152409.6,37.375,50.78,50.9,23.9,1.5,10.7,69.8
7057,밀양,20220526,0.0,0.0,150422.40000000002,37.2057,50.55,42.6,22.7,1.5,12.4,69.8
7058,밀양,20220527,0.0,10454.4,151286.4,37.0649,50.36,35.5,22.9,2.1,12.3,69.8
7059,밀양,20220528,0.0,9331.2,149817.6,36.9243,50.17,40.9,23.2,1.2,12.3,69.8
7060,밀양,20220529,0.0,7171.200000000001,147398.4,36.7841,49.98,39.1,23.5,1.0,12.5,69.8
7061,밀양,20220530,0.0,0.0,151286.4,36.6302,49.77,44.3,24.7,1.2,3.0,69.8
7062,밀양,20220531,0.0,0.0,191030.4,36.4208,49.48,33.6,23.7,1.9,12.3,69.8
7063,밀양,20220401,0.0,83980.8,143769.6,41.5021,56.4,49.4,9.8,1.4,8.8,69.8
7064,밀양,20220402,0.0,70761.59999999999,145497.6,41.4274,56.3,54.1,9.4,1.0,10.5,69.8
7065,밀양,20220403,0.0,55296.0,144806.4,41.3379,56.2,54.0,10.9,1.0,10.0,69.8
7066,밀양,20220404,0.0,57196.8,146620.80000000002,41.2485,56.0,55.1,12.1,1.0,11.4,69.8
7067,밀양,20220405,0.0,42422.4,146620.80000000002,41.1443,55.9,46.1,12.9,0.9,9.9,69.8
7068,밀양,20220406,0.0,43632.0,147657.6,41.0402,55.8,37.3,14.7,1.0,11.2,69.8
7069,밀양,20220407,0.2505,42163.2,146102.4,40.9363,55.6,44.8,14.0,1.4,8.3,69.8
7070,밀양,20220408,0.0,45014.4,148780.8,40.8326,55.5,43.8,14.3,1.2,11.6,69.8
7071,밀양,20220409,0.0,28166.4,146534.4,40.7141,55.3,53.9,15.9,1.4,11.6,69.8
7072,밀양,20220410,0.0,45187.200000000004,148608.0,40.6107,55.2,58.3,17.0,1.4,10.3,69.8
7073,밀양,20220411,0.0,31276.8,149299.2,40.4926,55.0,72.9,18.0,1.3,7.7,69.8
7074,밀양,20220412,0.0,32400.0,150249.6,40.3748,54.9,66.1,21.1,1.3,10.6,69.8
7075,밀양,20220413,0.0,30758.399999999998,148435.2,40.2571,54.7,71.9,14.1,1.7,6.4,69.8
7076,밀양,20220414,0.0,24364.8,141868.8,40.1396,54.5,62.9,11.9,2.6,1.1,69.8
7077,밀양,20220415,0.0,28512.0,145843.19999999998,40.0223,54.4,46.8,13.5,2.4,10.3,69.8
7078,밀양,20220416,0.0,15552.0,147312.0,39.8905,54.2,41.1,12.9,1.4,11.9,69.8
7079,밀양,20220417,0.0,27216.0,144115.19999999998,39.7736,54.0,40.4,14.3,1.1,11.8,69.8
7080,밀양,20220418,0.0,16675.2,148003.2,39.6423,53.9,30.3,16.8,1.0,7.7,69.8
7081,밀양,20220419,0.0,14774.400000000001,145843.19999999998,39.5113,53.7,34.9,16.3,1.2,9.5,69.8
7082,밀양,20220420,0.0,15379.199999999999,146188.8,39.3804,53.5,34.6,16.6,1.4,11.9,69.8
7083,밀양,20220421,2.6163,30844.8,146966.4,39.2643,53.4,69.5,12.5,0.6,1.0,69.8
7084,밀양,20220422,0.3837,17193.600000000002,147571.19999999998,39.1339,53.2,66.4,17.0,1.5,9.8,69.8
7085,밀양,20220423,0.0,29894.399999999998,145584.0,39.0182,53.0,62.9,17.9,1.2,5.3,69.8
7086,밀양,20220424,0.0,15379.199999999999,145324.8,38.8883,52.8,54.6,21.2,1.0,11.4,69.8
7087,밀양,20220425,0.3837,20044.8,149731.2,38.7585,52.7,57.5,21.4,1.0,6.6,69.8
7088,밀양,20220426,47.0795,533865.6,144028.80000000002,39.1484,53.2,91.4,18.7,0.6,1.6,69.8
7089,밀양,20220427,0.0,335923.2,147484.80000000002,39.3369,53.5,61.5,17.6,1.1,9.4,69.8
7090,밀양,20220428,0.0,205113.6,147052.8,39.3949,53.5,54.0,17.0,1.3,8.3,69.8
7091,밀양,20220429,22.3857,336441.60000000003,147312.0,39.584,53.8,66.6,12.0,1.9,1.2,69.8
7092,밀양,20220430,0.0,382838.4,149472.0,39.8174,54.1,59.1,14.4,0.9,0.9,69.8
7093,밀양,20211101,0.0,33177.6,142128.0,57.605,78.3,70.0,12.9,0.5,12.57,69.8
7094,밀양,20211102,0.0,11491.2,138499.2,57.478,78.1,71.1,11.1,0.7,8.5,69.8
7095,밀양,20211103,0.0,10540.8,137376.0,57.351,77.9,70.5,11.4,0.7,8.9,69.8
7096,밀양,20211104,0.0,31363.2,139881.6,57.242,77.8,68.6,11.0,0.6,9.1,69.8
7097,밀양,20211105,0.0,14515.2,141004.8,57.116,77.6,67.8,11.8,0.6,7.2,69.8
7098,밀양,20211106,0.0,28512.0,136771.19999999998,57.008,77.5,76.8,8.9,1.0,6.3,69.8
7099,밀양,20211107,0.0,7084.8,133228.80000000002,56.881,77.3,67.3,14.6,0.9,5.7,69.8
7100,밀양,20211108,29.5964,118540.8,136512.0,56.863,77.3,79.3,10.7,1.4,0.4,69.8
7101,밀양,20211109,0.0,98495.99999999999,134524.8,56.827,77.2,66.1,8.4,1.5,3.9,69.8
7102,밀양,20211110,0.2505,48038.4,137980.8,56.737,77.1,64.9,8.7,1.5,2.7,69.8
7103,밀양,20211111,0.0,49679.99999999999,139536.0,56.648,77.0,68.5,8.2,1.1,5.4,69.8
7104,밀양,20211112,0.0,432.0,144028.80000000002,56.504,76.8,68.8,6.0,1.2,5.0,69.8
7105,밀양,20211113,0.0,67219.2,138931.2,56.432,76.7,74.6,6.3,0.5,8.4,69.8
7106,밀양,20211114,0.0,31449.6,138931.2,56.325,76.5,78.6,7.9,0.5,8.0,69.8
7107,밀양,20211115,0.0,15379.199999999999,140572.8,56.2,76.4,72.5,8.8,0.5,7.6,69.8
7108,밀양,20211116,0.0,31363.2,138499.2,56.092,76.2,62.9,9.0,0.6,8.3,69.8
7109,밀양,20211117,0.0,32918.4,139968.0,55.985,76.1,66.1,7.9,0.5,8.3,69.8
7110,밀양,20211118,0.0,0.0,139968.0,55.843,75.9,67.8,8.9,0.5,8.3,69.8
7111,밀양,20211119,0.0,32140.8,138931.2,55.736,75.7,71.9,9.6,0.5,8.2,69.8
7112,밀양,20211120,0.0,13046.4,137462.4,55.612,75.6,78.3,9.8,0.6,8.2,69.8
7113,밀양,20211121,0.0,30153.6,136598.4,55.505,75.4,79.0,11.7,0.6,3.1,69.8
7114,밀양,20211122,0.0,14774.400000000001,138844.8,55.3812,75.2,52.3,8.7,2.4,3.5,69.8
7115,밀양,20211123,0.0,14342.400000000001,138240.0,55.2573,75.1,59.6,3.8,1.4,5.7,69.8
7116,밀양,20211124,0.0,35337.6,141350.4,55.1513,74.9,55.4,7.8,1.3,7.2,69.8
7117,밀양,20211125,0.0,16329.6,139881.6,55.0277,74.8,59.8,7.8,1.2,7.2,69.8
7118,밀양,20211126,0.0,15897.6,139276.80000000002,54.9043,74.6,53.5,5.6,1.0,7.9,69.8
7119,밀양,20211127,0.0,0.0,139449.6,54.764,74.4,52.6,5.0,0.6,8.0,69.8
7120,밀양,20211128,0.0,0.0,138585.6,54.623,74.2,62.0,4.4,0.6,7.1,69.8
7121,밀양,20211129,0.0,18316.8,141177.59999999998,54.5,74.1,63.5,6.3,0.6,7.6,69.8
7122,밀양,20211130,31.7515,173404.80000000002,138326.4,54.535,74.1,77.1,7.6,1.4,0.7,69.8
7123,밀양,20220101,0.0,20736.0,139190.4,51.3318,69.7,33.4,-1.3,0.5,11.8,69.8
7124,밀양,20220102,0.0,2160.0,137289.6,51.1967,69.6,51.9,-0.5,0.8,10.0,69.8
7125,밀양,20220103,0.0,22118.4,140227.2,51.0786,69.4,49.0,-0.4,0.7,7.6,69.8
7126,밀양,20220104,0.0,20131.2,138067.2,50.9607,69.2,47.4,0.3,0.6,6.9,69.8
7127,밀양,20220105,0.0,3888.0,138412.80000000002,50.8262,69.1,51.3,1.7,0.3,0.5,69.8
7128,밀양,20220106,0.0,25574.399999999998,143164.8,50.7086,68.9,50.0,3.2,1.1,7.6,69.8
7129,밀양,20220107,0.0,2419.2000000000003,136598.4,50.5745,68.7,52.3,-0.3,0.5,7.6,69.8
7130,밀양,20220108,0.0,21340.8,138499.2,50.4573,68.6,50.4,0.1,0.5,7.6,69.8
7131,밀양,20220109,0.0,2073.6,135820.80000000002,50.3235,68.4,64.0,1.7,0.4,7.1,69.8
7132,밀양,20220110,0.0,20563.2,137376.0,50.2067,68.2,67.9,2.6,0.5,6.4,69.8
7133,밀양,20220111,0.0,1900.8,135216.0,50.0733,68.0,38.3,0.7,2.4,5.7,69.8
7134,밀양,20220112,0.0,1987.2,135129.6,49.9402,67.9,32.0,-1.6,1.3,7.7,69.8
7135,밀양,20220113,0.0,6652.8,139536.0,49.8073,67.7,34.4,-1.8,2.4,11.6,69.8
7136,밀양,20220114,0.0,0.0,140572.8,49.658,67.5,36.6,-2.5,1.1,7.9,69.8
7137,밀양,20220115,0.0,8467.2,140918.4,49.5255,67.3,41.3,0.2,0.5,6.9,69.8
7138,밀양,20220116,0.0,9590.4,141868.8,49.3933,67.1,48.5,1.0,1.2,7.6,69.8
7139,밀양,20220117,0.0,7516.799999999999,139536.0,49.2612,66.9,43.9,-0.2,1.3,7.4,69.8
7140,밀양,20220118,0.0,10022.4,141868.8,49.1294,66.8,26.3,-1.9,1.4,8.1,69.8
7141,밀양,20220119,0.0,0.0,141955.2,48.9813,66.6,44.5,-0.7,0.8,0.0,69.8
7142,밀양,20220120,0.0,11664.0,143078.4,48.8499,66.4,41.5,-0.8,1.2,0.0,69.8
7143,밀양,20220121,0.0,0.0,144028.80000000002,48.7024,66.2,54.4,-1.2,0.5,5.2,69.8
7144,밀양,20220122,0.0,11491.2,142473.6,48.5714,66.0,59.8,2.3,0.5,5.7,69.8
7145,밀양,20220123,0.0,10886.4,141609.6,48.4407,65.8,60.6,6.9,0.7,3.1,69.8
7146,밀양,20220124,0.0,0.0,140227.2,48.2938,65.6,59.3,5.3,1.9,0.5,69.8
7147,밀양,20220125,0.0,11059.2,141350.4,48.1636,65.4,62.5,4.7,0.5,0.1,69.8
7148,밀양,20220126,0.0,13478.4,143596.8,48.0335,65.3,54.0,3.6,0.8,8.3,69.8
7149,밀양,20220127,0.0,12441.599999999999,142300.8,47.9036,65.1,44.4,3.0,0.7,8.5,69.8
7150,밀양,20220128,0.0,0.0,144028.80000000002,47.7577,64.9,31.6,2.1,1.1,7.7,69.8
7151,밀양,20220129,0.0,0.0,142214.4,47.6121,64.7,21.6,2.5,1.5,7.4,69.8
7152,밀양,20220130,0.0,13651.2,142819.2,47.4829,64.5,24.4,1.5,1.0,8.0,69.8
7153,밀양,20220131,0.0,1209.6000000000001,146361.6,47.3378,64.3,34.3,0.1,0.8,8.9,69.8
7154,밀양,20211201,0.0,157766.4,140227.2,54.553,74.1,38.8,3.6,3.0,7.6,69.8
7155,밀양,20211202,0.0,141436.8,141436.8,54.553,74.1,63.8,1.3,0.7,7.6,69.8
7156,밀양,20211203,0.0,55468.8,143164.8,54.465,74.0,60.6,4.3,1.2,3.1,69.8
7157,밀양,20211204,0.0,85017.6,137548.80000000002,54.412,73.9,55.6,3.4,1.0,7.1,69.8
7158,밀양,20211205,0.0,34300.8,139363.2,54.3074,73.8,76.1,3.5,0.5,5.8,69.8
7159,밀양,20211206,0.0,54691.2,142128.0,54.22,73.7,81.8,5.4,0.5,3.9,69.8
7160,밀양,20211207,0.0,70243.2,140140.80000000002,54.1501,73.6,68.8,7.9,1.0,7.5,69.8
7161,밀양,20211208,0.0,35942.4,140659.19999999998,54.0453,73.4,70.0,6.7,0.7,7.6,69.8
7162,밀양,20211209,0.0,53136.0,140313.6,53.958,73.3,75.4,7.0,0.6,5.7,69.8
7163,밀양,20211210,0.0,35942.4,140486.4,53.854,73.2,82.0,7.3,0.4,1.7,69.8
7164,밀양,20211211,0.0,36720.0,141091.2,53.749,73.0,76.0,7.5,0.5,7.3,69.8
7165,밀양,20211212,0.0,0.0,138758.4,53.61,72.8,56.0,6.8,1.9,5.8,69.8
7166,밀양,20211213,0.0,34992.0,139104.0,53.506,72.7,35.8,0.8,1.1,7.9,69.8
7167,밀양,20211214,0.0,45187.200000000004,131846.4,53.42,72.6,59.8,0.9,0.7,7.9,69.8
7168,밀양,20211215,0.0,12614.4,133747.2,53.298,72.4,75.4,3.8,0.5,7.8,69.8
7169,밀양,20211216,2.8847,60998.399999999994,130118.4,53.229,72.3,91.5,5.4,0.4,0.4,69.8
7170,밀양,20211217,0.3837,0.0,133315.19999999998,53.091,72.1,43.6,1.6,2.8,7.8,69.8
7171,밀양,20211218,0.0,30931.199999999997,134438.4,52.988,72.0,37.3,-2.8,1.2,7.9,69.8
7172,밀양,20211219,0.0,29203.2,132537.6,52.884,71.9,54.5,0.2,1.1,7.9,69.8
7173,밀양,20211220,0.0,33609.6,136857.6,52.781,71.7,65.5,2.3,0.6,7.3,69.8
7174,밀양,20211221,0.0,30758.399999999998,133833.6,52.6779,71.6,75.6,4.0,0.4,7.8,69.8
7175,밀양,20211222,0.0,0.0,141868.8,52.5235,71.36,57.3,3.9,0.4,7.9,69.8
7176,밀양,20211223,0.0,47692.8,150508.8,52.4207,71.2,55.5,2.7,0.5,7.8,69.8
7177,밀양,20211224,0.0,0.0,134784.0,52.2838,71.04,60.4,3.9,0.6,2.5,69.8
7178,밀양,20211225,0.0,30153.6,132624.0,52.1813,70.9,28.1,-2.6,3.1,7.9,69.8
7179,밀양,20211226,0.0,15984.0,135388.8,52.0619,70.7,27.5,-5.2,2.3,7.9,69.8
7180,밀양,20211227,0.0,15465.599999999999,134697.6,51.9426,70.6,41.5,-2.1,1.6,7.9,69.8
7181,밀양,20211228,0.0,17366.4,136512.0,51.8235,70.4,66.1,0.1,0.5,7.4,69.8
7182,밀양,20211229,0.0,17020.8,135993.6,51.7046,70.3,61.6,2.8,1.1,4.8,69.8
7183,밀양,20211230,0.0,15811.199999999999,134611.2,51.5858,70.1,38.6,2.5,2.9,7.5,69.8
7184,밀양,20211231,0.0,1382.4,136944.0,51.4503,69.9,,-2.9,2.8,12.0,69.8
7185,밀양,20220201,0.0,0.0,140400.0,47.1929,64.1,45.3,0.6,1.9,11.2,69.8
7186,밀양,20220202,0.0,9763.2,138326.4,47.0644,64.0,48.1,-0.1,1.1,8.6,69.8
7187,밀양,20220203,0.0,0.0,143164.8,46.92,63.8,34.6,1.1,1.5,13.94,69.8
7188,밀양,20220204,0.0,0.0,142732.8,46.7759,63.6,31.9,0.8,2.3,14.66,69.8
7189,밀양,20220205,0.0,11836.800000000001,139708.8,46.648,63.4,34.7,-1.3,2.1,15.27,69.8
7190,밀양,20220206,0.0,0.0,142387.19999999998,46.5044,63.2,36.5,-0.7,2.2,13.73,69.8
7191,밀양,20220207,0.0,950.4,144288.0,46.3611,63.0,33.9,0.4,0.9,11.4,69.8
7192,밀양,20220208,0.0,345.6,143424.0,46.218,62.8,35.4,1.9,1.2,13.69,69.8
7193,밀양,20220209,0.0,3715.2,146534.4,46.0751,62.6,45.2,2.6,0.5,13.68,69.8
7194,밀양,20220210,0.0,19094.4,145843.19999999998,45.9483,62.4,38.0,5.1,1.0,14.52,69.8
7195,밀양,20220211,0.0,4924.8,147312.0,45.806,62.2,40.8,2.9,0.6,15.67,69.8
7196,밀양,20220212,0.0,6739.2,148867.2,45.6639,62.0,43.7,5.4,0.8,15.01,69.8
7197,밀양,20220213,0.0,6825.6,148694.4,45.522,61.9,59.4,6.9,1.2,7.19,69.8
7198,밀양,20220214,0.0,7430.4,149040.0,45.3804,61.7,54.3,7.7,1.1,8.58,69.8
7199,밀양,20220215,0.0,8208.0,149558.4,45.2391,61.5,36.6,2.7,2.4,15.22,69.8
7200,밀양,20220216,0.0,7689.599999999999,148780.8,45.098,61.3,34.3,-2.3,2.1,16.45,69.8
7201,밀양,20220217,0.0,4924.8,145756.80000000002,44.9572,61.1,29.7,-3.4,1.3,16.93,69.8
7202,밀양,20220218,0.0,4924.8,145497.6,44.8166,60.9,39.4,-0.2,0.5,16.07,69.8
7203,밀양,20220219,0.0,4579.2,144892.80000000002,44.6762,60.7,41.0,3.9,1.2,9.97,69.8
7204,밀양,20220220,0.0,5788.8,145843.19999999998,44.5362,60.5,26.4,-0.8,3.0,17.93,69.8
7205,밀양,20220221,0.0,9936.0,149731.2,44.3963,60.3,35.5,0.5,1.8,17.07,69.8
7206,밀양,20220222,0.0,7084.8,146707.19999999998,44.2567,60.1,27.1,0.8,2.3,17.45,69.8
7207,밀양,20220223,0.0,0.0,144633.6,44.1019,59.9,26.5,-0.6,1.9,16.41,69.8
7208,밀양,20220224,0.0,8899.199999999999,147916.8,43.9629,59.7,26.5,0.9,1.7,19.03,69.8
7209,밀양,20220225,0.0,7862.4,146707.19999999998,43.8241,59.5,36.3,3.4,1.1,17.71,69.8
7210,밀양,20220226,0.0,7344.000000000001,145929.6,43.6855,59.4,49.1,5.4,1.4,15.73,69.8
7211,밀양,20220227,0.0,11059.2,149385.6,43.5472,59.2,26.4,6.9,2.0,19.19,69.8
7212,밀양,20220228,0.0,9590.4,147657.6,43.4092,59.0,36.3,6.1,1.1,13.29,69.8
7213,밀양,20211001,0.0,239068.8,165628.80000000002,58.663,79.7,77.2,21.3,0.6,18.56,69.8
7214,밀양,20211002,0.0,158371.19999999998,139968.0,58.682,79.7,75.5,21.7,0.7,18.82,69.8
7215,밀양,20211003,0.0,100569.59999999999,137289.6,58.645,79.7,74.9,21.3,0.7,18.39,69.8
7216,밀양,20211004,0.0,103420.8,140140.80000000002,58.608,79.6,78.7,22.4,1.0,12.24,69.8
7217,밀양,20211005,0.0,48988.799999999996,140659.19999999998,58.517,79.5,77.9,23.4,0.7,15.87,69.8
7218,밀양,20211006,0.0,45878.4,137462.4,58.425,79.4,75.7,23.0,1.0,11.37,69.8
7219,밀양,20211007,0.0,30067.199999999997,139881.6,58.315,79.2,72.0,23.0,0.8,15.44,69.8
7220,밀양,20211008,3.1551,62985.6,136166.4,58.242,79.1,82.5,22.1,0.8,5.35,69.8
7221,밀양,20211009,0.2505,45964.8,137289.6,58.151,79.0,77.9,23.3,0.6,12.91,69.8
7222,밀양,20211010,0.0,27129.6,136598.4,58.041,78.9,77.5,23.8,1.0,15.14,69.8
