dam_nm,obsr_de,rain_qy_mms,inflow_qy_mms,tot_dcwtr_qy_mms,rsvwt_qy_mms,dam_rsvwt_rt_mms,avg_hmd_mms,avg_tmr_mms,avg_wv_mms,snsn_sum_mms,valid_rsvwt_cpcty_qy_mms
횡성,20201215,0,3.54E-09,2.50E-08,0.025010365,0.703741153,0.628440367,0.041742287,0.536842105,0.012130045,0.02949865
횡성,20201216,0,3.79E-09,2.54E-08,0.02495078,0.701718908,0.631192661,0.036297641,0.531578947,0.016278027,0.02949865
횡성,20201217,0,0,2.54E-08,0.024871748,0.699696663,0.652293578,0.052631579,0.526315789,0.015672646,0.02949865
횡성,20201218,0,4.11E-09,2.58E-08,0.024812576,0.697674419,0.611926606,0.11615245,0.536842105,0.014125561,0.02949865
횡성,20201219,0,3.71E-09,2.51E-08,0.024753405,0.695652174,0.644954128,0.07168784,0.526315789,0.015022422,0.02949865
횡성,20201220,0,3.83E-09,2.53E-08,0.024694234,0.694641052,0.652293578,0.07168784,0.515789474,0.015044843,0.02949865
횡성,20201221,0,4.25E-09,2.59E-08,0.024635477,0.692618807,0.729357798,0.086206897,0.510526316,0.014753363,0.02949865
횡성,20201222,0,4.07E-09,2.56E-08,0.024576719,0.691607685,0.822018349,0.112522686,0.494736842,0.013856502,0.02949865
횡성,20201223,0,2.06E-10,2.59E-08,0.024497687,0.688574317,0.857798165,0.138838475,0.494736842,0.01044843,0.02949865
횡성,20201224,0,3.97E-09,2.56E-08,0.024438102,0.687563195,0.7,0.153357532,0.542105263,0.015874439,0.02949865
횡성,20201225,0,7.99E-09,2.58E-08,0.024398792,0.686552073,0.611926606,0.11615245,0.536842105,0.014641256,0.02949865
횡성,20201226,0,3.96E-09,2.56E-08,0.024339207,0.684529828,0.705504587,0.133393829,0.5,0.012623318,0.02949865
횡성,20201227,0,4.11E-09,2.58E-08,0.02428045,0.682507583,0.769724771,0.157894737,0.5,0.013049327,0.02949865
횡성,20201228,0,4.21E-09,2.59E-08,0.024221279,0.681496461,0.796330275,0.174228675,0.5,0.015246637,0.02949865
횡성,20201229,0.003243876,4.19E-09,2.59E-08,0.024162107,0.679474216,0.858715596,0.139745917,0.521052632,0.008587444,0.02949865
횡성,20201230,0,4.00E-09,2.55E-08,0.02410335,0.677451972,0.508256881,0.061705989,0.615789474,0.01603139,0.02949865
횡성,20201231,0,1.67E-09,2.80E-08,0.024025145,0.675429727,0.613761468,0.049001815,0.536842105,0.015986547,0.02949865
군위,20210101,0.002281322,6.15E-05,0.00076097,0.010591637,0.531547017,0.691743119,0.128856624,0.573684211,0.016591928,0.011805836
군위,20210102,0,5.78E-05,0.000753979,0.010568051,0.530839232,0.549541284,0.137023593,0.636842105,0.019506726,0.011805836
군위,20210103,0,0,0.00075298,0.010536604,0.528816987,0.472477064,0.133393829,0.684210526,0.01367713,0.011805836
군위,20210104,0,0.000193139,0.00075298,0.01052088,0.527805865,0.557798165,0.14246824,0.547368421,0.019730942,0.011805836
군위,20210105,0,0,0.000742994,0.010489432,0.526794742,0.522018349,0.135208711,0.642105263,0.011659193,0.011805836
군위,20210106,0,4.74E-05,0.000734006,0.010465847,0.524772497,0.519266055,0.108892922,0.615789474,0.020403587,0.011805836
군위,20210107,0,5.60E-05,0.000746989,0.010442261,0.523761375,0.452293578,0.066243194,0.752631579,0.020627803,0.011805836
군위,20210108,0,0,0.000750983,0.010411227,0.522750253,0.46146789,0.050816697,0.715789474,0.020627803,0.011805836
군위,20210109,0,5.84E-05,0.000749985,0.010387641,0.52173913,0.496330275,0.072595281,0.694736842,0.020403587,0.011805836
군위,20210110,0,6.03E-05,0.000751982,0.010364469,0.519716886,0.55412844,0.102540835,0.594736842,0.020403587,0.011805836
군위,20210111,0,6.03E-05,0.000750983,0.010340884,0.518705763,0.658715596,0.10707804,0.536842105,0.003587444,0.011805836
군위,20210112,0,6.03E-05,0.000750983,0.010317712,0.517694641,0.633027523,0.131578947,0.542105263,0.019955157,0.011805836
군위,20210113,0,0,0.000729013,0.010286264,0.516683519,0.605504587,0.177858439,0.547368421,0.01793722,0.011805836
군위,20210114,0,0.000185143,0.000735005,0.010270954,0.515672396,0.551376147,0.185117967,0.536842105,0.019730942,0.011805836
군위,20210115,0,0,0.000734006,0.01023992,0.513650152,0.59266055,0.220508167,0.578947368,0.010313901,0.011805836
군위,20210116,0,5.11E-05,0.000733008,0.010216748,0.512639029,0.521100917,0.16061706,0.678947368,0.018609865,0.011805836
군위,20210117,0,0.000185143,0.000733008,0.010201025,0.511627907,0.472477064,0.119782214,0.652631579,0.019955157,0.011805836
군위,20210118,0,0,0.000732009,0.010169991,0.510616785,0.633027523,0.127949183,0.6,0.005829596,0.011805836
군위,20210119,0,0.000185143,0.000732009,0.010154681,0.509605662,0.47706422,0.121597096,0.563157895,0.020852018,0.011805836
군위,20210120,0,5.11E-05,0.000730012,0.010131509,0.50859454,0.571559633,0.137931034,0.521052632,0.020627803,0.011805836
군위,20210121,0,4.86E-05,0.000725018,0.010108337,0.507583418,0.741284404,0.186025408,0.510526316,0.012556054,0.011805836
군위,20210122,0,5.54E-05,0.000736003,0.010085165,0.506572295,0.944954128,0.219600726,0.526315789,0.006502242,0.011805836
군위,20210123,0,6.77E-05,0.000754978,0.010061993,0.504550051,0.874311927,0.229582577,0.647368421,0.006053812,0.011805836
군위,20210124,0,0.00020052,0.000754978,0.010046683,0.504550051,0.798165138,0.217785844,0.557894737,0.00044843,0.011805836
군위,20210125,0,0,0.000753979,0.010016063,0.502527806,0.798165138,0.212341198,0.589473684,0.014798206,0.011805836
군위,20210126,0.019344322,0.000332149,0.000753979,0.010008615,0.502527806,0.931192661,0.200544465,0.557894737,0.004035874,0.011805836
군위,20210127,0,6.83E-05,0.00075298,0.009985443,0.501516684,0.614678899,0.197822142,0.615789474,0.01793722,0.011805836
군위,20210128,0,0,0.000751982,0.009954823,0.499595551,0.697247706,0.156079855,0.689473684,0.011210762,0.011805836
군위,20210129,0,6.58E-05,0.000747987,0.009931651,0.498483316,0.512844037,0.105263158,0.768421053,0.022197309,0.011805836
군위,20210130,0,6.52E-05,0.00074599,0.009908893,0.497472194,0.59266055,0.153357532,0.584210526,0.015022422,0.011805836
군위,20210131,0,6.58E-05,0.00074599,0.009886135,0.496461072,0.655963303,0.186025408,0.536842105,0.020179372,0.011805836
김천부항,20210101,0,0.000248497,0.001738646,0.013626331,0.613751264,0.791743119,0.105263158,0.615789474,0.002017937,0.013134125
김천부항,20210102,0,0.000114407,0.001740643,0.01357047,0.610717897,0.563302752,0.109800363,0.7,0.019730942,0.013134125
김천부항,20210103,0,0.000254648,0.001743639,0.013522885,0.608695652,0.541284404,0.105263158,0.694736842,0.013004484,0.013134125
김천부항,20210104,0,0.000116252,0.001738646,0.013467438,0.605662285,0.641284404,0.111615245,0.584210526,0.016816143,0.013134125
김천부항,20210105,0,0.000107641,0.001721669,0.013411991,0.60364004,0.569724771,0.11615245,0.673684211,0.015470852,0.013134125
김천부항,20210106,0,0.000246652,0.001723666,0.01336482,0.601617796,0.623853211,0.08076225,0.647368421,0.020179372,0.013134125
김천부항,20210107,0.002532345,0.000116867,0.001730657,0.013309372,0.598584429,0.482568807,0.030852995,0.768421053,0.018834081,0.013134125
김천부항,20210108,0,0.000123018,0.001737647,0.013254339,0.596562184,0.508256881,0.019056261,0.731578947,0.019955157,0.013134125
김천부항,20210109,0,7.32E-05,0.001653761,0.013199306,0.594539939,0.544954128,0.039019964,0.726315789,0.017040359,0.013134125
김천부항,20210110,0,0.000138396,0.00175762,0.013144686,0.591506572,0.555045872,0.069872958,0.663157895,0.01793722,0.013134125
김천부항,20210111,0,0.000274946,0.00175762,0.013097515,0.589484328,0.706422018,0.072595281,0.542105263,0.002242152,0.013134125
김천부항,20210112,0,1.05E-05,0.001761615,0.013035033,0.586450961,0.688990826,0.11615245,0.584210526,0.009865471,0.013134125
김천부항,20210113,0,0.000147622,0.001763612,0.012980828,0.584428716,0.668807339,0.167876588,0.615789474,0.01793722,0.013134125
김천부항,20210114,0,0.000285403,0.001766608,0.01293407,0.582406471,0.463302752,0.173321234,0.578947368,0.019955157,0.013134125
김천부항,20210115,0,0.000155003,0.001769604,0.012879864,0.579373104,0.611009174,0.192377495,0.615789474,0.007623318,0.013134125
김천부항,20210116,0,0.000290938,0.001771601,0.012833107,0.577350859,0.583486239,0.126134301,0.763157895,0.016816143,0.013134125
김천부항,20210117,0,0.000143316,0.001745636,0.012778901,0.575328615,0.555045872,0.101633394,0.726315789,0.029147982,0.013134125
김천부항,20210118,0,0,0.001718673,0.012717247,0.572295248,0.716513761,0.110707804,0.621052632,0.000896861,0.013134125
김천부항,20210119,0,0.000265104,0.001721669,0.012670903,0.570273003,0.533027523,0.088021779,0.594736842,0.019955157,0.013134125
김천부항,20210120,0,0.00026818,0.001724665,0.012624973,0.568250758,0.513761468,0.115245009,0.515789474,0.020627803,0.013134125
김천부항,20210121,0.010621865,0.000123633,0.001701696,0.012571181,0.566228514,0.675229358,0.172413793,0.510526316,0.007623318,0.013134125
김천부항,20210122,0.006805118,0.000255263,0.0016987,0.012525251,0.564206269,0.897247706,0.196914701,0.510526316,0.003587444,0.013134125
김천부항,20210123,0.002550574,0.000258338,0.001701696,0.012479321,0.562184024,0.778899083,0.211433757,0.631578947,0.004484305,0.013134125
김천부항,20210124,0,0.000260799,0.001703693,0.012433391,0.559150657,0.71559633,0.192377495,0.589473684,0.017488789,0.013134125
김천부항,20210125,0,0.000261414,0.001702695,0.012387461,0.557128413,0.721100917,0.190562613,0.594736842,0.01793722,0.013134125
김천부항,20210126,0.012391279,0.000266335,0.001707688,0.012341945,0.555106168,0.843119266,0.181488203,0.605263158,0.004484305,0.013134125
김천부항,20210127,0,0.00026941,0.001710684,0.012296428,0.553083923,0.539449541,0.165154265,0.668421053,0.016591928,0.013134125
김천부항,20210128,0.006805118,0.000141471,0.001712681,0.012243464,0.551061678,0.626605505,0.120689655,0.694736842,0.007623318,0.013134125
김천부항,20210129,0.001266173,0.000146392,0.001717674,0.0121905,0.549039434,0.510091743,0.076225045,0.757894737,0.020403587,0.013134125
김천부항,20210130,0,0.000280482,0.001721669,0.012144983,0.547017189,0.578899083,0.130671506,0.642105263,0.010313901,0.013134125
김천부항,20210131,0,0.000154388,0.001724665,0.012092019,0.543983822,0.542201835,0.156987296,0.536842105,0.019058296,0.013134125
남강,20210101,0.000169441,0.008211473,0.010212173,0.066345349,0.524772497,0.681651376,0.127949183,0.536842105,0.017040359,0.149735405
남강,20210102,0,0.006288697,0.010210175,0.066345349,0.524772497,0.600917431,0.141560799,0.536842105,0.018834081,0.149735405
남강,20210103,0,0.00621181,0.010085344,0.066345349,0.524772497,0.457798165,0.146098004,0.531578947,0.014573991,0.149735405
남강,20210104,0.000384006,0.006353897,0.010316032,0.066345349,0.524772497,0.637614679,0.131578947,0.494736842,0.019058296,0.149735405
남강,20210105,0,0.00630838,0.010242132,0.066345349,0.524772497,0.558715596,0.141560799,0.536842105,0.008295964,0.149735405
남강,20210106,0,0.006233954,0.010121296,0.066345349,0.524772497,0.52293578,0.124319419,0.531578947,0.019282511,0.149735405
남강,20210107,8.52E-05,0.006331753,0.010280081,0.066345349,0.524772497,0.464220183,0.082577132,0.615789474,0.01793722,0.149735405
남강,20210108,0,0.004467411,0.010372955,0.066233628,0.523761375,0.52293578,0.06261343,0.526315789,0.018834081,0.149735405
남강,20210109,0,0.006416636,0.010417894,0.066233628,0.523761375,0.567889908,0.081669691,0.526315789,0.019058296,0.149735405
남강,20210110,0.00012342,0.006482451,0.010524749,0.066233628,0.523761375,0.695412844,0.094373866,0.505263158,0.015695067,0.149735405
남강,20210111,0,0.006691582,0.01086429,0.066233628,0.523761375,0.716513761,0.115245009,0.494736842,0.003587444,0.149735405
남강,20210112,0,0.004783568,0.010884263,0.066121906,0.522750253,0.693577982,0.127949183,0.515789474,0.019506726,0.149735405
남강,20210113,0.000507425,0.006682971,0.010850309,0.066121906,0.522750253,0.700917431,0.176043557,0.542105263,0.018609865,0.149735405
남강,20210114,0,0.006762318,0.010979134,0.066121906,0.522750253,0.723853211,0.175136116,0.5,0.019506726,0.149735405
남강,20210115,0,0.004762039,0.010847313,0.066010184,0.52173913,0.768807339,0.213248639,0.536842105,0.00896861,0.149735405
남강,20210116,0,0.00842245,0.010558704,0.066121906,0.522750253,0.528440367,0.166969147,0.542105263,0.019730942,0.149735405
남강,20210117,0,0.004503701,0.010427881,0.066010184,0.52173913,0.432110092,0.130671506,0.568421053,0.019730942,0.149735405
남강,20210118,0.003578275,0.004506161,0.010428879,0.065898876,0.520728008,0.633944954,0.137931034,0.573684211,0.006950673,0.149735405
남강,20210119,0.001007977,0.006391417,0.01037695,0.065898876,0.520728008,0.486238532,0.127949183,0.515789474,0.019730942,0.149735405
남강,20210120,0,0.004472946,0.010372955,0.065787568,0.519716886,0.669724771,0.141560799,0.5,0.019955157,0.149735405
남강,20210121,0.010335878,0.006406179,0.010400917,0.065787568,0.519716886,0.796330275,0.192377495,0.505263158,0.011210762,0.149735405
남강,20210122,0.009616577,0.006299769,0.010228151,0.065787568,0.519716886,0.97706422,0.208711434,0.5,0.006726457,0.149735405
남강,20210123,0.005344103,0.006296078,0.010222159,0.065787568,0.519716886,0.888990826,0.225952813,0.515789474,0.004484305,0.149735405
남강,20210124,0.000247736,0.008225005,0.010243131,0.065898876,0.520728008,0.728440367,0.217785844,0.547368421,0.006278027,0.149735405
남강,20210125,0,0.008284669,0.010338002,0.066010184,0.52173913,0.777981651,0.202359347,0.526315789,0.020179372,0.149735405
남강,20210126,0.030525311,0.008159806,0.010132281,0.066121906,0.522750253,0.949541284,0.18784029,0.505263158,0.004484305,0.149735405
남강,20210127,0.000239966,0.008274828,0.010317031,0.066233628,0.523761375,0.646788991,0.182395644,0.521052632,0.019955157,0.149735405
남강,20210128,0.000859157,0.010266495,0.010425883,0.066457071,0.524772497,0.61559633,0.157894737,0.594736842,0.016367713,0.149735405
남강,20210129,0.000246839,0.006360048,0.010326019,0.066457071,0.524772497,0.444036697,0.124319419,0.584210526,0.020627803,0.149735405
남강,20210130,0,0.008295126,0.010342996,0.066568793,0.52578362,0.719266055,0.14246824,0.542105263,0.01367713,0.149735405
남강,20210131,0.003461131,0.006257327,0.010159244,0.066568793,0.52578362,0.766972477,0.173321234,0.5,0.019282511,0.149735405
대청,20210101,0.001330124,0.006468304,0.029996385,0.381212868,0.62487361,0.848623853,0.09800363,0.494736842,0.005156951,0.410239517
대청,20210102,0.000447658,0.010592493,0.030182133,0.380748188,0.62487361,0.674311927,0.105263158,0.526315789,0.019058296,0.410239517
대청,20210103,0.00016436,0.00661162,0.030193119,0.380051375,0.622851365,0.548623853,0.108892922,0.526315789,0.013004484,0.410239517
대청,20210104,0.000362191,0.006772774,0.030433793,0.379355804,0.621840243,0.629357798,0.119782214,0.510526316,0.014573991,0.410239517
대청,20210105,0.000486507,0.010730274,0.030367882,0.378892366,0.621840243,0.567889908,0.114337568,0.563157895,0.01793722,0.410239517
대청,20210106,0.000837043,0.0069124,0.030624534,0.378197622,0.619817998,0.603669725,0.094373866,0.536842105,0.019506726,0.410239517
대청,20210107,0.001842928,0.00671188,0.030278004,0.377503705,0.618806876,0.550458716,0.038112523,0.615789474,0.016143498,0.410239517
대청,20210108,0,0.010856367,0.030534656,0.377041922,0.618806876,0.518348624,0.025408348,0.552631579,0.019282511,0.410239517
대청,20210109,0,0.007611759,0.031703074,0.376349247,0.616784631,0.597247706,0.040834846,0.542105263,0.01793722,0.410239517
대청,20210110,0,0.007208259,0.031026989,0.3756574,0.615773509,0.601834862,0.07168784,0.510526316,0.019282511,0.410239517
대청,20210111,0,0.007342964,0.031223723,0.37496638,0.614762386,0.669724771,0.087114338,0.505263158,0.00896861,0.410239517
대청,20210112,0.00027493,0.007403858,0.031301618,0.374276188,0.613852376,0.743119266,0.122504537,0.531578947,0.014125561,0.410239517
대청,20210113,0.001119743,0.011539734,0.031577244,0.373816473,0.612740142,0.785321101,0.172413793,0.521052632,0.017488789,0.410239517
대청,20210114,0,0.013023335,0.033976995,0.373357173,0.612740142,0.599082569,0.172413793,0.515789474,0.019730942,0.410239517
대청,20210115,0,0.013065777,0.034035915,0.372897872,0.611729019,0.69266055,0.190562613,0.547368421,0.000224215,0.410239517
대청,20210116,0,0.005251037,0.034142771,0.371980926,0.609706775,0.610091743,0.127041742,0.6,0.017713004,0.410239517
대청,20210117,0,0.0090929,0.03395103,0.37129392,0.608695652,0.566972477,0.111615245,0.557894737,0.017713004,0.410239517
대청,20210118,0.00356423,0.009007402,0.033791247,0.370607742,0.60768453,0.697247706,0.12522686,0.563157895,0.003811659,0.410239517
대청,20210119,0.000328721,0.011606164,0.031609201,0.370150758,0.606673407,0.453211009,0.097096189,0.531578947,0.020403587,0.410239517
대청,20210120,0.00016436,0.011502829,0.03143244,0.36969394,0.606673407,0.491743119,0.136116152,0.526315789,0.020403587,0.410239517
대청,20210121,0.015458543,0.010560508,0.029892526,0.369237536,0.605561173,0.663302752,0.186025408,0.510526316,0.007847534,0.410239517
대청,20210122,0.006361046,0.013035637,0.027534718,0.369009541,0.605662285,0.90733945,0.204174229,0.531578947,0.00896861,0.410239517
대청,20210123,0.000368466,0.007216255,0.030811282,0.368325969,0.60364004,0.753211009,0.217785844,0.6,0.002914798,0.410239517
대청,20210124,0,0.011403799,0.03123371,0.367870807,0.60364004,0.65412844,0.211433757,0.536842105,0.020403587,0.410239517
대청,20210125,0,0.015019308,0.030740378,0.367643225,0.602932255,0.632110092,0.218693285,0.531578947,0.017713004,0.410239517
대청,20210126,0.014224645,0.007286376,0.030883184,0.366961309,0.601617796,0.816513761,0.196914701,0.526315789,0.011210762,0.410239517
대청,20210127,0,0.011451161,0.031281645,0.366506974,0.601617796,0.504587156,0.175136116,0.557894737,0.019730942,0.410239517
대청,20210128,0.002472578,0.007585925,0.031333574,0.365825885,0.6,0.586238532,0.128856624,0.610526316,0.006726457,0.410239517
대청,20210129,0,0.007328202,0.030893171,0.365146037,0.598887765,0.500917431,0.085299456,0.589473684,0.020179372,0.410239517
대청,20210130,0.000334698,0.00738356,0.030962077,0.364466603,0.597573306,0.595412844,0.146098004,0.536842105,0.01367713,0.410239517
대청,20210131,0,0.011331218,0.031034979,0.364014337,0.596562184,0.587155963,0.181488203,0.510526316,0.020179372,0.410239517
밀양,20210101,0,0.000377051,0.001594841,0.021435683,0.711830131,0.688990826,0.119782214,0.494736842,0.0132287,0.027585914
밀양,20210102,0,0,0.001618808,0.021365339,0.709807887,0.566972477,0.132486388,0.526315789,0.015470852,0.027585914
밀양,20210103,0,2.15E-05,0.00160283,0.021309065,0.707785642,0.417431193,0.139745917,0.547368421,0.012780269,0.027585914
밀양,20210104,0,2.15E-05,0.001599834,0.021253204,0.705763397,0.594495413,0.137931034,0.484210526,0.017040359,0.027585914
밀양,20210105,0,0,0.001621804,0.021190309,0.703741153,0.513761468,0.137931034,0.526315789,0.005156951,0.027585914
밀양,20210106,0,0.000290323,0.001641777,0.021148103,0.701718908,0.518348624,0.108892922,0.510526316,0.017040359,0.027585914
밀양,20210107,0,0,0.001623801,0.021078587,0.699696663,0.367889908,0.081669691,0.626315789,0.017040359,0.027585914
밀양,20210108,0,3.81E-05,0.001616811,0.021022726,0.697674419,0.431192661,0.064428312,0.536842105,0.017040359,0.027585914
밀양,20210109,0,0,0.001631791,0.020960244,0.695652174,0.487155963,0.078039927,0.531578947,0.017264574,0.027585914
밀양,20210110,0,0.000172226,0.001635785,0.020911832,0.694641052,0.611009174,0.091651543,0.510526316,0.017264574,0.027585914
밀양,20210111,0,7.69E-05,0.001672735,0.020856385,0.692618807,0.663302752,0.108892922,0.489473684,0.00426009,0.027585914
밀양,20210112,0,0,0.001677728,0.020794317,0.690596562,0.651376147,0.117059891,0.489473684,0.015695067,0.027585914
밀양,20210113,0,9.78E-05,0.001700697,0.02073887,0.688574317,0.659633028,0.156987296,0.510526316,0.016591928,0.027585914
밀양,20210114,0,0,0.001725663,0.020670182,0.686552073,0.627522936,0.172413793,0.489473684,0.017713004,0.027585914
밀양,20210115,0,0.00023435,0.001725663,0.020622183,0.684529828,0.633027523,0.215063521,0.515789474,0.010313901,0.027585914
밀양,20210116,0,0,0.001670738,0.020553494,0.682507583,0.439449541,0.17876588,0.552631579,0.017713004,0.027585914
밀양,20210117,0,9.47E-05,0.001685718,0.020498461,0.680485339,0.394495413,0.122504537,0.584210526,0.017713004,0.027585914
밀양,20210118,0,0,0.001656757,0.020436807,0.678463094,0.568807339,0.128856624,0.542105263,0.006053812,0.027585914
밀양,20210119,0,0.000192524,0.001647769,0.020389222,0.676440849,0.475229358,0.119782214,0.5,0.018161435,0.027585914
밀양,20210120,0,0,0.001645772,0.020327568,0.675429727,0.586238532,0.138838475,0.494736842,0.018161435,0.027585914
밀양,20210121,0,0.000178992,0.001621804,0.020279983,0.673407482,0.773394495,0.180580762,0.484210526,0.011883408,0.027585914
밀양,20210122,0.006725328,7.32E-05,0.001637782,0.020225777,0.671385238,0.929357798,0.217785844,0.489473684,0.00044843,0.027585914
밀양,20210123,0.013617109,7.20E-05,0.001633788,0.020171572,0.669362993,0.718348624,0.240471869,0.536842105,0.00573991,0.027585914
밀양,20210124,0,0.000164845,0.001592843,0.020123986,0.668351871,0.655963303,0.22323049,0.552631579,0.000896861,0.027585914
밀양,20210125,0,8.12E-05,0.001643774,0.020069781,0.666329626,0.658715596,0.217785844,0.5,0.019058296,0.027585914
밀양,20210126,0.033222614,7.63E-05,0.001633788,0.020015575,0.664307381,0.902752294,0.193284936,0.489473684,0.004125561,0.027585914
밀양,20210127,0,0.00030324,0.001622803,0.019975438,0.663296259,0.573394495,0.189655172,0.515789474,0.01838565,0.027585914
밀양,20210128,0,9.72E-05,0.001663747,0.019921232,0.661274014,0.560550459,0.163339383,0.594736842,0.014349776,0.027585914
밀양,20210129,0,0,0.001643774,0.01986082,0.659251769,0.371559633,0.11615245,0.615789474,0.019506726,0.027585914
밀양,20210130,0,6.27E-05,0.00160283,0.019807028,0.657229525,0.628440367,0.144283122,0.515789474,0.017488789,0.027585914
밀양,20210131,0,9.41E-05,0.001650765,0.019753649,0.656218402,0.632110092,0.176043557,0.510526316,0.019730942,0.027585914
보령,20210101,0.003827804,0.000474851,0.003199668,0.027093356,0.566228514,0.911926606,0.119782214,0.505263158,0.000896861,0.048254096
보령,20210102,0.000988254,0.000186373,0.003215646,0.026989082,0.564206269,0.709174312,0.115245009,0.547368421,0.018834081,0.048254096
보령,20210103,0,0.000464394,0.003181692,0.026902187,0.562184024,0.656880734,0.115245009,0.531578947,0.008744395,0.048254096
보령,20210104,0,0.000214667,0.003261584,0.026797914,0.56016178,0.681651376,0.138838475,0.552631579,0.00896861,0.048254096
보령,20210105,0,0.000504375,0.003246604,0.026711019,0.558139535,0.652293578,0.123411978,0.6,0.016591928,0.048254096
보령,20210106,0.004000831,0.000262644,0.003340477,0.026606745,0.55611729,0.698165138,0.106170599,0.573684211,0.016591928,0.048254096
보령,20210107,0.004472097,0.000532054,0.003292542,0.02651985,0.554095046,0.691743119,0.049909256,0.657894737,0.010538117,0.048254096
보령,20210108,0,0.000327844,0.003447332,0.026415577,0.552072801,0.706422018,0.02722323,0.568421053,0.019506726,0.048254096
보령,20210109,0,6.70E-05,0.003510247,0.02629351,0.550050556,0.629357798,0.051724138,0.552631579,0.019506726,0.048254096
보령,20210110,0.000988254,0.000419493,0.003598128,0.026189237,0.547017189,0.629357798,0.08892922,0.542105263,0.018609865,0.048254096
보령,20210111,0,8.12E-05,0.003536212,0.02606717,0.544994944,0.66146789,0.09800363,0.515789474,0.01,0.048254096
보령,20210112,0.004000831,0.000453323,0.00365605,0.025962897,0.5429727,0.806422018,0.133393829,0.557894737,0.012107623,0.048254096
보령,20210113,0.002149535,0.000453938,0.003658047,0.025858209,0.540950455,0.821100917,0.176950998,0.573684211,0.017713004,0.048254096
보령,20210114,0,0.000455168,0.003662042,0.025753522,0.537917088,0.600917431,0.17876588,0.531578947,0.019058296,0.048254096
보령,20210115,0,0.000550507,0.003817831,0.025648834,0.535894843,0.789908257,0.213248639,0.647368421,0.000224215,0.048254096
보령,20210116,0,0.000215897,0.003764902,0.025526768,0.533872599,0.643119266,0.127949183,0.578947368,0.00896861,0.048254096
보령,20210117,0.004816058,0.000452707,0.003664039,0.025421667,0.531850354,0.698165138,0.121597096,0.552631579,0.015695067,0.048254096
보령,20210118,0.009610302,0.00033338,0.003472299,0.025316979,0.528816987,0.7,0.143375681,0.573684211,0.009865471,0.048254096
보령,20210119,0,0.000432409,0.003635078,0.025211878,0.526794742,0.511926606,0.100725953,0.552631579,0.019282511,0.048254096
보령,20210120,0,0.000351832,0.003506253,0.025106777,0.524772497,0.52293578,0.16061706,0.557894737,0.019282511,0.048254096
보령,20210121,0.038806983,0.000711046,0.003602123,0.025019055,0.522750253,0.755045872,0.213248639,0.547368421,0.001569507,0.048254096
보령,20210122,0.005138205,0.000917717,0.00344933,0.024949125,0.52173913,0.922018349,0.212341198,0.547368421,0.007399103,0.048254096
보령,20210123,0,0.000324768,0.003468304,0.02484361,0.519716886,0.759633028,0.227767695,0.573684211,0.000896861,0.048254096
보령,20210124,0,0.000763329,0.003201665,0.024773681,0.517694641,0.660550459,0.219600726,0.563157895,0.019506726,0.048254096
보령,20210125,0,0.000278021,0.0033974,0.024668166,0.515672396,0.71559633,0.206896552,0.531578947,0.015919283,0.048254096
보령,20210126,0.008126874,0.000420723,0.003139749,0.02458003,0.513650152,0.857798165,0.194192377,0.526315789,0.00573991,0.048254096
보령,20210127,0,0.000504375,0.003277562,0.024491894,0.511627907,0.551376147,0.16969147,0.568421053,0.017488789,0.048254096
보령,20210128,0.008966009,0.000182067,0.003248601,0.024386379,0.509605662,0.67706422,0.136116152,0.568421053,0.008071749,0.048254096
보령,20210129,0,0.00050499,0.003282555,0.024298242,0.507583418,0.627522936,0.100725953,0.578947368,0.019058296,0.048254096
보령,20210130,0,0.00016669,0.003228628,0.024192314,0.505561173,0.695412844,0.16969147,0.568421053,0.010762332,0.048254096
보령,20210131,0,0.000162384,0.003224634,0.024086385,0.503538928,0.582568807,0.209618875,0.615789474,0.010986547,0.048254096
보현산,20210101,0,9.23E-05,0.000467367,0.00453971,0.501516684,0.72293578,0.120689655,0.563157895,0.008520179,0
보현산,20210102,0.000859157,2.77E-05,0.000467367,0.004524566,0.500505561,0.564220183,0.127949183,0.615789474,0.015695067,0
보현산,20210103,0,0,0.000466369,0.004505739,0.498483316,0.470642202,0.128856624,0.626315789,0.0132287,0
보현산,20210104,0,2.83E-05,0.000466369,0.004490718,0.496461072,0.606422018,0.12522686,0.536842105,0.015919283,0
보현산,20210105,0,0,0.000458379,0.004471974,0.494438827,0.544954128,0.129764065,0.621052632,0.011659193,0
보현산,20210106,0,8.92E-05,0.000458379,0.004460719,0.493427705,0.537614679,0.099818512,0.605263158,0.016367713,0
보현산,20210107,0,0,0.000458379,0.004442057,0.49140546,0.430275229,0.064428312,0.715789474,0.016367713,0
보현산,20210108,0,0,0.000459378,0.004423478,0.489383215,0.436697248,0.051724138,0.663157895,0.016367713,0
보현산,20210109,0,2.46E-05,0.000454385,0.004408624,0.487360971,0.498165138,0.068965517,0.663157895,0.015022422,0
보현산,20210110,0,8.86E-05,0.000454385,0.004397493,0.486349848,0.555045872,0.093466425,0.578947368,0.016143498,0
보현산,20210111,0,0,0.000456382,0.004375314,0.483316481,0.660550459,0.096188748,0.531578947,0.004035874,0
보현산,20210112,0,9.10E-05,0.000456382,0.004364266,0.482305359,0.646788991,0.111615245,0.536842105,0.014349776,0
보현산,20210113,0,2.77E-05,0.000456382,0.004349535,0.481294237,0.633944954,0.156079855,0.542105263,0.015470852,0
