dam_nm,obsr_de,rain_qy_mms,inflow_qy_mms,tot_dcwtr_qy_mms,rsvwt_qy_mms,dam_rsvwt_rt_mms,avg_hmd_mms,avg_tmr_mms,avg_wv_mms,snsn_sum_mms,valid_rsvwt_cpcty_qy_mms
충주,20190101,0,2.52E-07,1.21E-06,0.888710226,0.789686552,0.630275229,0.10707804,0.563157895,0.013004484,0.941023952
횡성,20190101,0,2.66E-09,1.87E-08,0.029768471,0.837209302,0.655963303,0.074410163,0.526315789,0.014349776,0.02949865
소양강,20190101,0,6.45E-08,1.73E-07,0.771598507,0.650151668,0.65412844,0.08076225,0.547368421,0.012107623,1
안동,20190101,0,7.99E-09,1.96E-07,0.38479624,0.753286148,0.595412844,0.109800363,0.589473684,0.013901345,0.521815825
임하,20190101,0,0,9.89E-08,0.154850504,0.635995956,0.595412844,0.109800363,0.589473684,0.013901345,0.215777953
성덕,20190101,0,0,7.86E-09,0.008522716,0.746208291,0.612844037,0.101633394,0.605263158,0.013901345,0.003676705
영주,20190101,0,4.42E-09,7.58E-09,2.65E-05,0.002022245,0.580733945,0.112522686,0.763157895,0.018609865,0.075723121
군위,20190101,0,0,1.28E-08,0.01163727,0.584428716,0.52293578,0.138838475,0.673684211,0.011659193,0.011805836
김천부항,20190101,0,1.55E-09,1.93E-08,0.016553855,0.745197169,0.629357798,0.117059891,0.710526316,0.007399103,0.013134125
보현산,20190101,0,0,3.74E-09,0.003947502,0.436804853,0.520183486,0.136116152,0.668421053,0.021076233,0
합천,20190101,0,1.03E-08,1.86E-07,0.244724043,0.757330637,0.565137615,0.127041742,0.536842105,0.019730942,0.288036895
남강,20190101,0,1.24E-07,1.65E-07,0.072833074,0.575328615,0.533944954,0.132486388,0.526315789,0.015246637,0.149735405
밀양,20190101,0,9.25E-11,1.72E-08,0.023894803,0.793731041,0.517431193,0.135208711,0.552631579,0.023542601,0.027585914
용담,20190101,0,1.46E-08,1.52E-07,0.275205051,0.825075834,0.694495413,0.10707804,0.536842105,0.007399103,0.347820543
대청,20190101,0,1.04E-07,3.36E-07,0.46018857,0.75429727,0.643119266,0.120689655,0.552631579,0.007623318,0.410239517
보령,20190101,0.000988254,6.19E-09,3.54E-08,0.032433242,0.678463094,0.727522936,0.135208711,0.536842105,0.008744395,0.048254096
부안,20190101,0,0,8.45E-09,0.014343833,0.696663296,0.711009174,0.141560799,0.547368421,0.003811659,0.009414915
섬진강,20190101,0,4.73E-09,3.40E-08,0.132197882,0.693629929,0.743119266,0.118874773,0.547368421,0.011210762,0.218434531
주암(본),20190101,0,0,1.20E-07,0.134113703,0.716885743,0.730275229,0.141560799,0.668421053,0.015022422,0.177523218
주암(조),20190101,0,3.76E-08,7.87E-08,0.08198681,0.80182002,0.730275229,0.141560799,0.668421053,0.015022422,0.102076382
장흥,20190101,0,2.08E-09,2.32E-08,0.040877339,0.522750253,0.681651376,0.155172414,0.626315789,0.010089686,0.081355068
충주,20190102,0,1.82E-07,1.21E-06,0.885885321,0.787664307,0.611009174,0.087114338,0.526315789,0.02264574,0.941023952
횡성,20190102,0,2.63E-09,1.86E-08,0.029724196,0.83619818,0.639449541,0.072595281,0.510526316,0.015022422,0.02949865
소양강,20190102,0,6.48E-08,1.73E-07,0.771387891,0.650151668,0.639449541,0.076225045,0.521052632,0.012780269,1
안동,20190102,0,7.77E-09,1.96E-07,0.384230183,0.752275025,0.482568807,0.118874773,0.578947368,0.016591928,0.521815825
임하,20190102,0,1.03E-08,9.71E-08,0.154601406,0.634984833,0.482568807,0.118874773,0.578947368,0.016591928,0.215777953
성덕,20190102,0,5.70E-10,5.76E-09,0.008507819,0.745197169,0.543119266,0.106170599,0.584210526,0.016591928,0.003676705
영주,20190102,0,4.16E-09,6.99E-09,0.000119294,0.002022245,0.426605505,0.112522686,0.784210526,0.023318386,0.075723121
군위,20190102,0,2.00E-09,1.13E-08,0.011612029,0.582406471,0.444954128,0.140653358,0.615789474,0.015695067,0.011805836
김천부항,20190102,0,2.06E-09,1.46E-08,0.016519097,0.743174924,0.540366972,0.11615245,0.715789474,0.01367713,0.013134125
보현산,20190102,0,4.98E-10,3.03E-09,0.003940882,0.435793731,0.432110092,0.137023593,0.647368421,0.026233184,0
합천,20190102,0,2.79E-08,1.86E-07,0.244288742,0.755308392,0.560550459,0.130671506,0.531578947,0.019282511,0.288036895
남강,20190102,0,1.01E-07,1.65E-07,0.072833074,0.575328615,0.533944954,0.138838475,0.531578947,0.016367713,0.149735405
밀양,20190102,0,2.06E-10,1.73E-08,0.023842252,0.791708797,0.525688073,0.127949183,0.526315789,0.025784753,0.027585914
용담,20190102,0.000403729,1.47E-08,1.52E-07,0.27480699,0.824064712,0.69266055,0.098911071,0.521052632,0.014573991,0.347820543
대청,20190102,0,1.57E-07,3.38E-07,0.459930782,0.75429727,0.551376147,0.117059891,0.547368421,0.014798206,0.410239517
보령,20190102,0,6.00E-09,3.50E-08,0.032355451,0.676440849,0.705504587,0.123411978,0.531578947,0.025560538,0.048254096
부안,20190102,0,3.87E-09,9.52E-09,0.014333902,0.696663296,0.70733945,0.136116152,0.531578947,0.005829596,0.009414915
섬진강,20190102,0,2.13E-08,3.45E-08,0.132197882,0.693629929,0.769724771,0.107985481,0.542105263,0.020403587,0.218434531
주암(본),20190102,0,3.62E-08,1.20E-07,0.133924604,0.715874621,0.722018349,0.136116152,0.657894737,0.026233184,0.177523218
주암(조),20190102,0,3.76E-08,7.88E-08,0.081931777,0.800808898,0.722018349,0.136116152,0.657894737,0.026233184,0.102076382
장흥,20190102,0,1.64E-09,2.25E-08,0.040816099,0.522750253,0.65412844,0.156079855,0.615789474,0.015695067,0.081355068
충주,20190103,0,1.13E-07,1.21E-06,0.88271325,0.78463094,0.582568807,0.088021779,0.515789474,0.02264574,0.941023952
횡성,20190103,0,2.97E-09,1.91E-08,0.029679507,0.834175935,0.619266055,0.077132486,0.5,0.015246637,0.02949865
소양강,20190103,0,2.28E-08,1.73E-07,0.770966658,0.650151668,0.630275229,0.08076225,0.515789474,0.0132287,1
안동,20190103,0,7.73E-09,1.95E-07,0.383664126,0.751263903,0.452293578,0.117967332,0.526315789,0.016591928,0.521815825
임하,20190103,0,1.10E-08,9.83E-08,0.154352721,0.633973711,0.452293578,0.117967332,0.526315789,0.016591928,0.215777953
성덕,20190103,0,0,4.16E-09,0.008492923,0.744186047,0.510091743,0.097096189,0.531578947,0.015695067,0.003676705
영주,20190103,0,3.94E-09,6.52E-09,0.000118756,0.002022245,0.423853211,0.111615245,0.631578947,0.022197309,0.075723121
군위,20190103,0,1.32E-09,1.02E-08,0.011587202,0.581395349,0.364220183,0.145190563,0.589473684,0.015919283,0.011805836
김천부항,20190103,0,3.90E-09,1.19E-08,0.016501718,0.743174924,0.467889908,0.114337568,0.626315789,0.015919283,0.013134125
보현산,20190103,0,2.42E-10,2.61E-09,0.003933847,0.434782609,0.381651376,0.136116152,0.584210526,0.027802691,0
합천,20190103,0,2.80E-08,1.86E-07,0.243853441,0.75429727,0.576146789,0.124319419,0.521052632,0.019955157,0.288036895
남강,20190103,0,1.02E-07,1.65E-07,0.072833074,0.575328615,0.544036697,0.128856624,0.5,0.017488789,0.149735405
밀양,20190103,0,8.54E-11,1.71E-08,0.023789702,0.789686552,0.459633028,0.129764065,0.521052632,0.026233184,0.027585914
용담,20190103,0,1.49E-08,1.53E-07,0.274409344,0.823053589,0.62293578,0.097096189,0.505263158,0.014798206,0.347820543
대청,20190103,0,1.06E-07,3.39E-07,0.459414793,0.753286148,0.50733945,0.122504537,0.521052632,0.015470852,0.410239517
보령,20190103,0,7.56E-09,3.75E-08,0.032277245,0.674418605,0.671559633,0.127041742,0.526315789,0.026233184,0.048254096
부안,20190103,0,0,9.28E-09,0.014303696,0.694641052,0.755045872,0.124319419,0.510526316,0.010538117,0.009414915
섬진강,20190103,0,5.13E-09,3.47E-08,0.13211678,0.692618807,0.67706422,0.100725953,0.515789474,0.02690583,0.218434531
주암(본),20190103,0,0,1.19E-07,0.133547646,0.713852376,0.605504587,0.137931034,0.610526316,0.02735426,0.177523218
주암(조),20190103,0,3.17E-08,7.81E-08,0.081849434,0.799797776,0.605504587,0.137931034,0.610526316,0.02735426,0.102076382
장흥,20190103,0,2.04E-09,2.31E-08,0.040755272,0.52173913,0.603669725,0.150635209,0.589473684,0.028699552,0.081355068
충주,20190104,0,1.84E-07,1.21E-06,0.879899517,0.781597573,0.611926606,0.10707804,0.505263158,0.015022422,0.941023952
횡성,20190104,0,2.85E-09,1.89E-08,0.029635646,0.833164813,0.63853211,0.103448276,0.510526316,0.0132287,0.02949865
소양강,20190104,0,2.49E-08,1.77E-07,0.770545426,0.649140546,0.676146789,0.101633394,0.526315789,0.010089686,1
안동,20190104,0,8.10E-09,1.96E-07,0.383098897,0.750252781,0.536697248,0.123411978,0.542105263,0.0132287,0.521815825
임하,20190104,0,1.10E-08,9.81E-08,0.154104451,0.632962588,0.536697248,0.123411978,0.542105263,0.0132287,0.215777953
성덕,20190104,0,0,4.27E-09,0.008478027,0.743174924,0.544036697,0.115245009,0.563157895,0.013901345,0.003676705
영주,20190104,0,4.21E-09,6.67E-09,0.000119294,0.002022245,0.506422018,0.117967332,0.647368421,0.017264574,0.075723121
군위,20190104,0,0,1.02E-08,0.011554099,0.579373104,0.429357798,0.149727768,0.568421053,0.012107623,0.011805836
김천부항,20190104,0,5.05E-10,1.20E-08,0.016467374,0.741152679,0.488073394,0.126134301,0.642105263,0.010762332,0.013134125
보현산,20190104,0,2.35E-10,2.60E-09,0.003926813,0.433771486,0.449541284,0.143375681,0.568421053,0.021748879,0
합천,20190104,0,2.80E-08,1.86E-07,0.243418967,0.753286148,0.531192661,0.130671506,0.5,0.0132287,0.288036895
남강,20190104,0,1.01E-07,1.64E-07,0.072832908,0.575328615,0.511926606,0.137931034,0.484210526,0.008744395,0.149735405
밀양,20190104,0,0,1.80E-08,0.023729703,0.787664307,0.446788991,0.143375681,0.5,0.018834081,0.027585914
용담,20190104,0,1.49E-08,1.53E-07,0.274012111,0.822042467,0.662385321,0.108892922,0.510526316,0.00941704,0.347820543
대청,20190104,0,1.05E-07,3.38E-07,0.458899632,0.752275025,0.559633028,0.131578947,0.521052632,0.008744395,0.410239517
보령,20190104,0,7.52E-09,3.73E-08,0.032199868,0.673407482,0.681651376,0.137931034,0.515789474,0.009641256,0.048254096
부안,20190104,0,0,8.96E-09,0.014273904,0.693629929,0.711009174,0.130671506,0.505263158,0.000224215,0.009414915
섬진강,20190104,0,5.09E-09,3.46E-08,0.132035264,0.692618807,0.663302752,0.113430127,0.510526316,0.013452915,0.218434531
주암(본),20190104,0,1.65E-08,1.18E-07,0.133265859,0.712841254,0.64587156,0.137023593,0.563157895,0.00941704,0.177523218
주암(조),20190104,0,3.75E-08,7.86E-08,0.081794401,0.799797776,0.64587156,0.137023593,0.563157895,0.00941704,0.102076382
장흥,20190104,0,1.67E-09,2.25E-08,0.040694032,0.520728008,0.702752294,0.138838475,0.531578947,0.006726457,0.081355068
충주,20190105,0,1.85E-07,1.21E-06,0.877090335,0.779575329,0.566055046,0.123411978,0.531578947,0.021300448,0.941023952
횡성,20190105,0,6.28E-09,1.73E-08,0.029613302,0.833164813,0.599082569,0.11615245,0.515789474,0.014573991,0.02949865
소양강,20190105,0,1.07E-07,1.73E-07,0.770545426,0.649140546,0.637614679,0.106170599,0.521052632,0.012556054,1
안동,20190105,0,4.54E-08,1.96E-07,0.382722353,0.749241658,0.551376147,0.135208711,0.536842105,0.015246637,0.521815825
임하,20190105,0,0,9.88E-08,0.153773837,0.631951466,0.551376147,0.135208711,0.536842105,0.015246637,0.215777953
성덕,20190105,0,0,4.33E-09,0.008463131,0.741152679,0.568807339,0.137023593,0.578947368,0.013901345,0.003676705
영주,20190105,0,3.69E-09,6.39E-09,2.40E-05,0.002022245,0.472477064,0.14246824,0.715789474,0.020179372,0.075723121
군위,20190105,0,0,1.04E-08,0.011520583,0.578361982,0.44587156,0.166969147,0.578947368,0.013901345,0.011805836
김천부항,20190105,0,3.92E-09,1.19E-08,0.016449995,0.740141557,0.472477064,0.143375681,0.694736842,0.013452915,0.013134125
보현산,20190105,0,0,2.59E-09,0.003916882,0.432760364,0.473394495,0.158802178,0.589473684,0.020403587,0
합천,20190105,0,2.82E-08,1.86E-07,0.242985321,0.751263903,0.529357798,0.150635209,0.510526316,0.017713004,0.288036895
남강,20190105,0,1.22E-07,1.62E-07,0.072947071,0.576339737,0.519266055,0.168784029,0.515789474,0.014798206,0.149735405
밀양,20190105,0,4.70E-10,1.77E-08,0.023677152,0.786653185,0.418348624,0.174228675,0.531578947,0.021524664,0.027585914
용담,20190105,0,4.13E-08,1.53E-07,0.273746875,0.821031345,0.636697248,0.12522686,0.521052632,0.013452915,0.347820543
대청,20190105,0,1.05E-07,3.37E-07,0.45838447,0.752275025,0.481651376,0.139745917,0.552631579,0.014125561,0.410239517
보령,20190105,0,7.15E-09,3.67E-08,0.032122076,0.671385238,0.595412844,0.140653358,0.568421053,0.022421525,0.048254096
부안,20190105,0,1.44E-09,8.80E-09,0.014253628,0.692618807,0.608256881,0.149727768,0.563157895,0.002690583,0.009414915
섬진강,20190105,0,2.12E-08,3.44E-08,0.132035264,0.692618807,0.588990826,0.137023593,0.536842105,0.022869955,0.218434531
주암(본),20190105,0,0,1.17E-07,0.132890143,0.710819009,0.608256881,0.16969147,0.642105263,0.01793722,0.177523218
주암(조),20190105,0,3.21E-08,7.87E-08,0.081712057,0.798786653,0.608256881,0.16969147,0.642105263,0.01793722,0.102076382
장흥,20190105,0,1.95E-09,2.29E-08,0.040632792,0.519716886,0.571559633,0.17876588,0.610526316,0.020852018,0.081355068
충주,20190106,0,1.86E-07,1.21E-06,0.874286532,0.776541962,0.55412844,0.101633394,0.515789474,0.020852018,0.941023952
횡성,20190106,0,6.52E-09,1.77E-08,0.029591371,0.832153691,0.560550459,0.096188748,0.515789474,0.016367713,0.02949865
소양강,20190106,0,2.28E-08,1.73E-07,0.770124193,0.649140546,0.576146789,0.098911071,0.515789474,0.011659193,1
안동,20190106,0,8.26E-09,1.96E-07,0.382157951,0.748230536,0.516513761,0.115245009,0.515789474,0.014798206,0.521815825
임하,20190106,0,1.15E-08,9.87E-08,0.153526394,0.630940344,0.516513761,0.115245009,0.515789474,0.014798206,0.215777953
성덕,20190106,0,0,4.28E-09,0.008448234,0.740141557,0.581651376,0.096188748,0.505263158,0.013452915,0.003676705
영주,20190106,0,3.58E-09,6.22E-09,2.28E-05,0.002022245,0.47706422,0.111615245,0.6,0.019955157,0.075723121
군위,20190106,0,1.38E-09,1.03E-08,0.011495756,0.577350859,0.365137615,0.148820327,0.547368421,0.014573991,0.011805836
김천부항,20190106,0,2.20E-09,1.20E-08,0.016423927,0.739130435,0.385321101,0.124319419,0.652631579,0.015022422,0.013134125
보현산,20190106,0,9.11E-10,2.59E-09,0.003913158,0.432760364,0.452293578,0.131578947,0.536842105,0.02309417,0
합천,20190106,0,2.91E-08,1.87E-07,0.242551675,0.750252781,0.491743119,0.129764065,0.505263158,0.01838565,0.288036895
남강,20190106,0,9.95E-08,1.62E-07,0.072947278,0.576339737,0.434862385,0.145190563,0.505263158,0.016143498,0.149735405
밀양,20190106,0,2.92E-10,1.74E-08,0.023625015,0.78463094,0.442201835,0.143375681,0.5,0.02264574,0.027585914
용담,20190106,0,1.49E-08,1.53E-07,0.273349642,0.820020222,0.587155963,0.105263158,0.510526316,0.014798206,0.347820543
대청,20190106,0,1.56E-07,3.37E-07,0.458127096,0.751263903,0.527522936,0.123411978,0.536842105,0.014125561,0.410239517
보령,20190106,0,6.36E-09,3.53E-08,0.032045112,0.670374115,0.620183486,0.127041742,0.515789474,0.024887892,0.048254096
부안,20190106,0,0,8.66E-09,0.014223836,0.691607685,0.641284404,0.133393829,0.521052632,0.009865471,0.009414915
섬진강,20190106,0,4.99E-09,3.44E-08,0.131953749,0.691607685,0.586238532,0.11615245,0.531578947,0.025112108,0.218434531
주암(본),20190106,0,3.48E-08,1.17E-07,0.132703112,0.709807887,0.441284404,0.153357532,0.652631579,0.027578475,0.177523218
주암(조),20190106,0,2.66E-08,7.87E-08,0.081602405,0.797775531,0.441284404,0.153357532,0.652631579,0.027578475,0.102076382
장흥,20190106,0,1.65E-09,2.24E-08,0.040571966,0.518705763,0.465137615,0.163339383,0.589473684,0.027578475,0.081355068
충주,20190107,0,4.81E-08,1.21E-06,0.870789227,0.773508595,0.652293578,0.104355717,0.526315789,0.020403587,0.941023952
횡성,20190107,0,6.76E-09,1.81E-08,0.029569027,0.831142568,0.614678899,0.095281307,0.515789474,0.015246637,0.02949865
소양강,20190107,0,6.48E-08,1.73E-07,0.769913577,0.649140546,0.611009174,0.098911071,0.531578947,0.011883408,1
안동,20190107,0,8.17E-09,1.96E-07,0.381593963,0.747219414,0.562385321,0.123411978,0.557894737,0.015246637,0.521815825
임하,20190107,0,0,9.74E-08,0.153196608,0.628918099,0.562385321,0.123411978,0.557894737,0.015246637,0.215777953
성덕,20190107,0,0,4.28E-09,0.008433338,0.739130435,0.564220183,0.112522686,0.557894737,0.015022422,0.003676705
영주,20190107,0,4.07E-09,6.20E-09,2.40E-05,0.002022245,0.472477064,0.115245009,0.668421053,0.021076233,0.075723121
군위,20190107,0,0,1.01E-08,0.011462653,0.575328615,0.433944954,0.153357532,0.594736842,0.014349776,0.011805836
김천부항,20190107,0,5.55E-10,1.21E-08,0.016389583,0.738119312,0.559633028,0.131578947,0.673684211,0.014349776,0.013134125
보현산,20190107,0,0,2.59E-09,0.003903227,0.431749242,0.435779817,0.148820327,0.594736842,0.024663677,0
합천,20190107,0,2.84E-08,1.86E-07,0.242118857,0.749241658,0.540366972,0.129764065,0.505263158,0.018609865,0.288036895
남강,20190107,0,1.01E-07,1.64E-07,0.072947278,0.576339737,0.496330275,0.143375681,0.5,0.015022422,0.149735405
밀양,20190107,0,4.06E-10,1.75E-08,0.023572465,0.782608696,0.481651376,0.141560799,0.510526316,0.023542601,0.027585914
용담,20190107,0,1.51E-08,1.53E-07,0.272952823,0.817997978,0.704587156,0.107985481,0.510526316,0.013452915,0.347820543
대청,20190107,0,5.51E-08,3.39E-07,0.457355802,0.750252781,0.651376147,0.13430127,0.536842105,0.013004484,0.410239517
보령,20190107,0,6.36E-09,3.52E-08,0.031968149,0.668351871,0.725688073,0.14246824,0.515789474,0.020852018,0.048254096
부안,20190107,0,1.35E-09,8.63E-09,0.014203974,0.690596562,0.749541284,0.137023593,0.510526316,0.008071749,0.009414915
섬진강,20190107,0,2.12E-08,3.45E-08,0.131953749,0.691607685,0.74587156,0.109800363,0.526315789,0.023542601,0.218434531
주암(본),20190107,0,0,1.19E-07,0.132235536,0.70677452,0.630275229,0.156987296,0.642105263,0.025112108,0.177523218
주암(조),20190107,0,3.21E-08,7.87E-08,0.081520062,0.796764408,0.630275229,0.156987296,0.642105263,0.025112108,0.102076382
장흥,20190107,0,1.45E-09,2.21E-08,0.040510726,0.518705763,0.655963303,0.166969147,0.594736842,0.024663677,0.081355068
충주,20190108,0,1.89E-07,1.21E-06,0.867996597,0.77148635,0.557798165,0.108892922,0.584210526,0.021973094,0.941023952
횡성,20190108,0,2.46E-09,1.83E-08,0.029524752,0.830131446,0.534862385,0.096188748,0.568421053,0.015695067,0.02949865
소양강,20190108,0,6.48E-08,1.73E-07,0.769702961,0.648129424,0.536697248,0.098911071,0.573684211,0.01367713,1
안동,20190108,0,8.30E-09,1.96E-07,0.381030389,0.746208291,0.439449541,0.137023593,0.636842105,0.016367713,0.521815825
임하,20190108,0,1.10E-08,9.77E-08,0.152949579,0.627906977,0.439449541,0.137023593,0.636842105,0.016367713,0.215777953
성덕,20190108,0,0,4.28E-09,0.008418442,0.73710819,0.435779817,0.137931034,0.673684211,0.015246637,0.003676705
영주,20190108,0,3.44E-09,5.99E-09,2.28E-05,0.002022245,0.374311927,0.130671506,0.805263158,0.022421525,0.075723121
군위,20190108,0,0,1.04E-08,0.01142955,0.57330637,0.427522936,0.157894737,0.663157895,0.015022422,0.011805836
김천부항,20190108,0,2.21E-09,1.20E-08,0.016363514,0.736097068,0.505504587,0.131578947,0.789473684,0.014798206,0.013134125
보현산,20190108,0,0,2.58E-09,0.003892883,0.430738119,0.39266055,0.156987296,0.684210526,0.024887892,0
합천,20190108,0,2.85E-08,1.86E-07,0.241686452,0.747219414,0.5,0.146098004,0.536842105,0.018834081,0.288036895
남강,20190108,0,1.01E-07,1.65E-07,0.072947278,0.576339737,0.499082569,0.152450091,0.542105263,0.015470852,0.149735405
밀양,20190108,0,0,1.76E-08,0.02351288,0.780586451,0.469724771,0.156079855,0.552631579,0.024887892,0.027585914
용담,20190108,0,1.50E-08,1.53E-07,0.27255559,0.816986855,0.61559633,0.120689655,0.563157895,0.014573991,0.347820543
대청,20190108,0,1.13E-07,3.49E-07,0.456841468,0.749241658,0.544036697,0.130671506,0.568421053,0.014798206,0.410239517
보령,20190108,0,5.95E-09,3.45E-08,0.031891185,0.666329626,0.602752294,0.137023593,0.568421053,0.023991031,0.048254096
부안,20190108,0,0,8.81E-09,0.014163837,0.688574317,0.688990826,0.140653358,0.568421053,0.006502242,0.009414915
섬진강,20190108,0,3.67E-09,5.86E-08,0.131790718,0.691607685,0.660550459,0.121597096,0.568421053,0.023318386,0.218434531
주암(본),20190108,0,1.67E-08,1.18E-07,0.131955404,0.705763397,0.66146789,0.150635209,0.668421053,0.025112108,0.177523218
주암(조),20190108,0,3.22E-08,7.89E-08,0.081438132,0.795753286,0.66146789,0.150635209,0.668421053,0.025112108,0.102076382
장흥,20190108,0,1.91E-09,2.28E-08,0.040449899,0.517694641,0.633944954,0.166061706,0.652631579,0.016143498,0.081355068
충주,20190109,0,1.90E-07,1.21E-06,0.865209346,0.768452983,0.512844037,0.085299456,0.515789474,0.019058296,0.941023952
횡성,20190109,0,0,1.81E-08,0.02945896,0.828109201,0.540366972,0.074410163,0.505263158,0.014349776,0.02949865
소양강,20190109,0,2.28E-08,1.73E-07,0.769282556,0.648129424,0.565137615,0.072595281,0.510526316,0.010089686,1
안동,20190109,0,8.33E-09,1.95E-07,0.380467642,0.745197169,0.451376147,0.103448276,0.510526316,0.014125561,0.521815825
임하,20190109,0,0,9.83E-08,0.15262062,0.626895854,0.451376147,0.103448276,0.510526316,0.014125561,0.215777953
성덕,20190109,0,0,4.28E-09,0.008403546,0.736097068,0.544036697,0.08892922,0.510526316,0.013004484,0.003676705
영주,20190109,0,3.67E-09,5.96E-09,0.000117929,0.002022245,0.452293578,0.08892922,0.547368421,0.018609865,0.075723121
군위,20190109,0,1.50E-09,1.04E-08,0.011404723,0.572295248,0.385321101,0.133393829,0.557894737,0.013901345,0.011805836
김천부항,20190109,0,2.22E-09,1.20E-08,0.01633786,0.735085945,0.402752294,0.104355717,0.568421053,0.0132287,0.013134125
보현산,20190109,0,8.76E-10,2.52E-09,0.003889573,0.429726997,0.388990826,0.128856624,0.573684211,0.023991031,0
합천,20190109,0,2.84E-08,1.86E-07,0.241254462,0.746208291,0.435779817,0.133393829,0.515789474,0.017488789,0.288036895
남강,20190109,0,1.01E-07,1.65E-07,0.072947278,0.576339737,0.424770642,0.141560799,0.526315789,0.012331839,0.149735405
밀양,20190109,0,3.49E-10,1.74E-08,0.023460743,0.778564206,0.427522936,0.140653358,0.526315789,0.022869955,0.027585914
용담,20190109,0,1.61E-08,1.53E-07,0.27216415,0.815975733,0.480733945,0.097096189,0.521052632,0.012780269,0.347820543
대청,20190109,0,1.06E-07,3.38E-07,0.456327962,0.748230536,0.411926606,0.112522686,0.536842105,0.0132287,0.410239517
보령,20190109,0,7.44E-09,3.68E-08,0.031814635,0.665318504,0.471559633,0.11615245,0.526315789,0.020179372,0.048254096
부안,20190109,0,3.40E-09,8.74E-09,0.014153906,0.687563195,0.482568807,0.119782214,0.542105263,0.006278027,0.009414915
섬진강,20190109,0,2.99E-08,4.85E-08,0.131790718,0.691607685,0.467889908,0.110707804,0.531578947,0.019730942,0.218434531
주암(본),20190109,0,3.29E-08,1.14E-07,0.131769201,0.704752275,0.51559633,0.132486388,0.568421053,0.019730942,0.177523218
주암(조),20190109,0,3.75E-08,7.86E-08,0.081383513,0.795753286,0.51559633,0.132486388,0.568421053,0.019730942,0.102076382
장흥,20190109,0,1.79E-09,2.26E-08,0.040389073,0.516683519,0.460550459,0.147912886,0.563157895,0.01838565,0.081355068
충주,20190110,0,1.21E-07,1.21E-06,0.862079895,0.766430738,0.59266055,0.123411978,0.536842105,0.013901345,0.941023952
횡성,20190110,0,2.77E-09,1.87E-08,0.029414686,0.827098079,0.579816514,0.11615245,0.526315789,0.014125561,0.02949865
소양강,20190110,0,2.30E-08,1.73E-07,0.768861737,0.648129424,0.614678899,0.11615245,0.531578947,0.012107623,1
안동,20190110,0,8.40E-09,1.95E-07,0.37990531,0.744186047,0.547706422,0.136116152,0.578947368,0.015695067,0.521815825
임하,20190110,0,1.16E-08,9.85E-08,0.152374419,0.625884732,0.547706422,0.136116152,0.578947368,0.015695067,0.215777953
성덕,20190110,0,0,4.28E-09,0.008389063,0.735085945,0.487155963,0.137931034,0.615789474,0.015022422,0.003676705
영주,20190110,0,3.69E-09,6.00E-09,0.000117929,0.002022245,0.49266055,0.126134301,0.684210526,0.021300448,0.075723121
군위,20190110,0,0,1.05E-08,0.011372034,0.570273003,0.455045872,0.158802178,0.642105263,0.013901345,0.011805836
김천부항,20190110,0,2.13E-09,1.18E-08,0.016311791,0.734074823,0.503669725,0.130671506,0.705263158,0.007847534,0.013134125
보현산,20190110,0,0,2.39E-09,0.003879228,0.428715875,0.437614679,0.16061706,0.631578947,0.022421525,0
합천,20190110,0,2.86E-08,1.86E-07,0.240823298,0.745197169,0.566972477,0.152450091,0.526315789,0.019955157,0.288036895
남강,20190110,0,7.90E-08,1.65E-07,0.072833074,0.575328615,0.513761468,0.166969147,0.547368421,0.015022422,0.149735405
밀양,20190110,0,0,1.75E-08,0.023401572,0.776541962,0.525688073,0.158802178,0.536842105,0.025560538,0.027585914
용담,20190110,0,3.81E-08,1.45E-07,0.271906362,0.814964611,0.614678899,0.122504537,0.515789474,0.007174888,0.347820543
대청,20190110,0,1.05E-07,3.36E-07,0.45581487,0.747219414,0.567889908,0.135208711,0.521052632,0.005381166,0.410239517
보령,20190110,0,5.61E-09,3.38E-08,0.031738498,0.663296259,0.686238532,0.137023593,0.510526316,0.004932735,0.048254096
부안,20190110,0,0,8.69E-09,0.014124114,0.686552073,0.660550459,0.146098004,0.484210526,0.006053812,0.009414915
섬진강,20190110,0,5.08E-09,3.46E-08,0.131709202,0.690596562,0.626605505,0.132486388,0.531578947,0.012107623,0.218434531
주암(본),20190110,0,1.51E-08,1.15E-07,0.13149031,0.70273003,0.57706422,0.163339383,0.636842105,0.024215247,0.177523218
주암(조),20190110,0,2.67E-08,7.87E-08,0.08127386,0.794742164,0.57706422,0.163339383,0.636842105,0.024215247,0.102076382
장흥,20190110,0,1.72E-09,2.25E-08,0.040328247,0.515672396,0.570642202,0.173321234,0.584210526,0.015695067,0.081355068
충주,20190111,0,2.61E-07,1.21E-06,0.859650154,0.764408493,0.666055046,0.152450091,0.521052632,0.019730942,0.941023952
횡성,20190111,0,6.85E-09,1.82E-08,0.029392755,0.827098079,0.695412844,0.128856624,0.505263158,0.016816143,0.02949865
소양강,20190111,0,6.53E-08,1.74E-07,0.768651535,0.648129424,0.735779817,0.121597096,0.505263158,0.011659193,1
안동,20190111,0,2.00E-08,2.14E-07,0.37934339,0.743174924,0.655045872,0.148820327,0.505263158,0.015470852,0.521815825
임하,20190111,0,1.24E-08,7.32E-08,0.152210146,0.62487361,0.655045872,0.148820327,0.505263158,0.015470852,0.215777953
