dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
주암(본),20190327,0,301276.8,895276.8,269.326,58.9,61.8,11.4,2.1,22,352
주암(조),20190327,0,383529.6,634003.2,181.309,72.5,61.8,11.4,2.1,22,210
장흥,20190327,0,160876.8,160876.8,91.671,48,68,11.8,1.8,20.1,171
충주,20190328,0,3716236.8,9383126.4,1541.668,56.1,49.9,11.5,1.5,17.7,1789
횡성,20190328,0,133833.6,133833.6,66.495,76.5,51.5,11.1,1.6,14.8,73.4
소양강,20190328,0.3121,1485561.6,980812.8,1838.371,63.4,52.6,10.8,1.8,9.9,1900
안동,20190328,0,1063584,1906329.6,819.792,65.7,72.3,9.4,2.2,10.2,1000
임하,20190328,0,360028.8,546998.4,337.626,56.7,72.3,9.4,2.2,10.2,424
성덕,20190328,0,12528,55987.2,17.474,62.6,75.2,7.9,1.9,6.2,24.8
영주,20190328,0,57024,57024,0.07,0.2,69.2,9.5,2.3,10.7,160.4
군위,20190328,0,21772.8,94521.6,23.217,47.7,60.3,12.4,3,11.4,40.1
김천부항,20190328,0,39571.2,151459.2,30.718,56.6,47.3,12.1,3.2,11.7,42.6
보현산,20190328,0,1641.6,29635.2,7.455,33.7,63.8,10.4,2.3,16,17.88
합천,20190328,0,379468.8,181440,535.105,67.7,55.1,14.2,1.3,17.7,560
남강,20190328,0,1553731.2,2108332.8,169.916,55,67.4,12.9,1,12,299.7
밀양,20190328,0,58233.6,125625.6,51.028,69.3,54.7,13,1.4,17.5,69.8
용담,20190328,0,713491.2,1013040,612.498,75.2,54.8,11.4,1.5,11.2,672.52
대청,20190328,0,1356048,2549577.6,1032.237,69.3,50.5,11.3,1.4,11.3,790
보령,20190328,0,41212.8,251856,62.453,53.4,67.3,8.2,1,18.4,108.7
부안,20190328,0,40262.4,62640,30.728,61.1,73,8.4,1.8,9.7,35.6
섬진강,20190328,0,468201.6,468201.6,318.307,68.3,54.9,11.2,1.5,18.7,429
주암(본),20190328,0,293500.8,886636.8,268.732,58.8,69.9,13.4,2.2,19.9,352
주암(조),20190328,0,445651.2,633398.4,181.121,72.5,69.9,13.4,2.2,19.9,210
장흥,20190328,0,165456,165456,91.671,48,63,13.7,2.3,18,171
충주,20190329,0,3728160,9382521.6,1536.013,55.9,39.8,10.3,1.4,20.3,1789
횡성,20190329,0,134352,134352,66.495,76.5,39.4,10.6,1.6,19,73.4
소양강,20190329,0,1994544,984787.2,1839.381,63.4,39.6,10.4,1.9,11.8,1900
안동,20190329,0,639619.2,1902614.4,818.529,65.6,62.7,9.4,1.8,11.1,1000
임하,20190329,0,353894.4,540864,337.439,56.7,62.7,9.4,1.8,11.1,424
성덕,20190329,0,1296,55555.2,17.419,62.4,68.1,7.9,1.7,10.7,24.8
영주,20190329,0,57024,57024,0.07,0.2,63.5,8.4,1.7,17.5,160.4
군위,20190329,0,21427.2,94089.6,23.145,47.5,60.1,12.4,1.9,10.3,40.1
김천부항,20190329,0,21340.8,151632,30.588,56.3,34.9,10.7,2.5,11.5,42.6
보현산,20190329,0,0,29721.6,7.42,33.6,59.3,11.2,1.5,15.2,17.88
합천,20190329,0,379468.8,181440,535.303,67.8,55.1,13.3,1.1,17.5,560
남강,20190329,0,1552953.6,2106691.2,169.362,54.8,75,12.1,1,11.4,299.7
밀양,20190329,0.242,74563.2,125107.2,50.978,69.3,69,13,0.9,16.3,69.8
용담,20190329,0,413942.4,1012780.8,611.899,75.1,39.3,10.8,1.4,11.2,672.52
대청,20190329,0,1330560,2523312,1031.044,69.2,40,11,1.5,13,790
보령,20190329,0,117590.4,243993.6,62.326,53.3,47.3,9.1,1.3,21.7,108.7
부안,20190329,0,0,62121.6,30.661,61,55.1,9.4,1.8,13.4,35.6
섬진강,20190329,0,231811.2,428544,318.111,68.3,44.1,9.7,1.3,20.8,429
주암(본),20190329,0,106617.6,896054.4,267.943,58.6,63.8,11.5,1.4,20.7,352
주암(조),20190329,0,382752,632880,180.871,72.4,63.8,11.5,1.4,20.7,210
장흥,20190329,0,171072,171072,91.671,48,55.9,11.5,0.9,20.7,171
충주,20190330,6.034,3740515.2,9382176,1530.372,55.7,71.3,5.3,2.4,9.1,1789
횡성,20190330,5.9799,180230.4,129081.6,66.547,76.6,78.2,5.2,2,1.1,73.4
소양강,20190330,3.5326,1993075.2,982972.8,1840.391,63.5,75.8,5.5,2.7,3.7,1900
안동,20190330,5.8465,642470.4,1904169.6,817.268,65.5,75.5,6.3,3.4,8.8,1000
임하,20190330,8.7615,362016,548899.2,337.252,56.7,75.5,6.3,3.4,8.8,424
성덕,20190330,9.0023,22809.6,55296,17.387,62.3,71.3,6.6,3.3,8.3,24.8
영주,20190330,5.2889,57024,57024,0.07,0.2,71.4,5.4,4.5,11.2,160.4
군위,20190330,7.2366,3110.4,93830.4,23.054,47.3,61.8,9.4,3.6,10.2,40.1
김천부항,20190330,1.5702,21945.6,151977.6,30.458,56.1,69.5,5.1,4.7,7.1,42.6
보현산,20190330,6,8899.2,29808,7.399,33.5,60.2,9.4,3.4,14.9,17.88
합천,20190330,1.316,379555.2,181440,535.501,67.8,51.1,10.7,2.3,16.8,560
남강,20190330,0.7231,1003190.4,2108332.8,168.257,54.4,57.3,11.2,2.6,12.8,299.7
밀양,20190330,3.8768,41558.4,125712,50.893,69.2,57.3,11.3,2.2,16.7,69.8
용담,20190330,4.7518,712281.6,1011571.2,611.6,75,72.9,5.3,2.1,6.2,672.52
대청,20190330,4.559,1955059.2,2551132.8,1030.448,69.2,69.2,6,2.3,5,790
보령,20190330,4.0004,77068.8,245721.6,62.158,53.2,75.8,5.9,1.9,9.3,108.7
부안,20190330,5,0,60652.8,30.594,60.8,70,6.9,3.2,8.6,35.6
섬진강,20190330,3.9616,428284.8,428284.8,318.111,68.3,72.3,5.4,2.3,10.5,429
주암(본),20190330,0.3436,107654.4,895449.6,267.155,58.5,65.2,8.3,3.8,21.5,352
주암(조),20190330,0.7481,508291.2,633225.6,180.746,72.3,65.2,8.3,3.8,21.5,210
장흥,20190330,0.726,31622.4,174268.8,91.528,47.9,59.9,9.2,3.9,17.7,171
충주,20190331,0.8117,4459017.6,9385113.6,1525.446,55.5,60.7,3.7,3.2,9.8,1789
횡성,20190331,3.0708,129081.6,129081.6,66.547,76.6,78.6,2.8,1.6,6.1,73.4
소양강,20190331,0.5437,1996531.2,986083.2,1841.401,63.5,76.2,3.1,1.9,3,1900
안동,20190331,0.124,223430.4,1903737.6,815.587,65.4,60.9,3.7,3.5,6.3,1000
임하,20190331,0,359769.6,546566.4,337.066,56.7,60.9,3.7,3.5,6.3,424
성덕,20190331,0,11923.2,55209.6,17.344,62.2,57.8,3.6,4,7.5,24.8
영주,20190331,0,59011.2,59011.2,0.07,0.2,61.3,2.8,5.2,6.3,160.4
군위,20190331,0,21340.8,93744,22.982,47.2,39.8,6.8,4.4,10.1,40.1
김천부항,20190331,0.4237,41040,152323.2,30.347,55.9,47.8,3.7,5.5,9.9,42.6
보현산,20190331,0,8985.6,29808,7.378,33.4,39.2,6.9,3.7,19.3,17.88
합천,20190331,0,442713.6,244598.4,535.699,67.8,36.1,6.6,2.4,19.5,560
남강,20190331,0.3014,1269648,2096409.6,167.43,54.2,38.6,6.9,2.3,15.2,299.7
밀양,20190331,0,57974.4,125193.6,50.826,69.1,36.6,7.1,2.4,16.7,69.8
용담,20190331,0.9343,712454.4,1011657.6,611.301,75,47.4,4.4,3,10.4,672.52
대청,20190331,0.2473,1325548.8,2517004.8,1029.256,69.1,47.9,5.3,2.4,8.2,790
보령,20190331,0,77760,246499.2,61.989,53,45.8,6,1.6,20.7,108.7
부안,20190331,0.6561,13824,58406.4,30.55,60.7,41.1,6.1,3.8,15.2,35.6
섬진강,20190331,0,230947.2,427680,317.914,68.2,45.2,3.8,2.8,19,429
주암(본),20190331,0,295660.8,885427.2,266.565,58.3,44.2,5.3,4.7,25.6,352
주암(조),20190331,0,322876.8,635040,180.434,72.2,44.2,5.3,4.7,25.6,210
장흥,20190331,0,94953.6,166233.6,91.457,47.9,40.8,6.6,5,24.6,171
충주,20190401,0.1128,938304,20545401.6,1505.838,54.8,48.1,3.3,1.9,17.5,1789
횡성,20190401,0,195782.4,144547.2,66.598,76.6,55.5,3.6,1.8,19.2,73.4
소양강,20190401,0,1556496,1051142.4,1841.907,63.5,55.6,3.3,1.9,12.9,1900
안동,20190401,0,839894.4,0,816.427,65.4,43.1,4.4,2.8,14.2,1000
임하,20190401,0,116985.6,2539209.6,334.643,56.2,43.1,4.4,2.8,14.2,424
성덕,20190401,0,3715.2,57715.2,17.29,62,46.2,3.2,2.9,13.9,24.8
영주,20190401,0,55468.8,55468.8,0.07,0.2,41.3,4,4.2,19.9,160.4
군위,20190401,0,7776,98150.4,22.891,47,34.4,7,3.5,12,40.1
김천부항,20190401,0,41558.4,152582.4,30.236,55.7,41.6,4.3,4.2,13.2,42.6
보현산,20190401,0,2073.6,29808,7.351,33.3,33.6,6.3,3.2,21.2,17.88
합천,20190401,0,440467.2,1034726.4,535.105,67.7,39.9,5.3,2.1,17.9,560
남강,20190401,0.0342,1266710.4,1541894.4,167.155,54.1,41.6,6.2,1.6,14.6,299.7
밀양,20190401,0,59788.8,127008,50.759,69,36.2,6.3,1.9,19.6,69.8
용담,20190401,0,415065.6,1013212.8,610.703,74.9,50.5,3.9,1.9,12.3,672.52
대청,20190401,0,1367712,2558390.4,1028.066,69,43.3,5.8,1.6,10.7,790
보령,20190401,0,71625.6,240364.8,61.82,52.9,48.3,6.3,0.9,17.9,108.7
부안,20190401,0,14774.4,59356.8,30.505,60.7,41.8,7.1,1.8,15.1,35.6
섬진강,20190401,0,273801.6,470534.4,317.717,68.2,48.8,4.4,2,22.1,429
주암(본),20190401,0,0,956620.8,265.584,58.1,50.1,5.8,2.7,24.6,352
주암(조),20190401,0,446083.2,633225.6,180.247,72.1,50.1,5.8,2.7,24.6,210
장흥,20190401,0,83808,155088,91.386,47.9,49.1,7.5,2.8,23.9,171
충주,20190402,0,404524.8,20546697.6,1485.696,54,46.9,4.8,1.8,21.8,1789
횡성,20190402,0,163468.8,163468.8,66.598,76.6,45.8,5.4,1.7,19.4,73.4
소양강,20190402,0,1072396.8,1072396.8,1841.907,63.5,49.5,5.1,1.6,12.2,1900
안동,20190402,0,840412.8,0,817.268,65.5,47.5,5.6,1.8,15.5,1000
임하,20190402,0,308102.4,2533680,332.418,55.9,47.5,5.6,1.8,15.5,424
성덕,20190402,0,14601.6,57715.2,17.246,61.8,54.7,3.8,1.7,14.8,24.8
영주,20190402,0,57024,57024,0.07,0.2,39.6,5.5,3.6,20.4,160.4
군위,20190402,0,7516.8,97718.4,22.801,46.8,34.1,8.2,2.4,15,40.1
김천부항,20190402,0,23500.8,152841.6,30.106,55.4,39,5,3,15.3,42.6
보현산,20190402,0,2160,29808,7.323,33.1,39.3,7,1.9,23,17.88
합천,20190402,0,442627.2,1036540.8,534.511,67.7,35.8,8,1.9,24,560
남강,20190402,0.0426,1209772.8,1209772.8,167.155,54.1,45.9,7.8,1.4,15.6,299.7
밀양,20190402,0,24192,124848,50.658,68.8,34.4,8.3,1.2,23.3,69.8
용담,20190402,0.1414,413337.6,1011139.2,610.105,74.9,48.7,4.8,1.6,14.1,672.52
대청,20190402,0,750038.4,2534544,1026.281,68.9,36,7.1,1.5,15.3,790
보령,20190402,0,40089.6,251164.8,61.609,52.7,53.1,5.6,1,24.5,108.7
부안,20190402,0,17884.8,62380.8,30.461,60.6,49.3,6.1,1.2,15.5,35.6
섬진강,20190402,0,74304,467596.8,317.324,68.1,47.5,4.8,1.8,24.7,429
주암(본),20190402,0,211334.4,994377.6,264.801,57.9,49.2,6.7,2.4,25.3,352
주암(조),20190402,0,446601.6,633571.2,180.06,72,49.2,6.7,2.4,25.3,210
장흥,20190402,0,84240,155433.6,91.315,47.8,50.3,8.2,2.2,25,171
충주,20190403,0,2636323.2,20550672,1467.782,53.4,43.4,5.8,1.8,22.8,1789
횡성,20190403,0,58233.6,160617.6,66.495,76.5,43.1,6.3,1.7,21.9,73.4
소양강,20190403,0,1586995.2,1081555.2,1842.412,63.5,43.8,6.5,2.3,12.9,1900
안동,20190403,0,420422.4,0,817.688,65.5,45.4,6.8,2.2,15.6,1000
임하,20190403,0,137289.6,2537308.8,330.018,55.5,45.4,6.8,2.2,15.6,424
성덕,20190403,0,3888,57715.2,17.193,61.6,49,5.9,1.9,15.6,24.8
영주,20190403,0,60825.6,57715.2,0.073,0.2,35.1,7.2,4.2,20.9,160.4
군위,20190403,0,7171.2,97200,22.711,46.6,26.2,9.7,2.5,15.2,40.1
김천부항,20190403,0,42422.4,153100.8,29.996,55.2,30.3,6.4,3.9,15.7,42.6
보현산,20190403,0,2246.4,29808,7.295,33,33.6,8.3,2.1,22.8,17.88
합천,20190403,0,244771.2,1036022.4,533.72,67.6,29.5,8.3,1.4,24.3,560
남강,20190403,0,1222560,1222560,167.155,54.1,34.8,8.5,1.3,16,299.7
밀양,20190403,0,41990.4,125798.4,50.574,68.7,32,8.5,0.9,23.8,69.8
용담,20190403,0,416275.2,1013731.2,609.507,74.8,43.2,5.2,1.4,14.9,672.52
대청,20190403,0,1932768,2527200,1025.687,68.8,32.5,8,1.5,15.2,790
보령,20190403,0,76291.2,245203.2,61.44,52.6,68.6,5.4,1.4,24.9,108.7
부안,20190403,0,15811.2,60307.2,30.416,60.5,59,6.4,1.4,15.8,35.6
섬진강,20190403,0,273110.4,469756.8,317.127,68.1,49.1,4.4,1.7,25.4,429
주암(본),20190403,0,28512,1005004.8,263.825,57.7,41,6.8,2.5,25.9,352
주암(조),20190403,0,384912,634089.6,179.811,71.9,41,6.8,2.5,25.9,210
장흥,20190403,0,30499.2,172886.4,91.172,47.7,44.8,6.5,1.9,25.6,171
충주,20190404,0,1407715.2,20546265.6,1448.643,52.7,39.4,7.9,1.7,22.6,1789
횡성,20190404,0,158112,158112,66.495,76.5,41.8,8.2,1.8,21.8,73.4
소양강,20190404,0,1067212.8,1067212.8,1842.412,63.5,42.9,8.3,2.4,12.4,1900
안동,20190404,0,424483.2,3888,818.109,65.6,28.7,10.5,2.9,15.6,1000
임하,20190404,0,142560,2531088,327.629,55.1,28.7,10.5,2.9,15.6,424
성덕,20190404,0,4147.2,57888,17.139,61.4,33.3,9.1,3,15.4,24.8
영주,20190404,0,51753.6,57888,0.067,0.2,23.9,10.4,5.8,20.4,160.4
군위,20190404,0,0,89164.8,22.621,46.5,21.9,13,2.9,15,40.1
김천부항,20190404,0,24537.6,153360,29.867,55,26.1,9.5,4.7,15.5,42.6
보현산,20190404,0,2505.6,30067.2,7.268,32.9,18.9,12.9,3.5,22.7,17.88
합천,20190404,0,443232,1036281.6,533.127,67.5,29.8,10.7,1.7,23.6,560
남강,20190404,0,1208995.2,1208995.2,167.155,54.1,41.3,10.4,1.5,15.6,299.7
밀양,20190404,0,27475.2,127958.4,50.474,68.6,38.3,10.1,1,23.4,69.8
용담,20190404,0,424828.8,1021939.2,608.91,74.7,44.3,7,1.6,14.6,672.52
대청,20190404,0,1334188.8,2522448,1024.498,68.8,37.1,9.8,2.1,15.2,790
보령,20190404,0,41126.4,252460.8,61.229,52.4,73.3,6.9,3,24.7,108.7
부안,20190404,0,0,61516.8,30.35,60.3,52,8.3,1.2,15.4,35.6
섬진강,20190404,0,76550.4,469756.8,316.734,68,52.2,6.3,1.3,24,429
주암(본),20190404,0,241833.6,1021248,263.045,57.6,41.5,9.7,2.6,24.7,352
주암(조),20190404,0,322790.4,633916.8,179.5,71.8,41.5,9.7,2.6,24.7,210
장흥,20190404,0,28080,170380.8,91.03,47.7,52.1,8.6,1.5,24.1,171
충주,20190405,0,220924.8,20547820.8,1428.317,51.9,41.6,9.6,2,16.4,1789
횡성,20190405,0,105926.4,157075.2,66.444,76.5,37.2,11.4,2.2,14.3,73.4
소양강,20190405,0,1557619.2,1052092.8,1842.918,63.6,33.5,12.4,2.8,11.6,1900
안동,20190405,0,720835.2,1982188.8,816.847,65.5,37.3,11.5,2.8,9.2,1000
임하,20190405,0,372297.6,555552,327.446,55,37.3,11.5,2.8,9.2,424
성덕,20190405,0,15206.4,58147.2,17.096,61.3,41.1,10.2,2.6,10.1,24.8
영주,20190405,0,53568,53568,0.067,0.2,39.5,9.5,3.9,16.7,160.4
군위,20190405,0,21600,93398.4,22.549,46.3,27.8,15.2,3,13,40.1
김천부항,20190405,0,43372.8,153619.2,29.757,54.8,36.2,11.6,5.1,8.5,42.6
보현산,20190405,0,2592,30067.2,7.24,32.8,26.7,14.3,3,19.8,17.88
합천,20190405,0,247276.8,1037404.8,532.337,67.4,31.4,14.1,2.5,20.4,560
남강,20190405,0,931219.2,1206230.4,166.88,54,47.7,13,1.4,13.6,299.7
밀양,20190405,0,26870.4,127180.8,50.374,68.4,39.5,13.2,1.6,20.3,69.8
용담,20190405,0,415411.2,1012176,608.313,74.6,46.9,9.7,2.1,7.6,672.52
대청,20190405,0,735436.8,2516227.2,1022.718,68.6,42.5,11.7,1.9,10.1,790
보령,20190405,0,34473.6,245894.4,61.018,52.2,67,9.2,2.8,17.8,108.7
부안,20190405,0,0,62726.4,30.283,60.2,58.1,9.9,2.8,8.8,35.6
섬진강,20190405,0,76809.6,469843.2,316.341,67.9,56.6,7.4,1.7,12.5,429
주암(본),20190405,0,22723.2,994809.6,262.073,57.4,55.3,11.1,2.6,21.7,352
주암(조),20190405,0,446342.4,632880,179.313,71.7,55.3,11.1,2.6,21.7,210
장흥,20190405,0,26697.6,168912,90.888,47.6,67.6,10.1,1.6,18.2,171
충주,20190406,2.1992,1740268.8,20543587.2,1409.513,51.3,39.5,9,0.9,13.1,1789
횡성,20190406,10.2306,103248,154396.8,66.393,76.4,53.9,7.8,0.9,7.6,73.4
소양강,20190406,5.2134,2045088,1033776,1843.929,63.6,54.4,8.1,1.1,4,1900
안동,20190406,0,230342.4,1910131.2,815.168,65.3,31.8,11.8,1.3,12.2,1000
임하,20190406,0,254188.8,620524.8,327.08,55,31.8,11.8,1.3,12.2,424
성덕,20190406,0,4665.6,58233.6,17.042,61.1,38.4,10.4,1.1,12.8,24.8
영주,20190406,0,53568,53568,0.067,0.2,32.5,10.8,2.4,14.2,160.4
군위,20190406,0,4147.2,93744,22.46,46.1,23.7,15.8,1.8,13.7,40.1
김천부항,20190406,0,43718.4,153792,29.647,54.6,29.5,12,1.8,13.1,42.6
보현산,20190406,0,2678.4,30067.2,7.213,32.6,25.7,14.9,1.8,20.5,17.88
합천,20190406,0,444182.4,1036368,531.745,67.3,27.5,14.2,1.7,22.3,560
남강,20190406,0,930960,1205712,166.605,53.9,44.9,12.5,1.2,15,299.7
밀양,20190406,0,22204.8,122428.8,50.273,68.3,33.3,13.4,1.2,21.7,69.8
용담,20190406,0,414460.8,1010880,607.717,74.6,42,10.7,1.1,12.2,672.52
대청,20190406,0,1332201.6,2518387.2,1021.531,68.6,33.8,11.5,1.2,10.2,790
보령,20190406,0,43372.8,254966.4,60.806,52,51.3,9.4,1.1,13.7,108.7
부안,20190406,0,18921.6,63158.4,30.239,60.1,47.5,11.5,1.1,13.6,35.6
섬진강,20190406,0,76982.4,469929.6,315.948,67.8,43.4,10.6,1.1,22.4,429
주암(본),20190406,0,215136,991094.4,261.297,57.2,39.1,12.7,1.9,24.5,352
주암(조),20190406,0,384739.2,633225.6,179.065,71.6,39.1,12.7,1.9,24.5,210
장흥,20190406,0,29808,171849.6,90.746,47.5,55.3,11.8,1.2,22.7,171
충주,20190407,0.4375,584150.4,20547993.6,1389.549,50.5,39.3,12.9,1,19.6,1789
횡성,20190407,0,153273.6,153273.6,66.393,76.4,63.4,10.6,1.1,20.2,73.4
소양강,20190407,0,1034553.6,1034553.6,1843.929,63.6,63.5,10.7,1.6,10.7,1900
안동,20190407,0.11,131846.4,1809388.8,813.49,65.2,47.5,13.7,1.5,12.2,1000
임하,20190407,0.1555,175046.4,724032,326.531,54.9,47.5,13.7,1.5,12.2,424
성덕,20190407,0,4665.6,58060.8,16.989,60.9,58.7,11.4,1.8,10.7,24.8
영주,20190407,0,53568,53568,0.067,0.2,43.2,13.5,2.1,17.5,160.4
군위,20190407,0,21945.6,93484.8,22.388,46,56.1,13.2,2.2,6.6,40.1
김천부항,20190407,0,44150.4,154051.2,29.537,54.4,42.1,13.9,1.8,9.6,42.6
보현산,20190407,0,9504,29980.8,7.193,32.5,56.4,12.2,1.8,9.6,17.88
합천,20190407,0,50025.6,1036281.6,530.758,67.2,61.9,12.4,1,5.9,560
남강,20190407,1.8729,1196640,1196640,166.605,53.9,80.2,11.5,0.7,4.3,299.7
밀양,20190407,0,37497.6,120960,50.19,68.2,57.7,12.5,0.7,6.2,69.8
용담,20190407,0,412646.4,1008720,607.121,74.5,43.5,13.8,1.2,9.7,672.52
대청,20190407,0,1331596.8,2517004.8,1020.346,68.5,33.6,14.6,1.5,12.2,790
보령,20190407,0,84499.2,253843.2,60.637,51.9,41.6,13.5,1.7,15.7,108.7
부안,20190407,0,16329.6,60566.4,30.195,60,61.8,12.2,1.6,3,35.6
섬진강,20190407,0,77068.8,469929.6,315.555,67.7,72.1,12,1.1,10.7,429
주암(본),20190407,18.0581,577843.2,965260.8,260.91,57.1,90.8,10.7,0.7,8.4,352
주암(조),20190407,22.5038,509846.4,634003.2,178.94,71.6,90.8,10.7,0.7,8.4,210
장흥,20190407,15.095,172108.8,172108.8,90.746,47.5,88.3,12,0.7,2.7,171
충주,20190408,0,116985.6,20545660.8,1369.121,49.8,34.1,11.2,2,22.1,1789
횡성,20190408,0,156124.8,156124.8,66.393,76.4,38.1,10.8,2.1,22.1,73.4
소양강,20190408,0,1563667.2,1057881.6,1844.435,63.6,37.6,11.1,2,13.4,1900
안동,20190408,0,552960,1809648,812.233,65.1,46.6,11.2,2.4,14.7,1000
임하,20190408,0,169862.4,718243.2,325.982,54.8,46.6,11.2,2.4,14.7,424
성덕,20190408,0,4320,57628.8,16.936,60.7,56,8.8,2.1,14.5,24.8
영주,20190408,0,53568,53568,0.067,0.2,32.2,11.5,4.5,19.6,160.4
군위,20190408,0,0,95126.4,22.281,45.8,44.8,13.2,3.7,14.4,40.1
김천부항,20190408,0,25747.2,153705.6,29.409,54.2,23.5,12.8,4.6,14.9,42.6
보현산,20190408,0,0,29462.4,7.159,32.4,48.9,11.2,2.3,21.6,17.88
합천,20190408,0,444009.6,1035244.8,530.167,67.1,46.6,14.8,1.7,20.4,560
남강,20190408,0,1198454.4,1198454.4,166.605,53.9,69.7,14.3,1.2,12.9,299.7
밀양,20190408,0,4838.4,121478.4,50.073,68,51.3,14.3,1.4,20.5,69.8
용담,20190408,0,1010448,1010448,607.121,74.5,42.3,10.7,1.4,13.8,672.52
대청,20190408,0,767232,2543788.8,1018.57,68.4,27.4,13,1.7,14.2,790
보령,20190408,0,41299.2,253152,60.425,51.7,36.3,10.5,1.3,22.5,108.7
부안,20190408,0,0,63504,30.128,59.9,52.8,10.1,1.9,13.6,35.6
섬진강,20190408,0,77155.2,469929.6,315.163,67.6,54.6,10.3,1.3,22.1,429
주암(본),20190408,0,399081.6,979430.4,260.33,57,58.1,13.6,2.3,24.5,352
주암(조),20190408,0,448156.8,634262.4,178.754,71.5,58.1,13.6,2.3,24.5,210
장흥,20190408,0,161654.4,161654.4,90.746,47.5,61.5,13.8,1.5,21.6,171
충주,20190409,19.276,2922652.8,20547302.4,1351.496,49.2,43.8,9.3,3.7,7.5,1789
횡성,20190409,14.1359,196387.2,145238.4,66.444,76.5,56,7.3,1.4,7.4,73.4
소양강,20190409,9.761,2598912,1080950.4,1845.953,63.7,53.7,8.1,2.1,4,1900
안동,20190409,7.1125,1381276.8,1799884.8,811.815,65.1,57.4,7.2,2.6,7.9,1000
임하,20190409,16.6561,537062.4,719712,325.8,54.8,57.4,7.2,2.6,7.9,424
성덕,20190409,22.065,25315.2,57283.2,16.904,60.6,66.1,5.2,2.2,7.8,24.8
영주,20190409,5.871,49334.4,55382.4,0.061,0.2,59.2,6.2,2.5,8.1,160.4
군위,20190409,25.2903,24624,95904,22.21,45.6,57.5,9.2,4.3,8,40.1
김천부항,20190409,37.0341,98236.8,153014.4,29.354,54.1,53,7.9,5.1,6.7,42.6
보현산,20190409,16.8624,16329.6,29894.4,7.145,32.3,59.1,8,2.8,13.4,17.88
합천,20190409,36.0625,642729.6,1036713.6,529.773,67.1,57.8,10.6,2,14.4,560
남강,20190409,32.0134,2030227.2,1205280,167.43,54.2,66.4,10.4,1.8,8.2,299.7
밀양,20190409,9.7537,29548.8,129427.2,49.973,67.9,56.5,10.4,1.3,15.7,69.8
용담,20190409,33.5817,1012348.8,1012348.8,607.121,74.5,55.6,9.4,2.9,7.1,672.52
대청,20190409,29.8244,3113510.4,2521497.6,1019.161,68.4,43.4,11,3.1,5.2,790
보령,20190409,27.5836,115257.6,242438.4,60.298,51.6,50.2,11,2.4,7.8,108.7
부안,20190409,40.6243,85017.6,62899.2,30.15,59.9,63.5,10.8,2.8,6.8,35.6
섬진강,20190409,32.4923,1059177.6,470016,315.752,67.8,59,9.6,3.1,12,429
주암(본),20190409,24.1707,431308.8,1010793.6,259.75,56.8,73.1,9.8,3.7,9.5,352
주암(조),20190409,16.9924,571017.6,633052.8,178.692,71.5,73.1,9.8,3.7,9.5,210
장흥,20190409,31.119,240019.2,168998.4,90.817,47.6,67.6,11.2,4.8,7.6,171
충주,20190410,9.5241,3721420.8,20543673.6,1334.674,48.5,76,6.8,1.4,6.1,1789
횡성,20190410,3.0689,301536,148003.2,66.598,76.6,81.2,6.7,1.1,7.3,73.4
소양강,20190410,5.3065,2091657.6,1079222.4,1846.965,63.7,81.5,6.9,1.9,4.4,1900
안동,20190410,20.2464,2327529.6,2327529.6,811.815,65.1,88.5,4.5,0.9,5.1,1000
임하,20190410,17.884,1273017.6,724896,326.348,54.9,88.5,4.5,0.9,5.1,424
성덕,20190410,14.4782,120614.4,56678.4,16.968,60.8,82.9,5.2,1.2,4.4,24.8
영주,20190410,29.0823,54172.8,54172.8,0.061,0.2,85.2,5,1.5,6.9,160.4
군위,20190410,9.4732,257040,96595.2,22.37,45.9,79,7.8,2,3.5,40.1
김천부항,20190410,12.3149,335577.6,152928,29.537,54.4,77.4,5.6,2.5,4.7,42.6
보현산,20190410,13.0123,50284.8,29894.4,7.165,32.4,75.6,8.1,2,5.1,17.88
합천,20190410,14.8128,3674505.6,518313.6,532.929,67.5,75.1,7.5,2,5.3,560
남강,20190410,13.0406,7203686.4,2216160,172.418,55.8,80,8.3,1.6,4.4,299.7
밀양,20190410,9.4799,126921.6,126921.6,49.973,67.9,75.6,9,1.9,5.3,69.8
용담,20190410,9.5704,5490547.2,1011657.6,611.6,75,75.8,6.8,1.6,5,672.52
대청,20190410,6.2114,3664742.4,2480198.4,1020.346,68.5,73.6,8,1.9,4.3,790
보령,20190410,3.7695,274492.8,232070.4,60.34,51.6,79.4,7.4,2.2,5.6,108.7
부안,20190410,5.3439,491616,69984,30.572,60.8,82.1,7.4,2.1,3.3,35.6
섬진강,20190410,5.281,2633472,471225.6,317.914,68.2,89.3,6.6,1.3,5.5,429
주암(본),20190410,3.3844,1169078.4,975974.4,259.943,56.9,94.8,7.9,2.2,4.9,352
주암(조),20190410,3.7481,571276.8,633312,178.63,71.5,94.8,7.9,2.2,4.9,210
장흥,20190410,2.726,805161.6,164764.8,91.457,47.9,87.1,8.8,2.2,4.6,171
충주,20190411,0,5149785.6,20546265.6,1319.277,48,69.5,8.3,1.2,16.2,1789
횡성,20190411,0,248313.6,145843.2,66.7,76.8,68,8.1,1.3,18.3,73.4
